SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
11/02/2026,26,33914,A,40170,31067,2762,6417,3502,22495,0,5,3661,1003,992,-869,-450,-531,-743,-1453,998,-1091,-514
11/02/2026,27,34153,A,40195,31285,2720,6417,3368,22495,0,5,3648,1003,992,-865,-450,-531,-533,-1453,998,-1091,-514
11/02/2026,28,34163,A,40197,31239,2646,6417,3535,22495,0,5,3639,1003,992,-864,-450,-531,-526,-1453,998,-1091,-514
11/02/2026,29,33982,A,40026,31058,2597,6417,3054,22495,0,7,3651,1002,992,-849,-450,-531,-549,-1453,998,-1091,-514
11/02/2026,30,34168,A,40183,31307,2487,6417,2421,22495,0,9,3667,1003,992,-849,-450,-531,-518,-1453,998,-1091,-514
11/02/2026,31,34752,A,40202,31922,2405,6417,1547,22495,0,10,3739,1001,992,-801,-450,-531,463,-1453,998,-1091,-514
11/02/2026,32,35994,A,41440,33179,2323,6417,837,22495,0,8,3797,1009,992,-799,-450,-531,531,-1453,998,-1091,-514
11/02/2026,33,36830,A,42430,33984,2286,6417,456,22495,0,10,3894,1488,992,-950,-450,-531,687,-1453,998,-1092,-514
11/02/2026,34,37875,A,43364,35004,2253,6417,78,22495,0,10,4008,1502,992,-840,-450,-531,694,-1453,998,-1091,-514
11/02/2026,35,39409,A,44059,36445,2247,6417,0,22495,0,10,4071,1501,992,206,-450,-531,976,-1453,998,-1092,-514
11/02/2026,36,40187,A,44812,37247,2241,6417,0,22495,0,13,4227,1501,992,226,-450,-531,987,-1422,998,-1095,-514
11/02/2026,37,40156,A,44362,37202,2245,6417,0,22495,0,9,4069,1501,992,487,-450,-531,996,-1027,998,-1076,-513
11/02/2026,38,39699,A,43869,36748,2164,6417,0,22495,0,8,4125,1501,992,503,-450,-531,997,-996,998,-1071,-514
11/02/2026,39,39003,A,43419,36225,2157,6417,0,22495,0,9,4162,1501,992,1007,-450,-531,997,-1221,997,-1091,-514
11/02/2026,40,38304,A,42737,35639,2125,6417,0,22495,0,8,4390,1501,992,1032,-450,-531,997,-1238,997,-1092,-514
11/02/2026,41,37152,A,41383,34608,2109,6417,0,22495,0,10,4321,1501,992,940,-450,-524,888,-1095,998,-1038,-514
11/02/2026,42,35644,A,39756,33205,2107,6417,0,22495,0,9,4365,1502,992,931,-450,-445,884,-1061,998,-1033,-514
11/02/2026,43,33813,A,37741,31520,2100,6417,0,22495,0,9,4299,1502,992,359,-447,-496,742,-849,998,-1013,-514
11/02/2026,44,31964,A,35769,29878,2069,6417,0,22495,0,158,4146,1502,992,326,-345,-365,737,-816,998,-1007,-514
11/02/2026,45,30549,A,34025,28545,2070,6417,0,22495,0,371,4149,1502,992,105,-199,-212,987,-726,998,-854,-514
11/02/2026,46,28898,A,32457,27039,2066,6417,0,22495,0,564,4210,1502,992,102,-233,-65,997,-746,998,-837,-514
11/02/2026,47,27298,A,31245,25492,2073,6417,0,22495,0,566,4465,1502,992,-186,-328,0,997,-1135,997,-618,-514
11/02/2026,48,26319,A,30373,24543,2083,6417,0,22500,0,566,4467,1502,992,-202,-414,0,997,-1156,998,-602,-514
12/02/2026,1,26651,A,30446,24848,2090,6417,0,22500,0,562,4249,1502,992,-329,-416,0,997,-812,998,-562,-514
12/02/2026,2,27275,A,30926,25518,2146,6417,0,22500,0,562,4455,1502,992,-326,-298,0,997,-800,998,-551,-514
12/02/2026,3,27269,A,30638,25485,2154,6417,0,22500,0,561,4671,1502,992,108,-244,0,997,-1191,997,-259,-514
12/02/2026,4,26616,A,29939,24870,2160,6417,0,22500,0,564,4638,1502,992,117,-158,0,997,-1239,997,-248,-514
12/02/2026,5,25803,A,29671,24114,2189,6417,0,22500,0,564,4809,1502,992,-165,-206,0,997,-1239,997,-580,-514
12/02/2026,6,25609,A,29568,23897,2210,6417,0,22500,0,562,4832,1502,992,-180,-260,0,997,-1239,997,-604,-514
12/02/2026,7,24997,A,29454,23268,2252,6417,0,22500,0,563,4934,1502,992,-527,-340,0,974,-1239,997,-674,-514
12/02/2026,8,24586,A,28925,22891,2317,6417,0,22500,0,559,5184,1501,992,-541,-215,0,973,-1253,997,-684,-487
12/02/2026,9,24079,A,28916,22417,2367,6417,0,22500,0,560,5312,1502,992,-689,-175,0,933,-1431,997,-871,-511
12/02/2026,10,24079,A,28895,22352,2425,6417,0,22500,0,587,5192,1502,992,-696,-160,-17,921,-1453,997,-883,-420
12/02/2026,11,24449,A,29529,22682,2467,6417,0,22500,0,840,5215,1503,992,-1070,-24,0,263,-1453,997,-824,-269
12/02/2026,12,24941,A,29978,23152,2488,6417,0,22500,0,841,4771,1504,992,-1087,0,0,222,-1453,997,-820,-236
12/02/2026,13,27132,A,32488,25111,2524,6417,0,22500,0,834,4584,1505,992,-1087,-15,0,-338,-1453,998,-832,-197
12/02/2026,14,29617,A,35002,27346,2522,6417,0,22500,0,637,4401,1505,992,-1087,-144,-1,-366,-1453,998,-821,-276
12/02/2026,15,32599,A,37642,30037,2534,6417,0,22500,0,152,4206,1505,991,-1064,-296,-93,-640,-1453,998,-319,-426
12/02/2026,16,33852,A,39003,31051,2532,6417,32,22500,0,9,3965,1505,992,-1063,-430,-173,-632,-1453,998,-278,-513
12/02/2026,17,35217,A,39282,32224,2510,6417,272,22500,0,8,3620,1503,992,-978,-450,-41,178,-1453,998,-21,-514
12/02/2026,18,35597,A,39671,32537,2514,6417,663,22500,0,7,3042,1503,992,-971,-450,-70,232,-1453,998,-9,-514
12/02/2026,19,36316,A,40182,33142,2476,6417,1291,22500,0,7,2769,1502,992,-521,-450,-59,738,-1453,998,-262,-514
12/02/2026,20,35950,A,39872,32760,2452,6417,1483,22500,0,7,2734,1502,992,-499,-450,-106,761,-1453,998,-293,-514
12/02/2026,21,35448,A,39624,32271,2423,6417,1751,22500,0,7,2549,1502,992,-335,-404,-11,1007,-1453,998,-852,-514
12/02/2026,22,35420,A,39586,32247,2386,6417,2000,22500,0,7,2347,1502,991,-321,-384,0,997,-1453,997,-887,-514
12/02/2026,23,35387,A,38998,32186,2361,6417,2316,22500,0,7,2274,1503,992,-3,-315,0,175,-1453,998,-787,-446
12/02/2026,24,34886,A,38309,31763,2356,6417,2440,22500,0,7,2381,1503,991,0,-270,0,124,-1453,998,-783,-310
12/02/2026,25,35223,A,38730,32027,2314,6417,2450,22500,0,7,2149,1503,991,239,-249,0,177,-1453,998,-936,-262
12/02/2026,26,35275,A,38734,32136,2284,6417,2347,22500,0,7,2079,1503,992,259,-220,0,182,-1453,998,-945,-234
12/02/2026,27,35787,A,39053,32578,2225,6417,2213,22500,0,7,2282,1503,992,217,-114,0,606,-1453,998,-865,-227
12/02/2026,28,35710,A,38841,32466,2174,6417,2091,22500,0,7,2165,1503,991,215,-6,0,625,-1453,998,-858,-207
12/02/2026,29,35676,A,38723,32456,2107,6417,1936,22500,0,9,2507,1502,991,148,0,0,934,-1453,998,-831,-154
12/02/2026,30,35755,A,38725,32526,2038,6417,1687,22500,0,10,2732,1503,991,147,0,0,946,-1453,998,-829,-78
12/02/2026,31,36258,A,39248,32988,1961,6417,1201,22500,0,15,2557,1503,991,494,0,0,995,-1453,998,-815,-107
12/02/2026,32,37325,A,40313,33998,1841,6417,823,22500,0,17,2626,1502,991,508,0,0,997,-1453,998,-814,-104
12/02/2026,33,37856,A,40828,34470,1760,6417,474,22500,0,16,2284,1502,991,403,-6,0,997,-1453,998,-780,-117
12/02/2026,34,38823,A,41781,35365,1701,6417,145,22500,0,13,2622,1502,991,398,0,0,997,-1427,998,-776,-142
12/02/2026,35,40093,A,42748,36448,1635,6417,1,22500,0,14,2356,1502,991,468,-41,0,997,-1104,998,-704,-192
12/02/2026,36,40964,A,43597,37226,1552,6417,0,22500,0,10,2225,1502,991,472,-110,0,997,-1032,997,-676,-205
12/02/2026,37,41425,A,43036,37693,1511,6417,0,22500,0,14,2083,1502,991,789,-202,0,997,-644,999,128,-151
12/02/2026,38,40824,A,42321,37110,1508,6417,0,22500,0,12,2061,1502,991,797,-85,0,997,-603,998,184,-197
12/02/2026,39,40492,A,42190,36870,1477,6417,0,22500,0,8,2034,1502,991,991,-94,0,997,-687,998,220,-309
12/02/2026,40,39387,A,40998,35834,1457,6417,0,22500,0,9,2267,1501,991,999,-76,0,997,-728,997,218,-198
12/02/2026,41,37906,A,39772,34503,1440,6417,0,22500,0,13,2407,1502,991,750,-80,0,997,-1116,998,16,-57
12/02/2026,42,36962,A,38758,33673,1427,6417,0,22500,0,12,2026,1502,991,740,25,0,997,-1184,998,10,64
12/02/2026,43,35637,A,37705,32479,1421,6417,0,22500,0,12,2225,1502,991,815,-33,0,997,-1423,998,363,48
12/02/2026,44,33691,A,35755,30741,1416,6417,0,22500,0,12,2432,1502,991,814,0,0,997,-1452,998,379,65
12/02/2026,45,31920,A,34058,29146,1400,6417,0,22500,0,12,2256,1502,991,708,-36,0,997,-1453,998,88,-37
12/02/2026,46,30116,A,32167,27482,1395,6417,0,22500,0,12,2316,1502,991,703,0,0,997,-1439,998,62,41
12/02/2026,47,28610,A,30554,26059,1374,6417,0,22500,0,12,2075,1502,992,377,0,0,997,-1262,998,-70,34
12/02/2026,48,27865,A,29803,25350,1365,6417,0,22505,0,12,2162,1502,992,364,0,0,997,-1209,998,-79,-38
13/02/2026,1,28097,A,29532,25592,1355,6417,0,22505,0,12,2166,1501,992,420,0,0,950,-819,998,-4,34
13/02/2026,2,28731,A,30125,26220,1364,6417,0,22505,0,12,2190,1501,992,406,68,0,948,-772,998,-10,168
13/02/2026,3,28168,A,30046,25744,1362,6417,0,22505,0,12,2264,1503,992,-118,189,0,802,-786,998,-362,198
13/02/2026,4,27368,A,29314,24977,1332,6417,0,22505,0,12,2357,1502,992,-130,200,0,797,-813,997,-391,128
13/02/2026,5,26396,A,29211,24067,1350,6417,0,22505,0,12,2329,1502,992,-482,200,0,754,-1136,997,-585,30
13/02/2026,6,25821,A,28708,23529,1402,6417,0,22505,0,9,2483,1502,992,-497,200,0,752,-1180,996,-601,148
13/02/2026,7,25475,A,28694,23193,1421,6417,0,22505,0,9,2655,1502,992,-676,200,0,846,-1233,997,-701,183
13/02/2026,8,25277,A,28538,22943,1440,6417,0,22505,0,9,2616,1503,992,-683,200,0,850,-1253,998,-716,195
13/02/2026,9,25072,A,29063,22728,1467,6417,0,22505,0,9,2435,1502,992,-961,200,0,808,-1431,997,-990,200
13/02/2026,10,25063,A,29108,22688,1506,6417,0,22505,0,9,2316,1502,992,-972,200,0,739,-1453,997,-1011,200
13/02/2026,11,25196,A,29945,22847,1535,6417,0,22505,0,9,2535,1505,991,-1047,200,0,-556,-1453,998,-1084,200
13/02/2026,12,26160,A,31039,23773,1580,6417,0,22505,0,9,2638,1505,992,-1050,200,0,-678,-1453,998,-1089,200
13/02/2026,13,28531,A,33779,25969,1620,6417,0,22505,0,9,2537,1505,991,-1088,200,0,-1009,-1453,998,-1089,200
13/02/2026,14,31242,A,36505,28537,1629,6417,0,22505,0,9,2324,1505,983,-1090,200,0,-1022,-1453,995,-1089,200
13/02/2026,15,34011,A,39275,31002,1635,6417,0,22505,0,9,2377,1267,672,-1089,151,39,-1022,-1453,880,-1091,185
13/02/2026,16,35647,A,40901,32513,1651,6417,17,22505,0,10,1779,1226,635,-1091,21,0,-1021,-1439,865,-1093,90
13/02/2026,17,36864,A,41633,33600,1651,6417,225,22505,0,7,2267,926,85,-1090,0,0,-717,-1262,582,-1093,169
13/02/2026,18,37424,A,42145,33992,1656,6417,577,22505,0,7,2515,882,69,-1085,0,0,-697,-1239,576,-1093,91
13/02/2026,19,38186,A,41686,34645,1652,6417,1014,22505,0,7,1804,1163,824,-467,0,0,-94,-1239,954,-1093,92
13/02/2026,20,38054,A,41475,34596,1656,6417,1647,22505,0,10,1351,1204,878,-420,0,0,-61,-1239,979,-1091,11
13/02/2026,21,37791,A,40955,34351,1673,6417,2397,22505,0,15,1159,1465,939,-267,0,0,360,-1240,997,-1011,-31
13/02/2026,22,37380,A,40477,34022,1674,6417,2574,22505,0,15,876,1503,942,-260,0,0,378,-1221,998,-1001,17
13/02/2026,23,37420,A,40323,34181,1714,6417,2627,22505,0,15,1173,1407,906,-322,-55,-39,368,-991,998,-814,-67
13/02/2026,24,36903,A,39810,33733,1741,6417,2932,22505,0,13,1361,1393,905,-324,-11,-1,367,-980,998,-808,-170
13/02/2026,25,37124,A,40564,33977,1768,6417,3088,22505,0,13,1478,1484,986,-359,0,0,552,-1211,998,-1048,-209
13/02/2026,26,36753,A,40254,33673,1886,6417,2916,22505,0,13,1577,1497,986,-360,0,0,542,-1253,996,-1065,-210
13/02/2026,27,36304,A,40507,33311,1918,6417,2479,22505,0,13,1606,1386,789,-566,0,0,-240,-1430,926,-1090,-264
13/02/2026,28,36200,A,40445,33082,2002,6417,2210,22505,0,13,1502,1370,774,-574,0,0,-288,-1452,918,-1095,-223
13/02/2026,29,36100,A,40624,32933,2032,6417,2059,22505,0,13,1714,1318,713,-566,0,0,-591,-1453,828,-1095,-206
13/02/2026,30,35847,A,40348,32698,2123,6417,1828,22505,0,15,1754,1310,706,-569,0,0,-605,-1453,822,-1095,-164
13/02/2026,31,35840,A,41175,32704,2123,6417,1404,22505,0,15,1564,1051,642,-1064,54,0,-1005,-1453,808,-1095,-103
13/02/2026,32,36302,A,41804,33110,2148,6417,836,22505,0,15,1316,1014,641,-1089,11,0,-1021,-1453,802,-1095,-229
13/02/2026,33,37330,A,42993,33914,2150,6417,357,22505,0,14,1553,920,751,-1088,-68,-76,-1013,-1453,586,-1095,-256
13/02/2026,34,38422,A,44511,34903,2204,6417,87,22505,0,11,1384,905,751,-1087,-220,-228,-1011,-1453,571,-1084,-395
13/02/2026,35,39721,A,45145,36068,2233,6417,1,22505,0,7,1264,246,477,-690,-371,-380,-723,-1453,541,-693,-507
13/02/2026,36,39976,A,45558,36263,2304,6417,0,22505,0,5,1179,147,460,-672,-450,-512,-712,-1453,530,-664,-514
13/02/2026,37,40125,A,45761,36343,2290,6417,0,22505,0,5,1531,164,523,-811,-451,-531,-680,-1453,206,-591,-514
13/02/2026,38,39409,A,45068,35684,2254,6417,0,22505,0,5,1384,168,532,-816,-451,-531,-675,-1453,204,-599,-529
13/02/2026,39,39030,A,44436,35329,2205,6417,0,22505,0,14,1215,679,717,-586,-451,-531,-195,-1453,815,-1062,-514
13/02/2026,40,38326,A,43725,34664,2165,6417,0,22505,0,8,1146,756,736,-577,-451,-531,-173,-1453,857,-1093,-513
13/02/2026,41,37345,A,42403,33832,2128,6417,0,22505,0,10,738,1407,975,-406,-451,-531,200,-1453,989,-1093,-514
13/02/2026,42,35635,A,40672,32241,2071,6417,0,22505,0,11,691,1503,992,-400,-451,-531,215,-1439,998,-1092,-513
13/02/2026,43,34241,A,39034,30985,2024,6417,0,22505,0,11,919,1504,991,-330,-451,-531,-5,-1262,998,-1090,-513
13/02/2026,44,32958,A,37731,29853,1956,6417,0,22505,0,11,809,1504,991,-327,-451,-531,-9,-1240,998,-1090,-514
13/02/2026,45,31506,A,36140,28484,1897,6417,0,22505,0,11,907,1502,992,-198,-451,-531,474,-1240,998,-1090,-513
13/02/2026,46,30134,A,34763,27228,1789,6417,0,22505,0,10,956,1502,992,-193,-451,-531,496,-1240,997,-1090,-514
13/02/2026,47,28906,A,33661,26046,1746,6417,0,22505,0,8,1043,1502,992,-321,-451,-531,579,-1240,998,-1090,-514
13/02/2026,48,28119,A,32872,25304,1677,6417,0,22505,0,8,974,1502,992,-318,-451,-531,583,-1241,998,-1090,-514
14/02/2026,1,28502,A,32937,25713,1645,6417,0,22505,0,8,1055,1502,992,374,-451,-531,899,-1241,997,-1090,-514
14/02/2026,2,29056,A,33490,26361,1611,6417,0,22505,0,8,907,1502,992,421,-451,-531,911,-1240,997,-1090,-514
14/02/2026,3,28684,A,33120,26074,1584,6417,0,22505,0,8,662,1502,992,610,-451,-531,994,-1240,998,-1093,-513
14/02/2026,4,27863,A,32301,25375,1506,6417,0,22505,0,8,404,1502,992,618,-451,-531,997,-1240,998,-1094,-514
14/02/2026,5,27371,A,31807,24908,1479,6417,0,22505,0,8,446,1501,992,727,-451,-531,997,-1239,997,-1094,-513
14/02/2026,6,27060,A,31497,24606,1436,6417,0,22505,0,8,301,1501,992,730,-451,-531,997,-1240,997,-1094,-513
14/02/2026,7,26682,A,31119,24327,1396,6417,0,22505,0,8,496,1502,992,371,-451,-531,997,-1240,998,-1094,-513
14/02/2026,8,26345,A,30784,24018,1360,6417,0,22505,0,8,556,1502,992,356,-451,-531,997,-1241,997,-1094,-514
14/02/2026,9,26098,A,30536,23766,1316,6417,0,22505,0,8,627,1502,992,149,-451,-531,875,-1241,997,-1093,-514
14/02/2026,10,25880,A,30318,23517,1279,6417,0,22505,0,8,562,1502,992,140,-451,-531,871,-1241,997,-1093,-514
14/02/2026,11,25573,A,30463,23283,1230,6417,0,22505,0,8,618,1502,992,-451,-451,-531,920,-1241,997,-1094,-514
14/02/2026,12,25879,A,30814,23548,1205,6417,0,22505,0,8,754,1502,992,-490,-451,-531,922,-1254,997,-1088,-513
14/02/2026,13,27183,A,31607,24732,1142,6417,0,22505,0,8,659,1502,992,159,-451,-509,928,-1431,997,-911,-514
14/02/2026,14,28486,A,32932,25906,1077,6417,0,22505,0,11,499,1502,992,173,-451,-531,928,-1440,997,-899,-514
14/02/2026,15,29653,A,33944,26915,1009,6417,0,22505,0,12,189,1502,992,127,-451,-531,975,-1284,997,-899,-514
14/02/2026,16,30163,A,34403,27294,946,6417,183,22505,0,12,79,1502,992,130,-452,-531,977,-1234,997,-897,-514
14/02/2026,17,31686,A,35436,28615,862,6417,1449,22505,0,12,98,1501,992,845,-452,-511,975,-842,997,-819,-514
14/02/2026,18,31862,A,35562,28671,796,6417,3580,22505,0,10,315,1502,992,918,-451,-521,975,-787,998,-817,-514
14/02/2026,19,31086,A,34820,27760,687,6417,5508,22505,0,10,-130,1502,992,979,-451,-531,1015,-701,997,-927,-514
14/02/2026,20,30150,A,33910,26802,582,6417,7292,22505,0,6,-411,1502,992,981,-451,-531,1017,-719,997,-939,-514
14/02/2026,21,29087,A,33355,25747,491,6417,8700,22505,0,5,-654,1503,992,1050,-452,-507,962,-1108,997,-1082,-514
14/02/2026,22,28168,A,32403,24847,411,6417,9679,22505,0,7,-687,1503,992,1052,-451,-410,959,-1162,998,-1091,-514
14/02/2026,23,27644,A,31861,24337,367,6417,10335,22505,0,7,-669,1503,992,956,-450,-324,669,-1231,998,-1091,-514
14/02/2026,24,27263,A,31336,24001,336,6417,10548,22505,0,7,-706,1503,992,953,-428,-194,658,-1239,998,-1091,-514
14/02/2026,25,27243,A,31323,23997,324,6417,10175,22505,0,7,-755,1503,992,933,-451,-178,729,-1239,998,-1091,-514
14/02/2026,26,27431,A,31280,24212,313,6417,9724,22505,0,7,-544,1503,992,931,-425,-44,732,-1239,998,-1091,-443
14/02/2026,27,27698,A,31215,24474,328,6417,8793,22505,0,7,-53,1503,992,532,-289,0,823,-1239,998,-1091,-291
14/02/2026,28,28302,A,31555,25015,337,6417,7472,22505,0,7,301,1503,992,488,-162,0,826,-1253,998,-1091,-140
14/02/2026,29,28926,A,32339,25732,380,6417,6128,22505,0,7,878,1504,991,-260,-25,0,635,-1430,998,-1091,9
14/02/2026,30,30050,A,33490,26874,401,6417,4545,22505,0,7,1217,1504,992,-289,68,0,628,-1453,998,-1091,155
14/02/2026,31,31296,A,35162,28098,464,6417,2793,22505,0,14,1607,1504,992,-708,191,70,506,-1453,998,-1091,203
14/02/2026,32,32795,A,36687,29639,534,6417,1573,22505,0,20,1989,1504,992,-728,203,194,492,-1453,999,-1091,203
14/02/2026,33,34372,A,38689,31174,631,6417,686,22505,0,10,2757,1506,991,-1023,203,207,-140,-1453,999,-1091,203
14/02/2026,34,36017,A,40366,32728,754,6417,156,22505,0,5,3006,1506,987,-1036,203,207,-179,-1438,997,-1091,203
14/02/2026,35,37835,A,42542,34490,882,6417,1,22505,0,4,3268,1054,833,-1066,203,207,-693,-1253,944,-1091,203
14/02/2026,36,38865,A,43557,35514,1032,6417,0,22505,0,4,3543,988,819,-1067,203,207,-717,-1214,931,-1090,203
14/02/2026,37,38713,A,43251,35402,1176,6417,0,22505,0,4,3722,741,663,-1029,203,206,-850,-1004,584,-1051,203
14/02/2026,38,38693,A,43234,35527,1351,6417,0,22505,0,0,4025,705,650,-1028,203,204,-855,-1009,568,-1049,203
14/02/2026,39,37785,A,42910,34726,1539,6417,0,22505,0,0,4279,277,567,-1064,203,201,-970,-1402,795,-1089,203
14/02/2026,40,36365,A,41560,33578,1739,6417,0,22505,0,10,4008,215,568,-1066,202,156,-975,-1452,806,-1092,203
14/02/2026,41,35157,A,40496,32607,1979,6417,0,22505,0,104,4313,807,825,-1069,111,22,-1021,-1453,681,-1092,203
14/02/2026,42,33948,A,39353,31525,2288,6417,0,22505,0,170,4523,894,828,-1068,4,0,-1022,-1453,664,-1092,203
14/02/2026,43,32349,A,37745,30079,2535,6417,0,22505,0,170,4848,399,298,-1059,0,0,-1022,-1453,328,-1092,203
14/02/2026,44,31077,A,36493,28959,2887,6417,0,22505,0,189,4920,325,257,-1060,0,0,-1022,-1453,306,-1092,203
14/02/2026,45,29447,A,35026,27479,3130,6417,0,22505,0,353,5084,239,82,-1059,0,0,-1022,-1453,298,-1092,203
14/02/2026,46,27837,A,33598,26096,3392,6417,0,22505,0,567,4922,227,81,-1059,0,0,-1022,-1421,303,-1092,203
14/02/2026,47,26265,A,31796,24620,3628,6417,0,22505,0,791,4225,695,506,-1070,-68,-53,-830,-1027,476,-1092,178
14/02/2026,48,24894,A,30227,23315,3873,6417,0,22505,0,647,3915,765,546,-1071,-106,-10,-823,-984,495,-1092,42
15/02/2026,1,25239,A,30778,23643,4051,6417,0,22505,0,650,3572,1346,942,-1051,-182,0,-799,-1056,749,-1092,-109
15/02/2026,2,25785,A,31357,24272,4195,6417,0,22505,0,626,3904,1432,970,-1051,-69,0,-798,-1077,771,-1092,-259
15/02/2026,3,25296,A,31123,23827,4320,6417,0,22505,0,570,3902,1497,990,-1058,-69,0,-809,-1221,984,-1092,-408
15/02/2026,4,24379,A,30628,23036,4393,6417,0,22505,0,802,3778,1507,991,-1059,-221,0,-810,-1239,997,-1092,-426
15/02/2026,5,24084,A,30909,22836,4488,6417,0,22505,0,1157,4015,1507,991,-1071,-373,0,-789,-1239,997,-1092,-504
15/02/2026,6,23694,A,30687,22426,4535,6417,0,22505,0,1225,4017,1507,991,-1071,-451,0,-788,-1253,998,-1092,-513
15/02/2026,7,22860,A,30159,21769,4573,6417,0,22505,0,1251,4045,1507,991,-1071,-425,0,-916,-1431,998,-1092,-513
15/02/2026,8,22628,A,30160,21542,4470,6417,0,22505,0,1528,4268,1507,991,-1071,-353,0,-921,-1453,998,-1092,-514
15/02/2026,9,22505,A,30039,21372,4439,6417,0,22505,0,1532,3892,1507,991,-1069,-329,0,-945,-1453,997,-1092,-514
15/02/2026,10,22128,A,29636,20869,4360,6417,0,22505,0,1526,3981,1507,991,-1069,-308,0,-946,-1453,997,-1092,-514
15/02/2026,11,21987,A,29042,20662,4276,6417,0,22505,0,1242,3695,1507,991,-1071,-157,0,-974,-1453,996,-1092,-466
15/02/2026,12,21666,A,28663,20298,4105,6417,0,22505,0,1231,3595,1507,991,-1071,-67,0,-976,-1453,997,-1091,-508
15/02/2026,13,22713,A,28752,21192,3984,6417,0,22505,0,493,3533,1507,991,-1058,0,0,-972,-1453,996,-1048,-415
15/02/2026,14,23303,A,28968,21638,3823,6417,0,22505,0,325,3265,1507,991,-1058,0,0,-909,-1453,996,-1045,-275
15/02/2026,15,24719,A,29340,22842,3672,6417,0,22505,0,326,2893,1504,991,-1011,0,0,353,-1453,997,-1089,-142
15/02/2026,16,25848,A,30450,23892,3545,6417,4,22505,0,325,2878,1504,991,-997,0,0,462,-1433,997,-1078,-169
15/02/2026,17,27773,A,30757,25567,3392,6417,37,22505,0,308,2758,1503,991,-293,0,0,649,-1178,996,-547,-58
15/02/2026,18,29241,A,31872,26688,3229,6417,164,22505,0,100,2568,1503,991,-248,-17,0,655,-1116,996,-495,-55
15/02/2026,19,31532,A,33159,28831,3080,6417,352,22505,0,18,2177,1504,991,717,-126,0,673,-727,996,45,-156
15/02/2026,20,32449,A,34060,29567,2923,6417,573,22505,0,18,1934,1504,991,884,-40,0,674,-648,996,101,-305
15/02/2026,21,33688,A,34915,30686,2812,6417,738,22505,0,15,1945,1504,991,1041,0,0,674,-267,996,755,-345
15/02/2026,22,34593,A,35596,31457,2715,6417,918,22505,0,13,2021,1504,991,1047,0,0,674,-191,995,805,-199
15/02/2026,23,35541,A,36325,32231,2625,6417,1064,22505,0,13,1515,1424,991,1048,-43,0,800,186,957,977,-128
15/02/2026,24,35907,A,36577,32586,2580,6417,1114,22505,0,13,1448,1411,991,1048,-13,0,804,261,955,989,-44
15/02/2026,25,36352,A,37062,33057,2493,6417,1482,22505,0,13,1099,1304,991,1048,-97,0,914,634,961,989,68
15/02/2026,26,36414,A,37039,33085,2441,6417,1944,22505,0,13,647,1288,991,1047,-12,0,918,676,962,989,188
15/02/2026,27,36347,A,36960,32959,2365,6417,1718,22505,0,13,416,1363,991,1047,0,0,833,620,968,989,176
15/02/2026,28,35832,A,36443,32319,2309,6417,1666,22505,0,11,126,1374,991,1047,0,0,830,583,969,989,200
15/02/2026,29,35472,A,36083,31930,2235,6417,1776,22505,0,11,90,1374,991,1046,68,0,865,211,962,989,200
15/02/2026,30,35010,A,35621,31470,2153,6417,1720,22505,0,11,35,1374,991,906,87,0,866,166,962,978,200
15/02/2026,31,35057,A,35668,31537,2085,6417,1331,22505,0,11,-136,1400,991,3,1,0,806,192,995,568,188
15/02/2026,32,35370,A,35981,31878,2077,6417,1196,22505,0,11,-209,1404,991,0,6,0,803,225,997,535,200
15/02/2026,33,35913,A,36526,32422,2040,6417,771,22505,0,13,-235,1447,991,224,61,0,850,597,997,415,195
15/02/2026,34,36653,A,37266,33149,2060,6417,300,22505,0,13,109,1453,991,243,0,0,852,673,997,415,84
15/02/2026,35,38090,A,38725,34436,2046,6417,11,22505,0,13,409,1497,991,388,0,0,739,1047,996,758,-22
15/02/2026,36,38499,A,39283,34816,2041,6417,0,22505,0,11,402,1503,991,397,-15,0,735,1113,997,783,-158
15/02/2026,37,38912,A,39942,35285,2076,6417,0,22505,0,10,124,1504,991,877,-112,0,716,1365,997,782,-308
15/02/2026,38,37894,A,38987,34318,2124,6417,0,22505,0,19,-114,1505,991,901,-21,0,715,1368,997,786,-453
15/02/2026,39,36980,A,38019,33504,2200,6417,0,22505,0,17,95,1504,991,828,0,0,756,994,996,972,-422
15/02/2026,40,35682,A,36731,32273,2328,6417,0,22505,0,15,312,1504,991,742,0,0,758,918,997,985,-434
15/02/2026,41,34600,A,35536,31288,2381,6417,0,22505,0,12,573,1504,991,3,0,0,828,546,997,985,-324
15/02/2026,42,33453,A,34251,30223,2463,6417,0,22505,0,11,367,1504,991,0,-15,0,821,494,997,985,-172
15/02/2026,43,32139,A,33021,29115,2506,6417,0,22505,0,84,305,1505,991,-99,-68,0,198,431,997,977,-31
15/02/2026,44,30444,A,31280,27573,2621,6417,0,22505,0,132,589,1506,991,-104,7,0,166,396,997,973,64
