SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2021-01-01,39,36293,36907,33098,1293,6527,0,13471,0,13,2003,-1,0,83,0,1020,0,0,0,0,2021-01-01 19:00:00
2021-01-01,41,33993,34604,30948,1265,6527,0,13471,0,10,2004,-1,0,168,11,1020,0,0,0,0,2021-01-01 20:00:00
2021-01-01,43,31743,32422,29026,1211,6527,0,13471,0,9,2003,-1,0,-69,19,1000,0,0,0,0,2021-01-01 21:00:00
2021-01-01,45,29547,30159,27000,1106,6527,0,13471,0,11,2004,-1,0,27,0,1000,0,0,0,0,2021-01-01 22:00:00
2021-01-01,47,26737,27344,24265,1098,6527,0,13471,0,6,2003,-1,0,185,0,999,0,0,0,0,2021-01-01 23:00:00
2021-01-02,1,25606,26213,23242,1152,6527,0,13471,0,6,2003,-1,0,17,0,999,0,0,0,0,2021-01-02 00:00:00
2021-01-02,3,25580,26194,23254,1114,6527,0,13471,0,13,1907,-1,0,46,0,952,0,0,0,0,2021-01-02 01:00:00
2021-01-02,5,24605,25749,22427,1054,6527,0,13471,0,543,1903,-1,0,17,0,951,0,0,0,0,2021-01-02 02:00:00
2021-01-02,7,23841,25248,21651,1007,6527,0,13471,0,806,1903,-1,0,17,0,951,0,0,0,0,2021-01-02 03:00:00
2021-01-02,9,23148,24911,20983,961,6527,0,13471,0,1141,1904,-1,0,-21,0,878,0,0,0,0,2021-01-02 04:00:00
2021-01-02,11,23297,25080,21161,962,6527,0,13471,0,1154,1904,-1,0,-28,0,949,0,0,0,0,2021-01-02 05:00:00
2021-01-02,13,24601,26115,22421,1000,6527,0,13471,0,804,1903,-1,0,-109,0,952,0,0,0,0,2021-01-02 06:00:00
2021-01-02,15,26379,27150,24067,951,6527,0,13471,0,66,2000,-1,0,-104,0,998,0,0,0,0,2021-01-02 07:00:00
2021-01-02,17,28152,28783,25736,916,6527,1,13471,0,13,2003,-1,0,-17,0,999,0,0,0,0,2021-01-02 08:00:00
2021-01-02,19,30886,31509,28249,915,6527,685,13471,0,8,2003,-1,0,-14,0,999,0,0,0,0,2021-01-02 09:00:00
2021-01-02,21,32458,33270,29570,946,6527,1745,13471,0,6,2004,-2,0,-204,0,999,0,0,0,0,2021-01-02 10:00:00
2021-01-02,23,33257,34032,30224,1002,6527,2139,13471,0,6,2004,-1,0,-168,0,715,0,0,0,0,2021-01-02 11:00:00
2021-01-02,25,34605,35214,31453,1035,6527,2367,13471,0,8,2004,-1,0,96,0,988,0,0,0,0,2021-01-02 12:00:00
2021-01-02,27,35486,36097,32374,1125,6527,1888,13471,0,10,2004,-1,0,216,0,999,0,0,0,0,2021-01-02 13:00:00
2021-01-02,29,35692,36304,32718,1196,6527,755,13471,0,11,2004,-1,0,163,0,999,0,0,0,0,2021-01-02 14:00:00
2021-01-02,31,36588,37200,33541,1296,6527,220,13471,0,10,2004,-2,0,19,0,658,0,0,0,0,2021-01-02 15:00:00
2021-01-02,33,38652,39348,35404,1350,6527,0,13471,0,18,2004,-2,0,-76,0,1005,0,0,0,0,2021-01-02 16:00:00
2021-01-02,35,41530,42224,37965,1386,6527,0,13471,0,6,2004,-2,0,-86,0,1020,0,0,0,0,2021-01-02 17:00:00
2021-01-02,37,40687,41445,37293,1438,6527,0,13471,0,9,2004,-2,0,-147,0,1020,0,0,0,0,2021-01-02 18:00:00
2021-01-02,39,38809,39505,35627,1437,6527,0,13471,0,9,2003,-1,0,-86,0,1020,0,0,0,0,2021-01-02 19:00:00
2021-01-02,41,36128,36801,33119,1488,6527,0,13471,0,8,2003,-2,0,-63,0,1020,0,0,0,0,2021-01-02 20:00:00
2021-01-02,43,33609,34428,30844,1530,6527,0,13471,0,11,2003,-1,0,-207,0,1000,0,0,0,0,2021-01-02 21:00:00
2021-01-02,45,30742,31426,28201,1501,6527,0,13471,0,6,2003,-2,0,-76,0,999,0,0,0,0,2021-01-02 22:00:00
2021-01-02,47,27729,28432,25310,1508,6527,0,13471,0,5,2003,-1,0,-97,0,999,0,0,0,0,2021-01-02 23:00:00
2021-01-03,1,26499,27106,24296,1542,6527,0,13471,0,5,2003,-2,0,82,0,999,0,0,0,0,2021-01-03 00:00:00
2021-01-03,3,26278,26884,24230,1548,6527,0,13471,0,5,1907,-1,0,277,0,954,0,0,0,0,2021-01-03 01:00:00
2021-01-03,5,25055,25666,23079,1487,6527,0,13471,0,10,1903,-1,0,224,0,952,0,0,0,0,2021-01-03 02:00:00
2021-01-03,7,24211,25383,22067,1387,6527,0,13471,0,571,1903,-1,0,269,0,951,0,0,0,0,2021-01-03 03:00:00
2021-01-03,9,23181,24916,21087,1319,6527,0,13471,0,1134,1807,-1,0,20,0,905,0,0,0,0,2021-01-03 04:00:00
2021-01-03,11,22983,24817,20905,1296,6527,0,13471,0,1196,1805,-1,0,-37,0,807,0,0,0,0,2021-01-03 05:00:00
2021-01-03,13,23846,25481,21727,1301,6527,0,13471,0,1014,1900,-1,0,-20,0,946,0,0,0,0,2021-01-03 06:00:00
2021-01-03,15,25253,26438,23033,1297,6527,0,13471,0,380,1473,-1,0,-204,0,968,0,0,0,0,2021-01-03 07:00:00
2021-01-03,17,26766,27511,24421,1212,6527,1,13471,0,144,1978,-1,0,43,0,998,0,0,0,0,2021-01-03 08:00:00
2021-01-03,19,30028,30635,27471,1200,6527,405,13471,0,6,2003,-1,0,145,0,953,0,0,0,0,2021-01-03 09:00:00
2021-01-03,21,32725,33372,29863,1182,6527,1275,13471,0,10,2003,-1,0,-36,0,951,0,0,0,0,2021-01-03 10:00:00
2021-01-03,23,34104,34915,31010,1198,6527,1868,13471,0,10,2004,-1,0,-200,0,922,0,0,0,0,2021-01-03 11:00:00
2021-01-03,25,35113,35928,31883,1231,6527,2125,13471,0,10,2003,-1,0,-187,-17,984,0,0,0,0,2021-01-03 12:00:00
2021-01-03,27,35630,36447,32340,1292,6527,1992,13471,0,12,2003,-1,0,-204,0,999,0,0,0,0,2021-01-03 13:00:00
2021-01-03,29,36102,36954,32781,1400,6527,1145,13471,0,11,2003,-1,0,-241,0,971,0,0,0,0,2021-01-03 14:00:00
2021-01-03,31,37349,38383,34009,1429,6527,279,13471,0,11,2004,-1,0,-390,-32,971,0,0,0,0,2021-01-03 15:00:00
2021-01-03,33,40210,40952,36600,1488,6527,0,13471,0,7,2003,-1,0,-92,-42,1018,0,0,0,0,2021-01-03 16:00:00
2021-01-03,35,42634,43292,38703,1495,6527,0,13471,0,9,2003,-1,0,-48,0,1020,0,0,0,0,2021-01-03 17:00:00
2021-01-03,37,41516,42362,37798,1536,6527,0,13471,0,9,2003,-1,0,-236,0,1020,0,0,0,0,2021-01-03 18:00:00
2021-01-03,39,38512,39394,35016,1587,6527,0,13471,0,16,2003,-1,0,-265,0,1020,0,0,0,0,2021-01-03 19:00:00
2021-01-03,41,35860,36686,32597,1673,6527,0,13471,0,10,1994,-1,0,-215,0,1019,0,0,0,0,2021-01-03 20:00:00
2021-01-03,43,32941,33733,29948,1710,6527,0,13471,0,10,2001,-1,0,-181,0,1000,0,0,0,0,2021-01-03 21:00:00
2021-01-03,45,30063,30963,27310,1693,6527,0,13471,0,12,1522,-1,0,-287,0,904,0,0,0,0,2021-01-03 22:00:00
2021-01-03,47,26951,27874,24353,1653,6527,0,13471,0,22,1603,-1,0,-300,60,808,0,0,0,0,2021-01-03 23:00:00
2021-01-04,1,25540,26621,23137,1568,6527,0,13471,0,480,1606,-1,0,19,0,805,0,0,0,0,2021-01-04 00:00:00
2021-01-04,3,25980,26880,23582,1569,6527,0,13471,0,298,1607,-2,0,188,0,805,0,0,0,0,2021-01-04 01:00:00
2021-01-04,5,24748,26112,22454,1692,6527,0,13471,0,763,1606,-1,0,133,0,804,0,0,0,0,2021-01-04 02:00:00
2021-01-04,7,24240,25924,21940,1826,6527,0,13471,0,1035,1601,-1,0,-48,0,822,0,0,0,0,2021-01-04 03:00:00
2021-01-04,9,23753,25363,21512,1821,6527,0,13471,0,909,1505,-1,0,-100,0,823,0,0,0,0,2021-01-04 04:00:00
2021-01-04,11,24419,26246,22190,1892,6527,0,13471,0,1226,1366,-1,0,83,1,806,0,0,0,0,2021-01-04 05:00:00
2021-01-04,13,27777,28738,25390,2020,6527,0,13471,0,360,1326,-1,0,135,0,861,0,0,0,0,2021-01-04 06:00:00
2021-01-04,15,32402,33104,29816,2090,6527,0,13471,0,102,106,-1,1,54,0,863,0,0,0,0,2021-01-04 07:00:00
2021-01-04,17,36353,37024,33572,2193,6527,0,13471,0,13,7,-1,0,-57,0,794,0,0,0,0,2021-01-04 08:00:00
2021-01-04,19,39002,39872,36005,2338,6527,233,13471,0,10,541,-2,0,-204,-54,769,0,0,0,0,2021-01-04 09:00:00
2021-01-04,21,39768,40755,36586,2395,6527,673,13471,0,12,219,-1,0,-374,0,847,0,0,0,0,2021-01-04 10:00:00
2021-01-04,23,40462,41573,37102,2436,6527,1102,13471,0,12,541,-1,0,-453,-45,931,0,0,0,0,2021-01-04 11:00:00
2021-01-04,25,40955,42083,37517,2546,6527,1082,13471,0,7,966,-1,0,-455,-65,940,0,0,0,0,2021-01-04 12:00:00
2021-01-04,27,41667,42709,38174,2485,6527,875,13471,0,11,1235,-1,0,-430,0,974,0,0,0,0,2021-01-04 13:00:00
2021-01-04,29,41736,42801,38308,2402,6527,546,13471,0,10,980,-1,0,-454,0,939,0,0,0,0,2021-01-04 14:00:00
2021-01-04,31,41586,42810,38100,2464,6527,185,13471,0,15,715,-1,0,-454,-154,824,0,0,0,0,2021-01-04 15:00:00
2021-01-04,33,43235,44338,39588,2448,6527,0,13471,0,18,1858,-1,0,-407,-77,932,0,0,0,0,2021-01-04 16:00:00
2021-01-04,35,45061,46062,41069,2287,6527,0,13471,0,9,2000,-2,1,-390,0,1017,0,0,0,0,2021-01-04 17:00:00
2021-01-04,37,44363,45290,40544,2108,6527,0,13471,0,9,1962,-1,0,-317,0,1020,0,0,0,0,2021-01-04 18:00:00
2021-01-04,39,42369,43490,38736,2038,6527,0,13471,0,17,2001,-1,0,-453,-50,1019,0,0,0,0,2021-01-04 19:00:00
2021-01-04,41,38833,39935,35445,2008,6527,0,13471,0,15,2002,-1,0,-396,-90,981,0,0,0,0,2021-01-04 20:00:00
2021-01-04,43,36206,37223,33101,2028,6527,0,13471,0,14,2003,-2,0,-401,0,946,0,0,0,0,2021-01-04 21:00:00
2021-01-04,45,32509,33421,29692,1987,6527,0,13471,0,15,1586,-2,0,-294,-1,998,0,0,0,0,2021-01-04 22:00:00
2021-01-04,47,29060,29938,26426,1964,6527,0,13471,0,11,1795,-1,0,-266,0,896,0,0,0,0,2021-01-04 23:00:00
2021-01-05,1,27447,28330,24994,1992,6527,0,13472,0,8,1803,-1,1,-274,0,774,0,0,0,0,2021-01-05 00:00:00
2021-01-05,3,27473,28457,25083,1908,6527,0,13472,0,226,1804,-1,1,-157,0,749,0,0,0,0,2021-01-05 01:00:00
2021-01-05,5,26592,28491,24273,1780,6527,0,13472,0,1237,1804,-1,0,-61,0,783,0,0,0,0,2021-01-05 02:00:00
2021-01-05,7,26142,27929,23782,1708,6527,0,13472,0,1158,1804,-1,0,-28,0,797,0,0,0,0,2021-01-05 03:00:00
2021-01-05,9,25587,27404,23340,1697,6527,0,13472,0,1200,1817,-1,0,-16,0,747,0,0,0,0,2021-01-05 04:00:00
2021-01-05,11,26163,27710,23918,1739,6527,0,13472,0,946,1215,-1,0,54,0,990,0,0,0,0,2021-01-05 05:00:00
2021-01-05,13,29470,30158,27047,1803,6527,0,13472,0,87,1715,-1,0,105,0,631,0,0,0,0,2021-01-05 06:00:00
2021-01-05,15,33780,34391,31028,1723,6527,0,13472,0,10,1497,-1,0,37,12,366,0,0,0,0,2021-01-05 07:00:00
2021-01-05,17,37959,38840,34895,1615,6527,1,13472,0,35,849,-1,0,-245,0,345,0,0,0,0,2021-01-05 08:00:00
2021-01-05,19,39948,40904,36618,1629,6527,404,13472,0,13,1261,-1,0,-342,0,404,0,0,0,0,2021-01-05 09:00:00
2021-01-05,21,40205,41204,36691,1739,6527,1424,13472,0,10,984,-1,0,-388,0,301,0,0,0,0,2021-01-05 10:00:00
2021-01-05,23,40300,41368,36668,1839,6527,2590,13472,0,15,789,-1,0,-452,0,445,0,0,0,0,2021-01-05 11:00:00
2021-01-05,25,40431,41463,36644,1853,6527,2707,13472,0,11,1241,-1,0,-420,0,139,0,0,0,0,2021-01-05 12:00:00
2021-01-05,27,41088,42157,37229,1789,6527,2108,13472,0,13,1995,-1,0,-455,0,166,0,0,0,0,2021-01-05 13:00:00
2021-01-05,29,41301,42370,37516,1748,6527,1059,13472,0,14,1870,-1,0,-454,0,463,0,0,0,0,2021-01-05 14:00:00
2021-01-05,31,42073,43264,38284,1694,6527,315,13472,0,9,1596,-1,0,-454,-127,251,0,0,0,0,2021-01-05 15:00:00
2021-01-05,33,43805,44974,39849,1610,6527,0,13472,0,11,1986,-1,0,-454,-103,717,0,0,0,0,2021-01-05 16:00:00
2021-01-05,35,44756,46143,40462,1524,6527,0,13472,0,8,2004,-1,0,-454,-324,491,0,0,0,0,2021-01-05 17:00:00
2021-01-05,37,44601,46067,40475,1463,6527,0,13472,0,7,2003,-1,0,-454,-404,794,0,0,0,0,2021-01-05 18:00:00
2021-01-05,39,42858,44226,38916,1414,6527,0,13472,0,9,2003,-1,0,-454,-304,835,0,0,0,0,2021-01-05 19:00:00
2021-01-05,41,40398,41872,36702,1392,6527,0,13472,0,13,2003,-1,0,-454,-406,807,0,0,0,0,2021-01-05 20:00:00
2021-01-05,43,37036,38483,33652,1376,6527,0,13472,0,12,1622,-1,0,-455,-379,589,0,0,0,0,2021-01-05 21:00:00
2021-01-05,45,33393,34415,30285,1275,6527,0,13472,0,18,1194,-1,1,-311,-92,408,0,0,0,0,2021-01-05 22:00:00
2021-01-05,47,29909,31109,26992,1198,6527,0,13472,0,273,1048,-2,0,-310,-15,712,0,0,0,0,2021-01-05 23:00:00
2021-01-06,1,28511,30636,25767,1181,6527,0,13472,0,1260,1463,-2,0,-263,0,828,0,0,0,0,2021-01-06 00:00:00
2021-01-06,3,28845,30799,26171,1097,6527,0,13472,0,1248,1923,-1,0,-105,0,947,0,0,0,0,2021-01-06 01:00:00
2021-01-06,5,27947,29897,25354,1041,6527,0,13472,0,1244,1912,-1,0,-105,0,834,0,0,0,0,2021-01-06 02:00:00
2021-01-06,7,27251,29186,24599,1053,6527,0,13472,0,1227,1675,-2,1,-106,0,763,0,0,0,0,2021-01-06 03:00:00
2021-01-06,9,26698,28618,24089,1033,6527,0,13472,0,1213,1425,-1,0,-106,0,830,0,0,0,0,2021-01-06 04:00:00
2021-01-06,11,27343,29183,24703,969,6527,0,13472,0,1192,638,-1,1,-47,0,861,0,0,0,0,2021-01-06 05:00:00
2021-01-06,13,30965,31620,28057,825,6527,0,13472,0,53,415,-2,0,51,0,275,0,0,0,0,2021-01-06 06:00:00
2021-01-06,15,35827,36441,32546,716,6527,0,13472,0,13,1606,-1,0,29,0,59,0,0,0,0,2021-01-06 07:00:00
2021-01-06,17,40004,40640,36388,739,6527,0,13472,0,7,1573,-1,0,-28,0,732,0,0,0,0,2021-01-06 08:00:00
2021-01-06,19,41246,41874,37449,687,6527,254,13472,0,8,1986,-2,0,-18,0,982,0,0,0,0,2021-01-06 09:00:00
2021-01-06,21,41723,42415,37808,589,6527,1030,13472,0,10,2002,-1,0,-81,0,999,0,0,0,0,2021-01-06 10:00:00
2021-01-06,23,42185,42966,38276,610,6527,1584,13472,0,9,2004,-1,0,-171,0,999,0,0,0,0,2021-01-06 11:00:00
2021-01-06,25,42500,43201,38523,632,6527,2389,13472,0,9,2003,-1,0,-91,0,847,0,0,0,0,2021-01-06 12:00:00
2021-01-06,27,42124,43063,38162,659,6527,2157,13472,0,10,2003,-2,0,-327,0,856,0,0,0,0,2021-01-06 13:00:00
2021-01-06,29,41826,42671,37959,662,6527,1534,13472,0,12,2003,-2,1,-231,0,995,0,0,0,0,2021-01-06 14:00:00
2021-01-06,31,42630,43265,38691,609,6527,561,13472,0,9,2003,-1,0,-25,0,990,0,0,0,0,2021-01-06 15:00:00
2021-01-06,33,43729,44347,39596,597,6527,0,13472,0,7,2003,-2,0,203,-9,1018,0,0,0,0,2021-01-06 16:00:00
2021-01-06,35,45903,46507,41498,604,6527,0,13472,0,2,2003,-2,0,74,0,1020,0,0,0,0,2021-01-06 17:00:00
2021-01-06,37,45565,46194,41363,582,6527,0,13472,0,2,2003,-2,0,47,-25,1020,0,0,0,0,2021-01-06 18:00:00
2021-01-06,39,44208,44819,40231,636,6527,0,13472,0,9,2003,-2,0,21,0,1020,0,0,0,0,2021-01-06 19:00:00
2021-01-06,41,41639,42317,37935,716,6527,0,13472,0,12,2003,-2,0,-53,-11,993,0,0,0,0,2021-01-06 20:00:00
2021-01-06,43,38380,39300,35016,698,6527,0,13472,0,10,1905,-1,0,-291,-18,345,0,0,0,0,2021-01-06 21:00:00
2021-01-06,45,34683,35550,31641,651,6527,0,13472,0,10,1409,-1,0,-256,0,301,0,0,0,0,2021-01-06 22:00:00
2021-01-06,47,30853,32436,28066,638,6527,0,13472,0,761,1274,-2,0,-165,-55,784,0,0,0,0,2021-01-06 23:00:00
2021-01-07,1,29461,31782,26843,671,6527,0,13473,0,1306,1593,-1,0,-414,0,903,0,0,0,0,2021-01-07 00:00:00
2021-01-07,3,29487,31702,26961,679,6527,0,13473,0,1287,1514,-1,0,-327,0,996,0,0,0,0,2021-01-07 01:00:00
2021-01-07,5,28584,30821,26209,693,6527,0,13473,0,1273,1462,-1,0,-363,0,1000,0,0,0,0,2021-01-07 02:00:00
2021-01-07,7,28065,30190,25697,675,6527,0,13473,0,1268,1881,-1,0,-256,0,999,0,0,0,0,2021-01-07 03:00:00
2021-01-07,9,27343,29420,25009,649,6527,0,13473,0,1244,512,-1,0,-232,0,971,0,0,0,0,2021-01-07 04:00:00
2021-01-07,11,28024,30140,25603,653,6527,0,13473,0,1099,-315,-1,0,-101,0,811,0,0,0,0,2021-01-07 05:00:00
2021-01-07,13,31437,34746,28710,670,6527,0,13473,0,890,-1818,-1,0,36,53,618,0,0,0,0,2021-01-07 06:00:00
2021-01-07,15,35913,38547,32807,680,6527,0,13473,0,274,-1759,-1,0,152,0,736,0,0,0,0,2021-01-07 07:00:00
2021-01-07,17,40143,40760,36642,654,6527,2,13473,0,16,513,-1,0,175,12,956,0,0,0,0,2021-01-07 08:00:00
2021-01-07,19,41968,42584,38239,646,6527,477,13473,0,15,1277,-1,0,115,20,801,0,0,0,0,2021-01-07 09:00:00
2021-01-07,21,42030,42648,38147,643,6527,1335,13473,0,17,1532,-1,0,83,0,664,0,0,0,0,2021-01-07 10:00:00
2021-01-07,23,42260,42870,38308,650,6527,2002,13473,0,9,1522,-1,0,100,0,987,0,0,0,0,2021-01-07 11:00:00
2021-01-07,25,42233,42847,38211,687,6527,2151,13473,0,13,1844,-1,0,137,0,999,0,0,0,0,2021-01-07 12:00:00
2021-01-07,27,42096,42709,38099,732,6527,2236,13473,0,12,1998,-1,0,137,0,1000,0,0,0,0,2021-01-07 13:00:00
2021-01-07,29,42378,42990,38487,760,6527,1452,13473,0,11,2003,-1,0,251,0,999,0,0,0,0,2021-01-07 14:00:00
2021-01-07,31,42853,43465,38931,766,6527,527,13473,0,11,1555,-1,0,206,0,999,0,0,0,0,2021-01-07 15:00:00
2021-01-07,33,44441,45045,40345,769,6527,1,13473,0,3,1983,-1,0,201,0,1019,0,0,0,0,2021-01-07 16:00:00
2021-01-07,35,46433,47036,42122,783,6527,0,13473,0,2,2003,-1,0,88,94,1020,0,0,0,0,2021-01-07 17:00:00
2021-01-07,37,45768,46371,41625,798,6527,0,13473,0,2,2003,-1,0,137,5,1020,0,0,0,0,2021-01-07 18:00:00
2021-01-07,39,44599,45226,40605,829,6527,0,13473,0,14,1990,-2,0,260,-11,1020,0,0,0,0,2021-01-07 19:00:00
2021-01-07,41,41340,41954,37711,885,6527,0,13473,0,12,927,-2,0,268,11,1020,0,0,0,0,2021-01-07 20:00:00
2021-01-07,43,38488,39100,35341,914,6527,0,13473,0,10,51,-2,0,69,0,1000,0,0,0,0,2021-01-07 21:00:00
2021-01-07,45,34952,36065,32138,938,6527,0,13473,0,16,-495,-2,0,82,24,793,0,0,0,0,2021-01-07 22:00:00
2021-01-07,47,30898,32732,28429,1009,6527,0,13473,0,1232,58,-2,0,140,0,682,0,0,0,0,2021-01-07 23:00:00
2021-01-08,1,29518,31423,27155,1095,6527,0,13473,0,1303,171,-2,0,396,39,817,0,0,0,0,2021-01-08 00:00:00
2021-01-08,3,29592,31753,27375,1183,6527,0,13473,0,1294,-265,-2,0,402,149,994,0,0,0,0,2021-01-08 01:00:00
2021-01-08,5,28450,30522,26335,1212,6527,0,13473,0,1266,-204,-2,0,402,33,952,0,0,0,0,2021-01-08 02:00:00
2021-01-08,7,27730,29846,25574,1123,6527,0,13473,0,1255,-259,-2,0,400,0,958,0,0,0,0,2021-01-08 03:00:00
2021-01-08,9,27079,29879,25011,1108,6527,0,13473,0,1241,-957,-2,0,396,10,928,0,0,0,0,2021-01-08 04:00:00
2021-01-08,11,27863,31458,25712,1236,6527,0,13473,0,1242,-1751,-2,0,401,286,255,0,0,0,0,2021-01-08 05:00:00
2021-01-08,13,30878,34348,28441,1330,6527,0,13473,0,1130,-1003,-2,0,401,413,-735,0,0,0,0,2021-01-08 06:00:00
2021-01-08,15,35276,37138,32480,1360,6527,0,13473,0,146,-1007,-2,0,401,473,-107,0,0,0,0,2021-01-08 07:00:00
2021-01-08,17,39443,40230,36337,1350,6527,0,13473,0,13,-172,-2,0,401,504,241,0,0,0,0,2021-01-08 08:00:00
2021-01-08,19,41521,42136,38088,1340,6527,224,13473,0,13,769,-2,0,401,504,705,0,0,0,0,2021-01-08 09:00:00
2021-01-08,21,42050,42663,38373,1284,6527,676,13473,0,11,1653,-2,0,401,471,789,0,0,0,0,2021-01-08 10:00:00
2021-01-08,23,42241,42852,38622,1186,6527,941,13473,0,9,1776,-2,0,401,343,977,0,0,0,0,2021-01-08 11:00:00
2021-01-08,25,43042,43653,39379,1157,6527,1050,13473,0,9,1996,-2,0,401,283,999,0,0,0,0,2021-01-08 12:00:00
2021-01-08,27,43090,43707,39438,1126,6527,961,13473,0,15,1998,-2,0,401,260,997,0,0,0,0,2021-01-08 13:00:00
2021-01-08,29,42415,43030,38813,1091,6527,614,13473,0,13,2004,-2,0,401,268,999,0,0,0,0,2021-01-08 14:00:00
2021-01-08,31,42604,43214,38890,1033,6527,205,13473,0,8,2001,-2,0,401,152,999,0,0,0,0,2021-01-08 15:00:00
2021-01-08,33,43475,44082,39570,975,6527,0,13473,0,5,2004,-2,0,261,202,1019,0,0,0,0,2021-01-08 16:00:00
2021-01-08,35,45085,45689,40826,941,6527,0,13473,0,2,2004,-2,0,201,385,1020,0,0,0,0,2021-01-08 17:00:00
2021-01-08,37,44573,45177,40423,878,6527,0,13473,0,2,2004,-2,0,201,195,1020,0,0,0,0,2021-01-08 18:00:00
2021-01-08,39,42925,43602,38899,799,6527,0,13473,0,8,2004,-2,0,75,-67,1019,0,0,0,0,2021-01-08 19:00:00
2021-01-08,41,39931,40544,36125,747,6527,0,13473,0,11,1908,-2,0,26,0,1019,0,0,0,0,2021-01-08 20:00:00
2021-01-08,43,37154,37810,33629,738,6527,0,13473,0,9,825,-2,0,-44,-1,905,0,0,0,0,2021-01-08 21:00:00
2021-01-08,45,34490,35105,31200,732,6527,0,13473,0,13,546,-2,0,32,0,811,0,0,0,0,2021-01-08 22:00:00
2021-01-08,47,31173,31985,28136,692,6527,0,13473,0,156,1885,-2,0,37,-54,992,0,0,0,0,2021-01-08 23:00:00
2021-01-09,1,29873,30995,26990,643,6527,0,13473,0,466,2004,-2,0,-54,0,1000,0,0,0,0,2021-01-09 00:00:00
2021-01-09,3,29980,31788,27188,637,6527,0,13473,0,1206,2004,-2,0,46,0,1000,0,0,0,0,2021-01-09 01:00:00
2021-01-09,5,28566,30551,25981,665,6527,0,13473,0,1301,2004,-2,0,-82,0,1000,0,0,0,0,2021-01-09 02:00:00
