SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2020-01-03,33,38661,39646,35773,2633,6465,0,13041,0,9,1999,0,968,-364,-12,1019,0,0,0,0,2020-01-03 16:00:00
2020-01-03,35,41630,42853,38435,2660,6465,0,13041,0,6,1999,0,999,-428,-189,1019,0,0,0,0,2020-01-03 17:00:00
2020-01-03,37,40851,42034,37849,2691,6465,0,13041,0,7,1999,0,969,-456,-120,1019,0,0,0,0,2020-01-03 18:00:00
2020-01-03,39,39468,40449,36721,2685,6465,0,13041,0,9,1999,0,1054,-361,-11,1020,0,0,0,0,2020-01-03 19:00:00
2020-01-03,41,36679,37407,34124,2717,6465,0,13041,0,9,1998,0,1057,-119,0,1019,0,0,0,0,2020-01-03 20:00:00
2020-01-03,43,33325,34108,31085,2807,6465,0,13041,0,14,829,0,1002,-169,0,1000,0,0,0,0,2020-01-03 21:00:00
2020-01-03,45,29900,30513,27840,2903,6465,0,13041,0,13,458,0,887,49,76,455,0,0,0,0,2020-01-03 22:00:00
2020-01-03,47,26801,28178,24954,2921,6465,0,13041,0,9,-766,0,388,-2,0,650,0,0,0,0,2020-01-03 23:00:00
2020-01-04,1,25196,27136,23492,2950,6465,0,13041,0,115,-1049,0,-98,-78,0,773,0,0,0,0,2020-01-04 00:00:00
2020-01-04,3,24856,26883,23270,3063,6465,0,13041,0,159,-1164,0,-104,69,212,81,0,0,0,0,2020-01-04 01:00:00
2020-01-04,5,23183,25936,21763,3174,6465,0,13041,0,551,-1602,0,318,62,21,2,0,0,0,0,2020-01-04 02:00:00
2020-01-04,7,22212,25763,20774,3251,6465,0,13041,0,1311,-1617,0,3,43,0,-23,0,0,0,0,2020-01-04 03:00:00
2020-01-04,9,21269,25453,19876,3291,6465,0,13041,0,1641,-1526,0,0,27,0,-417,0,0,0,0,2020-01-04 04:00:00
2020-01-04,11,21355,25028,20002,3224,6465,0,13041,0,1534,-1522,0,145,63,69,-17,0,0,0,0,2020-01-04 05:00:00
2020-01-04,13,22964,25898,21469,3092,6465,0,13041,0,741,-1525,0,433,-68,276,672,0,0,0,0,2020-01-04 06:00:00
2020-01-04,15,25456,26610,23628,2933,6465,0,13041,0,21,-457,0,626,-76,115,800,0,0,0,0,2020-01-04 07:00:00
2020-01-04,17,28102,28907,26045,2720,6465,3,13041,0,106,1607,0,-99,81,83,803,0,0,0,0,2020-01-04 08:00:00
2020-01-04,19,30911,31524,28549,2678,6465,497,13041,0,13,1991,0,759,52,41,754,0,0,0,0,2020-01-04 09:00:00
2020-01-04,21,32400,33129,29745,2724,6465,976,13041,0,9,1854,0,1011,-84,-36,924,0,0,0,0,2020-01-04 10:00:00
2020-01-04,23,32772,33702,29985,2669,6465,1934,13041,0,9,1993,0,1014,-321,0,996,0,0,0,0,2020-01-04 11:00:00
2020-01-04,25,32546,33455,29699,2619,6465,2612,13041,0,9,1998,0,956,-300,0,1000,0,0,0,0,2020-01-04 12:00:00
2020-01-04,27,32506,33332,29611,2504,6465,2206,13041,0,9,1999,0,954,-217,0,999,0,0,0,0,2020-01-04 13:00:00
2020-01-04,29,32647,33298,29940,2232,6465,1078,13041,0,8,1999,0,933,-43,0,1000,0,0,0,0,2020-01-04 14:00:00
2020-01-04,31,33477,34308,30741,2028,6465,253,13041,0,8,2000,0,925,-223,0,856,0,0,0,0,2020-01-04 15:00:00
2020-01-04,33,35896,36683,32992,1866,6465,0,13041,0,18,1999,0,997,-169,0,961,0,0,0,0,2020-01-04 16:00:00
2020-01-04,35,38501,39228,35396,1719,6465,0,13041,0,10,2000,0,999,-117,0,1018,0,0,0,0,2020-01-04 17:00:00
2020-01-04,37,38358,39071,35351,1666,6465,0,13041,0,10,2000,0,1054,-103,0,1020,0,0,0,0,2020-01-04 18:00:00
2020-01-04,39,36936,37590,34106,1619,6465,0,13041,0,13,1999,0,1057,-41,0,1020,0,0,0,0,2020-01-04 19:00:00
2020-01-04,41,34754,35370,32146,1665,6465,0,13041,0,16,1999,0,1056,61,64,1019,0,0,0,0,2020-01-04 20:00:00
2020-01-04,43,32340,32954,30060,1824,6465,0,13041,0,14,2000,0,801,81,347,1001,0,0,0,0,2020-01-04 21:00:00
2020-01-04,45,29194,29807,27234,1945,6465,0,13041,0,13,1903,0,424,81,496,953,0,0,0,0,2020-01-04 22:00:00
2020-01-04,47,26382,26996,24616,2046,6465,0,13041,0,14,1427,0,696,76,367,716,0,0,0,0,2020-01-04 23:00:00
2020-01-05,1,25028,25639,23349,2103,6465,0,13041,0,11,1367,0,341,120,219,683,0,0,0,0,2020-01-05 00:00:00
2020-01-05,3,24654,25623,23143,2109,6465,0,13041,0,16,1365,0,-353,132,433,454,0,0,0,0,2020-01-05 01:00:00
2020-01-05,5,23101,24789,21785,2165,6465,0,13041,0,318,1201,0,-564,131,504,-206,0,0,0,0,2020-01-05 02:00:00
2020-01-05,7,22266,23508,20914,2282,6465,0,13041,0,105,173,0,-404,132,504,-133,0,0,0,0,2020-01-05 03:00:00
2020-01-05,9,21285,23494,19944,2379,6465,0,13041,0,184,-990,0,-303,132,504,-132,0,0,0,0,2020-01-05 04:00:00
2020-01-05,11,21034,23578,19711,2413,6465,0,13041,0,368,-1133,0,-369,132,504,-74,0,0,0,0,2020-01-05 05:00:00
2020-01-05,13,21973,24328,20494,2512,6465,0,13041,0,245,-695,0,-377,132,504,-438,0,0,0,0,2020-01-05 06:00:00
2020-01-05,15,23538,25415,21966,2595,6465,0,13041,0,111,-135,0,-531,132,504,-500,0,0,0,0,2020-01-05 07:00:00
2020-01-05,17,25412,27290,23724,2641,6465,0,13041,0,516,783,0,-377,132,504,-385,0,0,0,0,2020-01-05 08:00:00
2020-01-05,19,28565,29528,26758,2609,6465,223,13041,0,14,1654,0,-349,132,504,240,0,0,0,0,2020-01-05 09:00:00
2020-01-05,21,30908,31520,28918,2723,6465,707,13041,0,12,1799,0,460,132,347,546,0,0,0,0,2020-01-05 10:00:00
2020-01-05,23,32124,32734,29994,2856,6465,926,13041,0,10,1896,0,230,132,199,861,0,0,0,0,2020-01-05 11:00:00
2020-01-05,25,33344,33953,31093,2871,6465,963,13041,0,9,1900,0,732,132,96,754,0,0,0,0,2020-01-05 12:00:00
2020-01-05,27,33570,34179,31237,2856,6465,646,13041,0,9,1901,0,677,132,202,488,0,0,0,0,2020-01-05 13:00:00
2020-01-05,29,34037,34646,31634,2776,6465,515,13041,0,9,1900,0,794,132,325,792,0,0,0,0,2020-01-05 14:00:00
2020-01-05,31,34866,35474,32366,2746,6465,184,13041,0,8,1900,0,901,132,237,946,0,0,0,0,2020-01-05 15:00:00
2020-01-05,33,37246,37857,34475,2641,6465,0,13041,0,11,1996,0,972,132,205,1017,0,0,0,0,2020-01-05 16:00:00
2020-01-05,35,39634,40240,36576,2581,6465,0,13041,0,6,2000,0,925,92,172,1019,0,0,0,0,2020-01-05 17:00:00
2020-01-05,37,38677,39285,35817,2738,6465,0,13041,0,8,2000,0,850,132,86,949,0,0,0,0,2020-01-05 18:00:00
2020-01-05,39,36857,37464,34263,2763,6465,0,13041,0,7,1999,0,837,131,292,955,0,0,0,0,2020-01-05 19:00:00
2020-01-05,41,34329,34947,31926,2796,6465,0,13041,0,18,1999,0,638,131,461,940,0,0,0,0,2020-01-05 20:00:00
2020-01-05,43,31418,32120,29244,2819,6465,0,13041,0,102,1808,0,599,131,504,802,0,0,0,0,2020-01-05 21:00:00
2020-01-05,45,27933,28561,25996,2780,6465,0,13041,0,28,881,0,487,131,504,413,0,0,0,0,2020-01-05 22:00:00
2020-01-05,47,24442,25679,22768,2947,6465,0,13041,0,19,-268,0,-269,81,504,-81,0,0,0,0,2020-01-05 23:00:00
2020-01-06,1,23029,25029,21698,3058,6465,0,13041,0,67,-525,0,-417,81,504,-391,0,0,0,0,2020-01-06 00:00:00
2020-01-06,3,22599,25029,21294,3263,6465,0,13041,0,296,-807,0,-423,81,504,-304,0,0,0,0,2020-01-06 01:00:00
2020-01-06,5,21814,25298,20666,3515,6465,0,13041,0,1011,-1582,0,-280,81,504,-11,0,0,0,0,2020-01-06 02:00:00
2020-01-06,7,21074,25263,19950,3711,6465,0,13041,0,1525,-1626,0,-3,81,504,-435,0,0,0,0,2020-01-06 03:00:00
2020-01-06,9,20358,25302,19298,3844,6465,0,13041,0,1286,-1625,0,-657,81,504,-777,0,0,0,0,2020-01-06 04:00:00
2020-01-06,11,21449,26324,20290,3969,6465,0,13041,0,1208,-1626,0,-652,81,504,-789,0,0,0,0,2020-01-06 05:00:00
2020-01-06,13,26182,29265,24715,4183,6465,0,13041,0,23,-1446,0,-480,81,504,-534,0,0,0,0,2020-01-06 06:00:00
2020-01-06,15,32720,33878,30587,4296,6465,0,13041,0,39,-494,0,-3,81,504,-22,0,0,0,0,2020-01-06 07:00:00
2020-01-06,17,36122,36735,33720,4360,6465,0,13041,0,13,168,0,0,81,504,0,0,0,0,0,2020-01-06 08:00:00
2020-01-06,19,37403,38012,35051,4456,6465,129,13041,0,9,582,0,0,81,504,95,0,0,0,0,2020-01-06 09:00:00
2020-01-06,21,37508,38117,35033,4653,6465,536,13041,0,9,254,0,97,81,314,242,0,0,0,0,2020-01-06 10:00:00
2020-01-06,23,37658,38267,35122,4758,6465,953,13041,0,9,758,0,2,81,75,390,0,0,0,0,2020-01-06 11:00:00
2020-01-06,25,38104,38713,35459,4693,6465,1058,13041,0,9,1757,0,0,81,63,318,0,0,0,0,2020-01-06 12:00:00
2020-01-06,27,38271,38880,35616,4524,6465,782,13041,0,9,1729,0,0,81,134,418,0,0,0,0,2020-01-06 13:00:00
2020-01-06,29,38066,38675,35415,4341,6465,398,13041,0,9,1710,0,0,81,257,342,0,0,0,0,2020-01-06 14:00:00
2020-01-06,31,38375,38984,35707,3981,6465,131,13041,0,9,1710,0,270,81,204,326,0,0,0,0,2020-01-06 15:00:00
2020-01-06,33,40389,41138,37389,3640,6465,0,13041,0,12,1998,0,959,-78,-59,985,0,0,0,0,2020-01-06 16:00:00
2020-01-06,35,42400,43627,39175,3453,6465,0,13041,0,7,2006,0,999,-270,-350,1020,0,0,0,0,2020-01-06 17:00:00
2020-01-06,37,41866,43451,38816,3171,6465,0,13041,0,10,2006,0,1054,-440,-535,1020,0,0,0,0,2020-01-06 18:00:00
2020-01-06,39,40263,41692,37403,2917,6465,0,13041,0,12,2005,0,1057,-320,-497,1019,0,0,0,0,2020-01-06 19:00:00
2020-01-06,41,38094,39464,35287,2672,6465,0,13041,0,9,1791,0,1057,-261,-500,1019,0,0,0,0,2020-01-06 20:00:00
2020-01-06,43,34669,35651,32137,2443,6465,0,13041,0,11,1998,0,1016,-98,-273,1000,0,0,0,0,2020-01-06 21:00:00
2020-01-06,45,30494,31105,28335,2318,6465,0,13041,0,11,279,0,860,61,27,859,0,0,0,0,2020-01-06 22:00:00
2020-01-06,47,26993,27605,25083,2220,6465,0,13041,0,12,1302,0,715,81,12,713,0,0,0,0,2020-01-06 23:00:00
2020-01-07,1,25424,26034,23665,2153,6465,0,13041,0,10,1410,0,357,80,201,398,0,0,0,0,2020-01-07 00:00:00
2020-01-07,3,25767,26674,24160,2202,6465,0,13041,0,122,925,0,-185,81,441,623,0,0,0,0,2020-01-07 01:00:00
2020-01-07,5,24535,26387,23083,2322,6465,0,13041,0,1006,913,0,-247,81,504,481,0,0,0,0,2020-01-07 02:00:00
2020-01-07,7,23705,25811,22298,2619,6465,0,13041,0,928,912,0,-410,81,504,-168,0,0,0,0,2020-01-07 03:00:00
2020-01-07,9,22757,24753,21490,2929,6465,0,13041,0,622,212,0,-452,81,504,-322,0,0,0,0,2020-01-07 04:00:00
2020-01-07,11,23526,24660,22279,3185,6465,0,13041,0,95,-62,0,-3,81,504,-374,0,0,0,0,2020-01-07 05:00:00
2020-01-07,13,27669,28897,26109,3421,6465,0,13041,0,11,980,0,-338,81,504,-279,0,0,0,0,2020-01-07 06:00:00
2020-01-07,15,33850,34939,31770,3597,6465,0,13041,0,17,-165,0,-199,81,504,-108,0,0,0,0,2020-01-07 07:00:00
2020-01-07,17,36396,37600,34039,3821,6465,2,13041,0,8,155,0,-447,81,504,-149,0,0,0,0,2020-01-07 08:00:00
2020-01-07,19,37085,37702,34684,4081,6465,231,13041,0,12,406,0,203,81,504,-5,0,0,0,0,2020-01-07 09:00:00
2020-01-07,21,37064,37675,34596,4271,6465,608,13041,0,11,16,0,183,81,504,0,0,0,0,0,2020-01-07 10:00:00
2020-01-07,23,36902,37730,34380,4493,6465,796,13041,0,11,-157,0,3,81,504,-60,0,0,0,0,2020-01-07 11:00:00
2020-01-07,25,37467,38603,34853,4584,6465,861,13041,0,10,-526,0,298,81,504,140,0,0,0,0,2020-01-07 12:00:00
2020-01-07,27,37423,38877,34820,4633,6465,593,13041,0,10,-844,0,523,81,504,243,0,0,0,0,2020-01-07 13:00:00
2020-01-07,29,37240,38509,34647,4717,6465,347,13041,0,11,-658,0,379,81,504,341,0,0,0,0,2020-01-07 14:00:00
2020-01-07,31,37241,38035,34656,4817,6465,82,13041,0,12,320,0,-106,81,439,-76,0,0,0,0,2020-01-07 15:00:00
2020-01-07,33,39749,40599,36925,4923,6465,0,13041,0,12,995,0,-238,76,312,710,0,0,0,0,2020-01-07 16:00:00
2020-01-07,35,41485,42095,38482,4981,6465,0,13041,0,10,1036,0,453,22,187,948,0,0,0,0,2020-01-07 17:00:00
2020-01-07,37,40529,41136,37684,5077,6465,0,13041,0,7,762,0,1030,81,146,1017,0,0,0,0,2020-01-07 18:00:00
2020-01-07,39,38666,39277,35864,5091,6465,0,13041,0,11,1004,0,1057,81,170,1019,0,0,0,0,2020-01-07 19:00:00
2020-01-07,41,35855,36467,33386,5080,6465,0,13041,0,12,1007,0,1058,81,168,1020,0,0,0,0,2020-01-07 20:00:00
2020-01-07,43,32526,33144,30398,5072,6465,0,13041,0,18,1007,0,849,70,198,850,0,0,0,0,2020-01-07 21:00:00
2020-01-07,45,27993,28974,26230,4960,6465,0,13041,0,14,-367,0,761,50,166,793,0,0,0,0,2020-01-07 22:00:00
2020-01-07,47,24399,26364,22844,4753,6465,0,13041,0,20,-663,0,680,-120,0,-562,0,0,0,0,2020-01-07 23:00:00
2020-01-08,1,22751,25625,21366,4496,6465,0,13042,0,520,-672,0,355,-334,-67,-681,0,0,0,0,2020-01-08 00:00:00
2020-01-08,3,22990,25742,21641,4304,6465,0,13042,0,255,-673,0,409,-455,-144,-625,0,0,0,0,2020-01-08 01:00:00
2020-01-08,5,22167,25331,20863,4056,6465,0,13042,0,915,-678,0,142,-456,-377,-138,0,0,0,0,2020-01-08 02:00:00
2020-01-08,7,21594,24874,20220,3753,6465,0,13042,0,1056,-684,0,2,-454,-486,37,0,0,0,0,2020-01-08 03:00:00
2020-01-08,9,21338,24825,19927,3407,6465,0,13042,0,1106,-704,0,-200,-384,-349,-144,0,0,0,0,2020-01-08 04:00:00
2020-01-08,11,22679,25056,21174,3125,6465,0,13042,0,495,-755,0,397,-252,-102,-173,0,0,0,0,2020-01-08 05:00:00
2020-01-08,13,27404,28413,25482,2958,6465,0,13042,0,11,-323,0,351,-75,23,204,0,0,0,0,2020-01-08 06:00:00
2020-01-08,15,34415,36565,31888,2665,6465,0,13042,0,13,-931,0,-413,-127,-66,8,0,0,0,0,2020-01-08 07:00:00
2020-01-08,17,37392,40288,34510,2398,6465,0,13042,0,11,-413,0,-782,-402,-370,-318,0,0,0,0,2020-01-08 08:00:00
2020-01-08,19,37757,40630,34645,2266,6465,387,13042,176,13,593,0,-1008,-446,-536,-446,0,0,0,0,2020-01-08 09:00:00
2020-01-08,21,37873,40553,34871,2275,6465,753,13042,111,7,884,0,-1065,-456,-535,-128,0,0,0,0,2020-01-08 10:00:00
2020-01-08,23,38009,40172,35050,2341,6465,1316,13042,0,5,450,0,-314,-439,-535,-270,0,0,0,0,2020-01-08 11:00:00
2020-01-08,25,38227,40595,35283,2400,6465,1327,13042,0,6,414,0,-256,-456,-536,-514,0,0,0,0,2020-01-08 12:00:00
2020-01-08,27,38538,41043,35621,2282,6465,1134,13042,0,74,543,0,-356,-437,-535,-503,0,0,0,0,2020-01-08 13:00:00
2020-01-08,29,39073,41163,36112,1998,6465,517,13042,2,5,1151,0,-218,-455,-535,-279,0,0,0,0,2020-01-08 14:00:00
2020-01-08,31,39245,41247,36094,1667,6465,116,13042,1,7,1453,0,-148,-456,-535,-257,0,0,0,0,2020-01-08 15:00:00
2020-01-08,33,41777,43500,38311,1439,6465,0,13042,0,14,1499,0,-117,-456,-536,673,0,0,0,0,2020-01-08 16:00:00
2020-01-08,35,43515,45116,39758,1218,6465,0,13042,0,10,1500,0,283,-456,-535,542,0,0,0,0,2020-01-08 17:00:00
2020-01-08,37,43289,44891,39610,1017,6465,0,13042,0,10,1499,0,302,-456,-536,829,0,0,0,0,2020-01-08 18:00:00
2020-01-08,39,41717,43315,38020,923,6465,0,13042,0,8,1012,0,964,-456,-534,1013,0,0,0,0,2020-01-08 19:00:00
2020-01-08,41,39464,40818,35790,978,6465,0,13042,0,10,1802,0,162,-456,-288,1019,0,0,0,0,2020-01-08 20:00:00
2020-01-08,43,36285,37472,32869,1116,6465,0,13042,0,9,2005,0,127,-456,-122,781,0,0,0,0,2020-01-08 21:00:00
2020-01-08,45,31808,32805,28795,1308,6465,0,13042,0,7,2003,0,569,-356,-34,991,0,0,0,0,2020-01-08 22:00:00
2020-01-08,47,27718,28515,24950,1540,6465,0,13042,0,9,1338,0,841,-189,66,859,0,0,0,0,2020-01-08 23:00:00
2020-01-09,1,26087,26697,23492,1867,6465,0,13042,0,10,1235,0,785,81,127,783,0,0,0,0,2020-01-09 00:00:00
2020-01-09,3,25500,26417,22985,2076,6465,0,13042,0,317,892,0,374,70,141,508,0,0,0,0,2020-01-09 01:00:00
2020-01-09,5,23942,25777,21496,2289,6465,0,13042,0,844,727,0,-184,-18,0,-189,0,0,0,0,2020-01-09 02:00:00
2020-01-09,7,23067,25673,20561,2573,6465,0,13042,0,1348,103,0,-613,-45,0,29,0,0,0,0,2020-01-09 03:00:00
