SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2022-03-07,9,23932,25409,21700,985,6545,0,14090,0,873,-1,-3,532,320,0,306,1048,0,0,0,2022-03-07 04:00:00
2022-03-07,11,24971,26046,22611,1046,6545,0,14090,0,372,-103,35,554,402,79,228,1048,0,0,0,2022-03-07 05:00:00
2022-03-07,13,29222,30246,26535,1104,6545,0,14090,0,81,42,-343,422,395,17,553,1048,0,0,0,2022-03-07 06:00:00
2022-03-07,15,34613,35227,31430,1238,6545,164,14090,0,14,472,481,786,146,24,673,1048,0,0,0,2022-03-07 07:00:00
2022-03-07,17,37049,37715,33667,1381,6545,1121,14090,0,16,407,917,995,51,0,987,1048,0,0,0,2022-03-07 08:00:00
2022-03-07,19,37732,38806,34322,1606,6545,2721,14090,0,12,500,988,1003,213,37,999,1048,-405,0,0,2022-03-07 09:00:00
2022-03-07,21,37189,38363,33811,1844,6545,3311,14090,0,9,503,991,1003,382,16,999,1048,-509,0,0,2022-03-07 10:00:00
2022-03-07,23,35697,37056,32448,2013,6545,4448,14090,0,7,503,991,1003,382,41,999,1048,-695,0,0,2022-03-07 11:00:00
2022-03-07,25,34595,36224,31387,2181,6545,5753,14090,0,6,503,991,1003,383,71,999,1048,-1022,0,0,2022-03-07 12:00:00
2022-03-07,27,32844,34470,29716,2238,6545,6566,14090,0,3,503,991,1003,383,176,1000,1048,-1023,0,0,2022-03-07 13:00:00
2022-03-07,29,31776,33401,28721,2268,6545,6191,14090,0,3,494,900,1003,383,309,1000,1048,-1022,0,0,2022-03-07 14:00:00
2022-03-07,31,32020,33371,28889,2414,6545,4898,14090,0,3,502,572,1004,399,289,879,1048,-748,0,0,2022-03-07 15:00:00
2022-03-07,33,34902,35512,31644,2456,6545,2858,14090,0,10,106,369,1003,401,252,994,1048,0,0,0,2022-03-07 16:00:00
2022-03-07,35,38492,39257,35018,2375,6545,549,14090,0,3,-155,-7,1002,401,231,1019,1048,0,0,0,2022-03-07 17:00:00
2022-03-07,37,40678,41393,37189,2460,6545,0,14090,0,2,-57,530,1003,401,252,972,1048,0,0,0,2022-03-07 18:00:00
2022-03-07,39,40380,41004,36996,2729,6545,0,14090,0,14,321,953,869,401,209,953,1048,0,0,0,2022-03-07 19:00:00
2022-03-07,41,37308,38119,34324,3011,6545,0,14090,0,12,-199,224,573,398,207,677,1048,0,0,0,2022-03-07 20:00:00
2022-03-07,43,33891,34803,31333,3169,6545,0,14090,0,8,13,-304,799,398,233,640,1048,0,0,0,2022-03-07 21:00:00
2022-03-07,45,29620,31957,27441,3264,6545,0,14090,0,311,-490,-936,834,398,321,61,1048,0,0,0,2022-03-07 22:00:00
2022-03-07,47,25876,28281,24054,3292,6545,0,14090,0,499,-348,-958,917,301,466,280,1048,0,0,0,2022-03-07 23:00:00
2022-03-08,1,24625,27411,23017,3290,6545,0,14092,0,856,-417,-913,928,300,504,583,1048,0,0,0,2022-03-08 00:00:00
2022-03-08,3,24823,27584,23325,3320,6545,0,14092,0,845,-489,-802,912,300,504,-25,1048,0,0,0,2022-03-08 01:00:00
2022-03-08,5,23713,27043,22361,3362,6545,0,14092,0,1056,-447,-835,635,300,504,-392,1048,0,0,0,2022-03-08 02:00:00
2022-03-08,7,23149,26300,21810,3366,6545,0,14092,0,1082,-510,-959,717,281,504,2,1048,0,0,0,2022-03-08 03:00:00
2022-03-08,9,22618,26285,21231,3263,6545,0,14092,0,925,-512,-1024,-96,281,504,-510,1048,0,0,0,2022-03-08 04:00:00
2022-03-08,11,23843,26683,22435,3300,6545,0,14092,0,410,-513,-1028,272,281,504,-289,1048,0,0,0,2022-03-08 05:00:00
2022-03-08,13,27577,29532,25952,3383,6545,0,14092,0,12,-389,-657,361,280,504,-297,1048,0,0,0,2022-03-08 06:00:00
2022-03-08,15,32352,33964,30216,3429,6545,527,14092,0,3,-323,-639,756,272,405,-47,1048,0,0,0,2022-03-08 07:00:00
2022-03-08,17,34153,35688,31706,3773,6545,2536,14092,0,13,-228,-694,974,272,405,886,1048,0,0,0,2022-03-08 08:00:00
2022-03-08,19,33872,35889,31418,4063,6545,4569,14092,0,11,-502,-904,1002,272,294,997,1048,632,0,0,2022-03-08 09:00:00
2022-03-08,21,32864,35009,30395,4034,6545,6133,14092,0,11,-513,-1021,1002,272,226,999,1048,1001,0,0,2022-03-08 10:00:00
2022-03-08,23,31485,33637,29119,4155,6545,7002,14092,0,11,-513,-1028,1003,272,376,1000,1048,1002,0,0,2022-03-08 11:00:00
2022-03-08,25,30651,32780,28428,4398,6545,7235,14092,0,12,-489,-1028,1003,272,405,766,1048,501,0,0,2022-03-08 12:00:00
2022-03-08,27,30515,32662,28393,4438,6545,6431,14092,0,7,-512,-1028,1003,272,295,582,1048,501,0,0,2022-03-08 13:00:00
2022-03-08,29,30442,32493,28407,4352,6545,5360,14092,0,5,-513,-933,1003,272,329,219,1048,0,0,0,2022-03-08 14:00:00
2022-03-08,31,31629,34047,29494,4228,6545,3190,14092,0,7,-444,-1022,934,272,333,-345,1048,0,0,0,2022-03-08 15:00:00
2022-03-08,33,34647,36182,32421,4025,6545,1407,14092,0,10,-233,-613,384,272,256,-79,1048,0,0,0,2022-03-08 16:00:00
2022-03-08,35,38044,39194,35542,3795,6545,208,14092,0,10,-353,-187,539,272,254,55,1048,0,0,0,2022-03-08 17:00:00
2022-03-08,37,39498,40451,36985,3619,6545,0,14092,0,6,-51,113,602,272,253,-296,1048,0,0,0,2022-03-08 18:00:00
2022-03-08,39,38897,39593,36466,3562,6545,0,14092,0,15,-1,-80,986,260,238,390,1048,0,0,0,2022-03-08 19:00:00
2022-03-08,41,35874,37680,33669,3453,6545,0,14092,0,9,-452,-566,988,231,198,-179,1048,0,0,0,2022-03-08 20:00:00
2022-03-08,43,32636,34788,30740,3174,6545,0,14092,0,10,-412,-672,1002,224,226,-458,1048,0,0,0,2022-03-08 21:00:00
2022-03-08,45,29154,31579,27433,2938,6545,0,14092,0,13,-509,-1006,944,247,321,-297,1048,0,0,0,2022-03-08 22:00:00
2022-03-08,47,25643,27612,24006,2836,6545,0,14092,0,331,-278,-760,934,272,466,786,1048,0,0,0,2022-03-08 23:00:00
2022-03-09,1,24060,26451,22445,2865,6545,0,14094,0,672,-362,-757,806,272,504,812,1048,0,0,0,2022-03-09 00:00:00
2022-03-09,3,24174,26588,22651,2929,6545,0,14094,0,941,-221,-652,711,272,504,732,1048,0,0,0,2022-03-09 01:00:00
2022-03-09,5,22827,25185,21500,2970,6545,0,14094,0,1159,-102,-497,753,271,504,156,1048,0,0,0,2022-03-09 02:00:00
2022-03-09,7,22223,25025,20897,3102,6545,0,14094,0,1102,-132,-756,-95,271,504,-117,1048,0,0,0,2022-03-09 03:00:00
2022-03-09,9,21690,25180,20374,3227,6545,0,14094,0,1081,-498,-944,95,271,504,-367,1048,0,0,0,2022-03-09 04:00:00
2022-03-09,11,22545,25390,21241,3268,6545,0,14094,0,200,-179,-813,-251,272,504,-802,1048,0,0,0,2022-03-09 05:00:00
2022-03-09,13,26321,28556,24735,3353,6545,0,14094,0,9,-181,-596,-189,272,504,-660,1000,0,0,0,2022-03-09 06:00:00
2022-03-09,15,30924,31971,28899,3507,6545,358,14094,0,7,-55,-257,-2,272,376,-126,1043,0,0,0,2022-03-09 07:00:00
2022-03-09,17,33266,33874,30971,3757,6545,1955,14094,0,7,446,431,796,157,269,479,1048,-1,0,0,2022-03-09 08:00:00
2022-03-09,19,33096,34319,30798,4164,6545,3354,14094,0,6,488,626,1002,96,7,693,1048,-617,0,0,2022-03-09 09:00:00
2022-03-09,21,32179,34072,29838,4521,6545,4082,14094,0,7,451,755,1003,-196,-64,537,1048,-1026,0,0,2022-03-09 10:00:00
2022-03-09,23,30891,33277,28491,4703,6545,5099,14094,0,5,15,646,1003,-435,-319,653,1048,-1027,0,0,2022-03-09 11:00:00
2022-03-09,25,30877,33519,28459,4728,6545,5132,14094,0,76,48,47,1002,-449,-491,615,1048,-1026,0,0,2022-03-09 12:00:00
2022-03-09,27,30836,33257,28402,4677,6545,4625,14094,0,79,0,-253,1003,-456,-522,857,1048,-511,0,0,2022-03-09 13:00:00
2022-03-09,29,30619,32401,28183,4465,6545,3747,14094,0,12,-1,-321,1003,-455,-393,717,1048,0,0,0,2022-03-09 14:00:00
2022-03-09,31,31444,33145,28808,4150,6545,2498,14094,0,6,-72,-296,670,-455,-272,351,1048,0,0,0,2022-03-09 15:00:00
2022-03-09,33,34186,36049,31399,3803,6545,1275,14094,0,8,-116,-633,3,-315,-62,-129,1048,0,0,0,2022-03-09 16:00:00
2022-03-09,35,36743,38031,33851,3320,6545,194,14094,36,13,-300,-85,100,-326,0,266,1048,0,0,0,2022-03-09 17:00:00
2022-03-09,37,38686,39696,35726,3015,6545,0,14094,36,2,113,352,438,-366,-78,725,1048,0,0,0,2022-03-09 18:00:00
2022-03-09,39,37812,39080,34806,2881,6545,0,14094,13,9,213,418,977,-397,-275,740,1048,0,0,0,2022-03-09 19:00:00
2022-03-09,41,35485,36879,32551,2842,6545,0,14094,0,10,-133,-33,987,-342,-276,293,1048,0,0,0,2022-03-09 20:00:00
2022-03-09,43,32139,34735,29383,2730,6545,0,14094,0,9,-497,-611,981,-439,-187,-253,1048,0,0,0,2022-03-09 21:00:00
2022-03-09,45,28344,31353,25934,2573,6545,0,14094,0,8,-517,-921,757,-455,-60,-448,1048,0,0,0,2022-03-09 22:00:00
2022-03-09,47,25214,26696,22885,2396,6545,0,14094,0,15,-68,-153,992,-455,-191,274,1048,0,0,0,2022-03-09 23:00:00
2022-03-10,1,23644,25738,21507,2310,6545,0,14096,0,573,166,202,944,-455,-466,782,1048,0,0,0,2022-03-10 00:00:00
2022-03-10,3,23982,25930,21906,2249,6545,0,14096,0,583,381,233,961,-394,-371,769,1048,0,0,0,2022-03-10 01:00:00
2022-03-10,5,22876,25430,20947,2236,6545,0,14096,0,1069,193,-47,811,-455,-383,821,1048,0,0,0,2022-03-10 02:00:00
2022-03-10,7,22331,24933,20420,2273,6545,0,14096,0,1251,247,-135,712,-383,-233,436,1048,0,0,0,2022-03-10 03:00:00
2022-03-10,9,21732,24448,19926,2326,6545,0,14096,0,1207,-242,-271,402,-318,-78,405,1048,0,0,0,2022-03-10 04:00:00
2022-03-10,11,22597,25187,20799,2409,6545,0,14096,0,297,-408,-534,-153,-37,15,-561,1048,0,0,0,2022-03-10 05:00:00
2022-03-10,13,26577,28886,24477,2457,6545,0,14096,0,24,-313,-808,-181,-23,0,-360,1048,0,0,0,2022-03-10 06:00:00
2022-03-10,15,31442,32330,28939,2481,6545,380,14096,0,7,-7,-120,-60,-42,-52,256,1048,0,0,0,2022-03-10 07:00:00
2022-03-10,17,33246,34620,30536,2652,6545,1665,14096,0,12,-202,-258,0,-302,0,900,1048,0,0,0,2022-03-10 08:00:00
2022-03-10,19,33363,34275,30631,2926,6545,2898,14096,0,7,-100,78,0,-205,0,997,1048,630,0,0,2022-03-10 09:00:00
2022-03-10,21,31744,33507,29076,3159,6545,3857,14096,0,7,-408,-323,0,-314,-111,999,1048,1001,0,0,2022-03-10 10:00:00
2022-03-10,23,30924,32922,28262,3322,6545,5107,14096,0,8,-267,-671,0,-324,-128,961,1048,1001,0,0,2022-03-10 11:00:00
2022-03-10,25,30519,32518,27850,3371,6545,4955,14096,0,10,-405,-945,0,-39,0,908,1048,1002,0,0,2022-03-10 12:00:00
2022-03-10,27,30522,32501,27856,3412,6545,4969,14096,0,10,-511,-858,1001,233,122,785,1048,570,0,0,2022-03-10 13:00:00
2022-03-10,29,30752,32473,28182,3260,6545,4043,14096,0,78,-469,-574,1003,272,381,971,1048,501,0,0,2022-03-10 14:00:00
2022-03-10,31,31633,33377,29047,3009,6545,2486,14096,0,8,-294,-842,1003,272,372,713,1048,500,0,0,2022-03-10 15:00:00
2022-03-10,33,34300,35650,31687,2758,6545,1303,14096,0,11,-216,-523,1003,272,253,602,1048,0,0,0,2022-03-10 16:00:00
2022-03-10,35,37082,38103,34171,2441,6545,214,14096,0,12,-77,-332,833,272,248,616,1048,0,0,0,2022-03-10 17:00:00
2022-03-10,37,38544,39604,35520,2236,6545,0,14096,0,2,-72,-386,853,272,252,407,1048,0,0,0,2022-03-10 18:00:00
2022-03-10,39,37715,38825,34744,2254,6545,0,14096,0,11,-385,-114,998,272,242,759,1048,0,0,0,2022-03-10 19:00:00
2022-03-10,41,35051,35743,32296,2384,6545,0,14096,0,11,-81,68,886,272,241,710,1048,0,0,0,2022-03-10 20:00:00
2022-03-10,43,31764,32367,29285,2382,6545,0,14096,0,3,6,58,906,272,252,507,1048,0,0,0,2022-03-10 21:00:00
2022-03-10,45,28226,29946,25939,2380,6545,0,14096,0,6,-394,-720,922,272,321,770,1048,0,0,0,2022-03-10 22:00:00
2022-03-10,47,24977,26550,22744,2366,6545,0,14096,0,12,27,-961,141,284,466,552,1048,0,0,0,2022-03-10 23:00:00
2022-03-11,1,23701,25312,21607,2403,6545,0,14097,0,86,236,-925,165,285,504,757,1048,0,0,0,2022-03-11 00:00:00
2022-03-11,3,23605,25832,21634,2405,6545,0,14097,0,853,194,-774,366,285,504,835,1048,0,0,0,2022-03-11 01:00:00
2022-03-11,5,22218,24889,20436,2503,6545,0,14097,0,1304,-67,-700,188,285,504,908,1048,0,0,0,2022-03-11 02:00:00
2022-03-11,7,21419,24759,19810,2735,6545,0,14097,0,1529,-245,-744,-222,273,504,942,1048,0,0,0,2022-03-11 03:00:00
2022-03-11,9,20674,24691,19095,3023,6545,0,14097,0,1437,-506,-994,-480,273,504,878,1048,0,0,0,2022-03-11 04:00:00
2022-03-11,11,21565,24887,19944,3280,6545,0,14097,0,1176,-517,-1027,-2,273,504,147,1048,0,0,0,2022-03-11 05:00:00
2022-03-11,13,25228,27788,23411,3451,6545,0,14097,0,428,-517,-1015,675,273,395,635,1048,0,0,0,2022-03-11 06:00:00
2022-03-11,15,29881,31277,27704,3634,6545,433,14097,0,89,-517,-190,996,156,368,873,1048,0,0,0,2022-03-11 07:00:00
2022-03-11,17,31762,32697,29352,3940,6545,1581,14097,0,8,-148,-179,1002,128,138,995,1048,0,0,0,2022-03-11 08:00:00
2022-03-11,19,32161,32930,29747,4196,6545,2522,14097,0,6,-163,107,1003,48,0,999,1048,0,0,0,2022-03-11 09:00:00
2022-03-11,21,31749,32857,29477,4406,6545,2851,14097,0,7,-140,-182,1002,-156,-23,1000,1048,0,0,0,2022-03-11 10:00:00
2022-03-11,23,31907,33527,29754,4590,6545,2935,14097,0,5,85,-648,1002,-252,-115,999,1048,0,0,0,2022-03-11 11:00:00
2022-03-11,25,32474,34009,30359,4523,6545,2273,14097,0,2,-20,-244,1003,-252,-417,1000,1048,0,0,0,2022-03-11 12:00:00
2022-03-11,27,32407,33933,30249,4403,6545,1753,14097,0,9,99,-136,1002,-252,-529,999,1048,0,0,0,2022-03-11 13:00:00
2022-03-11,29,32563,34392,30370,4276,6545,1416,14097,0,8,139,-440,1002,-252,-529,999,1048,0,0,0,2022-03-11 14:00:00
2022-03-11,31,32685,34674,30489,4075,6545,867,14097,0,10,-202,-328,1003,-321,-528,999,1048,0,0,0,2022-03-11 15:00:00
2022-03-11,33,33871,35476,31626,3990,6545,728,14097,0,11,-12,-16,1003,-453,-513,1018,1048,0,0,0,2022-03-11 16:00:00
2022-03-11,35,35811,37691,33433,3856,6545,219,14097,0,9,-229,-82,887,-454,-506,1010,1048,0,0,0,2022-03-11 17:00:00
2022-03-11,37,36898,38633,34396,3559,6545,0,14097,0,5,-55,-91,894,-455,-529,858,1048,0,0,0,2022-03-11 18:00:00
2022-03-11,39,35519,37800,32994,3247,6545,0,14097,0,1,-293,-404,999,-455,-528,1014,1048,0,0,0,2022-03-11 19:00:00
2022-03-11,41,33338,35446,30834,2984,6545,0,14097,0,14,-177,-334,953,-455,-528,1020,1048,0,0,0,2022-03-11 20:00:00
2022-03-11,43,30694,32611,28353,2854,6545,0,14097,0,10,-130,-194,1001,-455,-528,1000,1048,0,0,0,2022-03-11 21:00:00
2022-03-11,45,27726,30570,25686,2839,6545,0,14097,0,9,-437,-909,1003,-455,-434,1000,1048,0,0,0,2022-03-11 22:00:00
2022-03-11,47,24926,27349,23172,2863,6545,0,14097,0,21,-244,-575,1003,-455,-528,999,1048,0,0,0,2022-03-11 23:00:00
2022-03-12,1,23518,25708,21969,2886,6545,0,14098,0,425,-197,-335,1003,-316,-317,999,1048,0,0,0,2022-03-12 00:00:00
2022-03-12,3,23420,25891,21989,2843,6545,0,14098,0,451,-500,-589,1003,-305,-26,999,1048,0,0,0,2022-03-12 01:00:00
2022-03-12,5,22299,25483,20794,2710,6545,0,14098,0,1170,-393,-676,1002,-345,0,999,1048,0,0,0,2022-03-12 02:00:00
2022-03-12,7,21366,24846,19691,2591,6545,0,14098,0,1485,-398,-588,1003,-409,0,999,1048,0,0,0,2022-03-12 03:00:00
2022-03-12,9,20664,24648,18861,2611,6545,0,14098,0,1236,-502,-987,963,-454,-205,932,1048,0,0,0,2022-03-12 04:00:00
2022-03-12,11,21004,24890,19133,2686,6545,0,14098,0,1246,-507,-1011,890,-454,-68,824,1048,0,0,0,2022-03-12 05:00:00
2022-03-12,13,22884,25425,20795,2671,6545,0,14098,0,14,-495,-989,936,-439,-4,993,1048,0,0,0,2022-03-12 06:00:00
2022-03-12,15,25029,27089,22819,2658,6545,515,14098,0,10,-330,-491,1001,-432,-197,1000,1048,0,0,0,2022-03-12 07:00:00
2022-03-12,17,26160,27828,23791,2801,6545,2570,14098,0,9,-148,148,1002,-454,-457,999,1048,0,0,0,2022-03-12 08:00:00
2022-03-12,19,27084,28656,24552,3153,6545,4220,14098,0,14,213,594,1003,-455,-503,999,1048,0,0,0,2022-03-12 09:00:00
2022-03-12,21,26431,28020,24053,3584,6545,5045,14098,0,7,183,416,1003,-454,-528,999,1048,0,0,0,2022-03-12 10:00:00
2022-03-12,23,25279,27038,22995,3901,6545,5576,14098,0,7,-240,-161,1003,-376,-375,999,1048,0,0,0,2022-03-12 11:00:00
2022-03-12,25,24868,26226,22752,4127,6545,5891,14098,0,73,9,-160,1002,-406,-119,999,1048,0,0,0,2022-03-12 12:00:00
2022-03-12,27,24090,25689,22111,4149,6545,5707,14098,0,119,-139,-351,1002,-390,0,999,1048,0,0,0,2022-03-12 13:00:00
2022-03-12,29,23656,24939,21770,4127,6545,4375,14098,0,6,-276,-245,809,-100,-56,1000,1048,0,0,0,2022-03-12 14:00:00
2022-03-12,31,24698,25330,22784,3876,6545,3588,14098,0,4,-28,397,849,174,166,673,1048,0,0,0,2022-03-12 15:00:00
2022-03-12,33,27204,27991,25137,3309,6545,2008,14098,0,15,-172,239,761,304,462,675,1048,0,0,0,2022-03-12 16:00:00
2022-03-12,35,31661,32325,29048,2849,6545,390,14098,0,6,-58,100,506,304,467,888,1048,0,0,0,2022-03-12 17:00:00
2022-03-12,37,34136,34739,31136,2750,6545,0,14098,0,1,-2,591,940,304,504,967,1048,0,0,0,2022-03-12 18:00:00
2022-03-12,39,33758,34370,30706,2966,6545,0,14098,0,12,384,560,697,304,504,1018,1048,0,0,0,2022-03-12 19:00:00
2022-03-12,41,31148,32636,28239,3220,6545,0,14098,0,15,-342,-531,894,261,479,1019,1048,0,0,0,2022-03-12 20:00:00
2022-03-12,43,28296,30301,25792,3398,6545,0,14098,0,13,-512,-880,931,258,382,993,1048,0,0,0,2022-03-12 21:00:00
2022-03-12,45,25508,27540,23408,3582,6545,0,14098,0,14,-507,-911,911,264,320,999,1048,0,0,0,2022-03-12 22:00:00
2022-03-12,47,22745,25098,21006,3737,6545,0,14098,0,27,-517,-1021,-188,272,469,554,1048,0,0,0,2022-03-12 23:00:00
2022-03-13,1,21659,24570,20252,3729,6545,0,14098,0,641,-517,-1009,-144,272,338,698,915,0,0,0,2022-03-13 00:00:00
2022-03-13,3,21558,24955,20313,3693,6545,0,14098,0,910,-517,-1027,-343,271,432,457,496,0,0,0,2022-03-13 01:00:00
2022-03-13,5,20370,24344,19138,3637,6545,0,14098,0,1184,-517,-1028,-645,269,276,137,41,0,0,0,2022-03-13 02:00:00
2022-03-13,7,19524,23996,18431,3599,6545,0,14098,0,1235,-517,-1028,-679,273,245,115,-413,0,0,0,2022-03-13 03:00:00
2022-03-13,9,18589,23517,17610,3630,6545,0,14098,0,1168,-517,-1028,-733,273,186,-99,-783,0,0,0,2022-03-13 04:00:00
2022-03-13,11,18542,24748,17469,3664,6545,0,14098,0,1418,-516,-1028,-857,268,163,-966,-821,0,0,0,2022-03-13 05:00:00
2022-03-13,13,20053,24724,18820,3778,6545,0,14098,0,1397,-517,-1028,-723,249,299,91,-406,0,0,0,2022-03-13 06:00:00
2022-03-13,15,21313,24873,19989,3874,6545,332,14098,0,732,-517,-1028,-399,189,316,827,-284,0,0,0,2022-03-13 07:00:00
2022-03-13,17,23098,25446,21491,3929,6545,1162,14098,0,200,-517,-1028,-3,156,189,995,133,0,0,0,2022-03-13 08:00:00
2022-03-13,19,25138,27289,23226,4105,6545,2307,14098,0,8,-516,-1027,666,181,83,999,583,0,0,0,2022-03-13 09:00:00
2022-03-13,21,25532,27145,23477,4207,6545,3533,14098,0,7,-290,-716,995,272,71,999,1005,0,0,0,2022-03-13 10:00:00
2022-03-13,23,25734,26947,23760,4286,6545,4454,14098,0,5,-230,-378,1002,272,94,1000,1048,0,0,0,2022-03-13 11:00:00
2022-03-13,25,26762,27916,24809,4221,6545,3632,14098,0,6,-183,-365,1002,185,35,999,1048,399,0,0,2022-03-13 12:00:00
2022-03-13,27,27086,27695,25200,3910,6545,3490,14098,0,9,46,558,1003,122,0,999,1048,499,0,0,2022-03-13 13:00:00
2022-03-13,29,27048,27656,25221,3673,6545,2903,14098,0,8,170,776,1003,181,0,999,1048,500,0,0,2022-03-13 14:00:00
2022-03-13,31,27739,28360,25892,3388,6545,2367,14098,0,5,210,-16,1003,223,1,999,1048,500,0,0,2022-03-13 15:00:00
2022-03-13,33,30096,30713,28123,2878,6545,1584,14098,0,17,458,659,491,272,226,822,1048,18,0,0,2022-03-13 16:00:00
2022-03-13,35,33604,34218,31311,2491,6545,519,14098,0,14,284,796,266,176,235,826,1048,0,0,0,2022-03-13 17:00:00
2022-03-13,37,35506,36112,33005,2253,6545,0,14098,0,6,334,722,603,272,126,820,1048,0,0,0,2022-03-13 18:00:00
2022-03-13,39,35142,35750,32547,2066,6545,0,14098,0,8,284,652,986,273,140,1012,1048,0,0,0,2022-03-13 19:00:00
2022-03-13,41,32950,33739,30415,1813,6545,0,14098,0,14,-175,408,1002,265,118,1019,1048,0,0,0,2022-03-13 20:00:00
2022-03-13,43,30723,31335,28208,1585,6545,0,14098,0,12,288,565,1003,247,80,1000,1048,0,0,0,2022-03-13 21:00:00
2022-03-13,45,28074,28683,25574,1382,6545,0,14098,0,9,236,152,1003,249,167,999,1048,0,0,0,2022-03-13 22:00:00
2022-03-13,47,24922,26264,22676,1263,6545,0,14098,0,10,-290,-442,1002,265,41,946,1048,0,0,0,2022-03-13 23:00:00
2022-03-14,1,24003,25335,21978,1239,6545,0,14099,0,538,-63,-131,1002,258,65,997,1048,0,0,0,2022-03-14 00:00:00
2022-03-14,3,24414,25821,22470,1156,6545,0,14099,0,807,239,651,1001,279,79,999,1048,0,0,0,2022-03-14 01:00:00
2022-03-14,5,23555,25143,21580,1140,6545,0,14099,0,988,405,778,1002,246,0,998,1048,0,0,0,2022-03-14 02:00:00
2022-03-14,7,22868,24653,20916,1195,6545,0,14099,0,1185,21,315,1003,305,0,994,1048,0,0,0,2022-03-14 03:00:00
2022-03-14,9,22651,24260,20750,1244,6545,0,14099,0,1009,99,292,975,325,0,832,1048,0,0,0,2022-03-14 04:00:00
2022-03-14,11,23714,25768,21746,1265,6545,0,14099,0,54,-474,-926,763,352,107,444,1048,0,0,0,2022-03-14 05:00:00
2022-03-14,13,27607,29003,25359,1298,6545,0,14099,0,10,-28,-662,-96,355,322,410,1048,0,0,0,2022-03-14 06:00:00
2022-03-14,15,32462,33975,29764,1284,6545,879,14099,0,9,1,-904,658,334,89,542,1048,0,0,0,2022-03-14 07:00:00
2022-03-14,17,33615,34713,30772,1480,6545,3239,14099,0,10,1,-488,995,249,12,778,1048,0,0,0,2022-03-14 08:00:00
2022-03-14,19,32593,34032,29895,1834,6545,5183,14099,0,8,-1,-776,1003,-54,0,834,1048,0,0,0,2022-03-14 09:00:00
2022-03-14,21,30752,32736,28123,2156,6545,6717,14099,0,7,-1,-1014,1003,-362,0,398,1048,91,0,0,2022-03-14 10:00:00
2022-03-14,23,29788,31801,27163,2456,6545,7450,14099,0,6,-1,-1028,1003,-378,0,634,1048,58,0,0,2022-03-14 11:00:00
2022-03-14,25,29956,32104,27030,2636,6545,7145,14099,0,3,-1,-1028,1003,-455,0,491,919,-61,0,0,2022-03-14 12:00:00
2022-03-14,27,29599,31686,26856,2690,6545,6483,14099,0,4,-1,-1027,282,-455,0,699,965,385,0,0,2022-03-14 13:00:00
2022-03-14,29,29329,31628,26675,2808,6545,5634,14099,0,254,-1,-1028,3,-416,0,215,1014,474,0,0,2022-03-14 14:00:00
2022-03-14,31,30073,32087,27418,2789,6545,4096,14099,0,4,-1,-1028,0,-237,0,-143,1045,-1,0,0,2022-03-14 15:00:00
2022-03-14,33,32711,35402,29978,2532,6545,2461,14099,0,6,-1,-838,-489,-382,0,-375,1048,0,0,0,2022-03-14 16:00:00
2022-03-14,35,36234,38705,33258,2229,6545,695,14099,0,4,-1,-920,-213,-424,0,-309,1048,0,0,0,2022-03-14 17:00:00
2022-03-14,37,38731,40185,35747,1887,6545,0,14099,0,0,-1,-126,-108,-432,0,-187,1048,0,0,0,2022-03-14 18:00:00
2022-03-14,39,38931,40248,35845,1610,6545,0,14099,0,7,-1,-276,550,-433,0,372,1048,0,0,0,2022-03-14 19:00:00
2022-03-14,41,36503,38083,33618,1417,6545,0,14099,0,9,-1,-613,699,-357,0,537,1048,0,0,0,2022-03-14 20:00:00
2022-03-14,43,33447,34940,30830,1249,6545,0,14099,0,5,-1,-788,767,-99,0,572,1048,0,0,0,2022-03-14 21:00:00
2022-03-14,45,29896,31522,27500,1107,6545,0,14099,0,12,-1,-1013,758,137,0,342,1048,0,0,0,2022-03-14 22:00:00
2022-03-14,47,26391,27221,24186,953,6545,0,14099,0,159,-1,87,733,-70,0,736,1246,0,0,0,2022-03-14 23:00:00
2022-03-15,1,24966,25708,22851,885,6545,0,14107,0,141,-1,312,744,79,0,657,1260,0,0,0,2022-03-15 00:00:00
2022-03-15,3,25042,26242,23014,996,6545,0,14107,0,393,-1,-206,484,319,0,616,1260,0,0,0,2022-03-15 01:00:00
2022-03-15,5,24147,26427,22198,1089,6545,0,14107,0,1448,-1,-231,744,358,0,624,1259,0,0,0,2022-03-15 02:00:00
2022-03-15,7,23584,25987,21613,1139,6545,0,14107,0,1400,-1,-402,513,381,0,380,1260,0,0,0,2022-03-15 03:00:00
2022-03-15,9,23147,25962,21240,1237,6545,0,14107,0,1336,-1,-643,157,402,0,-235,1259,0,0,0,2022-03-15 04:00:00
2022-03-15,11,24147,26221,22190,1440,6545,0,14107,0,349,-1,-427,2,402,0,-697,1259,0,0,0,2022-03-15 05:00:00
