SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2022-01-01,1,21940,23275,20513,2713,6527,0,14008,0,450,-181,-4,586,320,384,-100,210,0,0,0,2022-01-01 00:00:00
2022-01-01,3,21896,23672,20619,2930,6527,0,14008,0,799,-164,-4,567,320,440,-4,-205,0,0,0,2022-01-01 01:00:00
2022-01-01,5,19481,23958,18545,3161,6527,0,14008,0,1490,-753,-4,-383,320,476,-561,-686,0,0,0,2022-01-01 02:00:00
2022-01-01,7,18081,23722,17194,3441,6527,0,14008,0,1597,-1014,-4,-791,249,457,-917,-718,0,0,0,2022-01-01 03:00:00
2022-01-01,9,17094,23015,16267,3647,6527,0,14008,0,1582,-1022,-4,-1012,157,464,-985,-716,0,0,0,2022-01-01 04:00:00
2022-01-01,11,16519,22441,15802,3722,6527,0,14008,0,1558,-1022,-4,-1014,82,226,-1008,-716,0,0,0,2022-01-01 05:00:00
2022-01-01,13,16911,22805,16193,3863,6527,0,14008,0,1475,-1022,-4,-1014,203,-54,-1009,-716,0,0,0,2022-01-01 06:00:00
2022-01-01,15,17813,23395,17112,3996,6527,0,14008,0,1074,-1022,-4,-1014,155,-111,-1021,-736,0,0,0,2022-01-01 07:00:00
2022-01-01,17,18638,23620,17909,4135,6527,0,14008,0,582,-1022,-4,-1015,141,44,-1021,-738,0,0,0,2022-01-01 08:00:00
2022-01-01,19,20003,24100,19140,4260,6527,460,14008,0,59,-1022,-4,-1014,94,67,-660,-738,0,0,0,2022-01-01 09:00:00
2022-01-01,21,21481,24833,20441,4344,6527,1165,14008,0,19,-1023,-4,-917,-51,27,197,-738,0,0,0,2022-01-01 10:00:00
2022-01-01,23,23097,25298,21891,4374,6527,1566,14008,0,8,-747,-4,314,-52,-52,567,-738,0,0,0,2022-01-01 11:00:00
2022-01-01,25,24496,26608,23098,4311,6527,1460,14008,0,7,-553,-4,-213,-70,-11,542,-654,0,0,0,2022-01-01 12:00:00
2022-01-01,27,25465,26745,24058,4195,6527,1150,14008,0,8,-71,-4,-382,82,30,980,-215,0,0,0,2022-01-01 13:00:00
2022-01-01,29,25586,26629,24187,4071,6527,891,14008,0,7,-197,-4,-145,104,0,999,-90,0,0,0,2022-01-01 14:00:00
2022-01-01,31,26492,27327,24964,3982,6527,215,14008,0,12,-219,-4,141,148,0,985,171,0,0,0,2022-01-01 15:00:00
2022-01-01,33,28745,29448,26972,3912,6527,0,14008,0,2,239,-4,-97,124,16,871,604,0,0,0,2022-01-01 16:00:00
2022-01-01,35,31054,31658,29100,3902,6527,0,14008,0,0,518,-4,445,99,24,918,688,0,0,0,2022-01-01 17:00:00
2022-01-01,37,30263,31063,28511,3865,6527,0,14008,0,0,-69,-4,555,-127,38,783,692,0,0,0,2022-01-01 18:00:00
2022-01-01,39,28892,29638,27304,3695,6527,0,14008,0,6,438,-4,674,-131,-5,844,690,0,0,0,2022-01-01 19:00:00
2022-01-01,41,27000,27612,25445,3501,6527,0,14008,0,8,152,-4,341,26,12,655,438,0,0,0,2022-01-01 20:00:00
2022-01-01,43,25712,26412,24166,3243,6527,0,14008,0,14,424,-4,882,-82,0,793,6,0,0,0,2022-01-01 21:00:00
2022-01-01,45,23247,24955,21849,3029,6527,0,14008,0,10,-407,-4,739,-204,-21,621,-462,0,0,0,2022-01-01 22:00:00
2022-01-01,47,21163,24648,19839,3007,6527,0,14008,0,95,-968,-4,-609,-351,-144,223,-714,0,0,0,2022-01-01 23:00:00
2022-01-02,1,20588,23687,19306,2943,6527,0,14008,0,986,-233,-4,-271,-267,0,480,-738,0,0,0,2022-01-02 00:00:00
2022-01-02,3,20665,24011,19446,2710,6527,0,14008,0,1162,-807,-4,186,-35,24,626,-738,0,0,0,2022-01-02 01:00:00
2022-01-02,5,19367,23108,18252,2496,6527,0,14008,0,1478,-556,-5,-340,79,-24,138,-738,0,0,0,2022-01-02 02:00:00
2022-01-02,7,18644,23134,17459,2415,6527,0,14008,0,1607,-686,-5,-525,237,-20,-309,-738,0,0,0,2022-01-02 03:00:00
2022-01-02,9,17937,23177,16821,2504,6527,0,14008,0,1580,-878,-5,-625,271,50,-814,-738,0,0,0,2022-01-02 04:00:00
2022-01-02,11,17618,23312,16584,2651,6527,0,14008,0,1511,-987,-4,-1057,290,-52,-745,-738,0,0,0,2022-01-02 05:00:00
2022-01-02,13,18618,23907,17413,2875,6527,0,14008,0,1541,-651,-4,-858,295,46,-897,-738,0,0,0,2022-01-02 06:00:00
2022-01-02,15,19898,23957,18661,3082,6527,0,14008,0,1050,-288,-4,-546,298,-34,-799,-738,0,0,0,2022-01-02 07:00:00
2022-01-02,17,21254,24600,19995,3111,6527,2,14008,0,637,-779,-4,-588,270,32,39,-738,0,0,0,2022-01-02 08:00:00
2022-01-02,19,23275,25020,21952,3204,6527,731,14008,0,34,-309,-2,441,191,34,-62,-738,0,0,0,2022-01-02 09:00:00
2022-01-02,21,25188,26176,23619,3413,6527,1777,14008,0,14,227,-2,562,114,12,577,-372,0,0,0,2022-01-02 10:00:00
2022-01-02,23,26287,27599,24631,3718,6527,2000,14008,0,13,54,-4,610,121,0,844,-695,0,0,0,2022-01-02 11:00:00
2022-01-02,25,27545,28900,25822,3838,6527,1548,14008,0,13,746,-4,1020,52,0,899,-738,0,0,0,2022-01-02 12:00:00
2022-01-02,27,28646,29996,26853,3801,6527,1091,14008,0,8,982,-4,1042,76,0,986,-738,0,0,0,2022-01-02 13:00:00
2022-01-02,29,28925,30113,27170,3851,6527,431,14008,0,12,606,-4,996,84,-2,842,-570,0,0,0,2022-01-02 14:00:00
2022-01-02,31,29670,30672,27811,3858,6527,219,14008,0,6,128,-4,647,152,0,949,-392,0,0,0,2022-01-02 15:00:00
2022-01-02,33,31764,32376,29671,3859,6527,0,14008,0,8,183,-4,961,273,0,1017,41,0,0,0,2022-01-02 16:00:00
2022-01-02,35,34078,34687,31749,3924,6527,0,14008,0,5,801,-4,1023,299,29,1019,492,0,0,0,2022-01-02 17:00:00
2022-01-02,37,32869,33474,30692,3991,6527,0,14008,0,1,929,-4,811,216,61,1019,158,0,0,0,2022-01-02 18:00:00
2022-01-02,39,30795,31725,28819,4122,6527,0,14008,0,14,554,-4,934,142,-13,1019,-299,0,0,0,2022-01-02 19:00:00
2022-01-02,41,28482,29859,26689,4312,6527,0,14008,0,7,127,-4,963,-52,-19,1019,-695,0,0,0,2022-01-02 20:00:00
2022-01-02,43,26232,27706,24707,4392,6527,0,14008,0,7,-258,-4,789,141,55,841,-605,0,0,0,2022-01-02 21:00:00
2022-01-02,45,23636,26569,22305,4409,6527,0,14008,0,14,-982,-4,-610,185,84,108,-723,0,0,0,2022-01-02 22:00:00
2022-01-02,47,21596,25540,20377,4431,6527,0,14008,0,1362,-1022,-4,-218,194,26,406,-738,0,0,0,2022-01-02 23:00:00
2022-01-03,1,20143,23868,19083,4410,6527,0,14008,0,1356,-943,-4,-2,-82,67,636,-738,0,0,0,2022-01-03 00:00:00
2022-01-03,3,20246,24335,19256,4420,6527,0,14008,0,1613,-944,-4,329,-190,24,845,-738,0,0,0,2022-01-03 01:00:00
2022-01-03,5,18938,23206,18036,4438,6527,0,14008,0,1593,-995,-4,105,-338,145,554,-738,0,0,0,2022-01-03 02:00:00
2022-01-03,7,17939,22773,17055,4443,6527,0,14008,0,1532,-1021,-4,-584,-355,353,177,-738,0,0,0,2022-01-03 03:00:00
2022-01-03,9,16976,21200,16249,4459,6527,0,14008,0,1369,-1,-4,-822,-313,203,-377,-738,0,0,0,2022-01-03 04:00:00
2022-01-03,11,17426,22614,16706,4430,6527,0,14008,0,1499,-491,-4,-1012,-36,207,-808,-738,0,0,0,2022-01-03 05:00:00
2022-01-03,13,19382,24987,18416,4380,6527,0,14008,0,1367,-1022,-4,-1064,82,324,-810,-738,0,0,0,2022-01-03 06:00:00
2022-01-03,15,21432,25971,20237,4315,6527,0,14008,0,118,-1022,-4,-1066,272,322,-991,-738,0,0,0,2022-01-03 07:00:00
2022-01-03,17,23235,26410,21850,4157,6527,1,14008,0,8,-1023,-4,-683,265,217,-135,-722,0,0,0,2022-01-03 08:00:00
2022-01-03,19,25515,28975,23924,3967,6527,480,14008,0,6,-1013,-4,-778,129,107,-322,-737,0,0,0,2022-01-03 09:00:00
2022-01-03,21,27397,29891,25400,3781,6527,1236,14008,0,7,-999,-4,-145,37,32,392,-739,0,0,0,2022-01-03 10:00:00
2022-01-03,23,28557,30522,25998,3593,6527,1954,14008,0,4,-497,-4,286,-69,-51,652,-740,0,0,0,2022-01-03 11:00:00
2022-01-03,25,29470,30926,26726,3480,6527,1500,14008,0,3,125,-4,372,-137,-54,800,-658,0,0,0,2022-01-03 12:00:00
2022-01-03,27,30181,31291,27332,3307,6527,1003,14008,0,3,473,-4,3,82,14,936,-503,0,0,0,2022-01-03 13:00:00
2022-01-03,29,30505,31766,27642,3023,6527,662,14008,0,3,889,-4,127,248,0,817,-654,0,0,0,2022-01-03 14:00:00
2022-01-03,31,31905,32762,28946,2620,6527,197,14008,0,7,857,-3,282,149,20,746,-247,0,0,0,2022-01-03 15:00:00
2022-01-03,33,35486,36097,32325,2218,6527,0,14008,0,11,899,387,477,190,33,848,198,0,0,0,2022-01-03 16:00:00
2022-01-03,35,39116,39785,35635,2134,6527,0,14008,0,7,1002,968,762,98,-62,927,646,0,0,0,2022-01-03 17:00:00
2022-01-03,37,38202,38805,34832,2130,6527,0,14008,0,3,982,654,787,73,37,968,606,0,0,0,2022-01-03 18:00:00
2022-01-03,39,35938,36545,32776,2032,6527,0,14008,0,7,928,878,951,211,56,1017,632,0,0,0,2022-01-03 19:00:00
2022-01-03,41,33132,33739,30170,1853,6527,0,14008,0,7,1003,982,1021,85,62,956,374,0,0,0,2022-01-03 20:00:00
2022-01-03,43,30656,31266,27995,1718,6527,0,14008,0,10,1006,991,1003,69,38,997,239,0,0,0,2022-01-03 21:00:00
2022-01-03,45,27921,28729,25460,1709,6527,0,14008,0,18,978,919,804,77,-8,655,-182,0,0,0,2022-01-03 22:00:00
2022-01-03,47,24860,26090,22705,1714,6527,0,14008,0,497,687,846,284,82,-133,916,180,0,0,0,2022-01-03 23:00:00
2022-01-04,1,23796,24970,21843,1710,6527,0,14009,0,574,450,662,564,97,0,650,630,0,0,0,2022-01-04 00:00:00
2022-01-04,3,23824,25346,21925,1718,6527,0,14009,0,922,503,626,558,265,74,612,691,0,0,0,2022-01-04 01:00:00
2022-01-04,5,22714,24382,21006,1774,6527,0,14009,0,1068,380,809,603,94,0,692,289,0,0,0,2022-01-04 02:00:00
2022-01-04,7,21797,23895,20270,1891,6527,0,14009,0,1297,441,712,317,-25,-9,815,-167,0,0,0,2022-01-04 03:00:00
2022-01-04,9,21095,23135,19662,1991,6527,0,14009,0,1414,126,364,337,12,0,640,-26,0,0,0,2022-01-04 04:00:00
2022-01-04,11,21796,23096,20484,2079,6527,0,14009,0,700,364,179,379,169,69,554,402,0,0,0,2022-01-04 05:00:00
2022-01-04,13,24883,25632,23380,2245,6527,0,14009,0,18,311,418,295,344,2,-131,667,0,0,0,2022-01-04 06:00:00
2022-01-04,15,29287,29902,27535,2431,6527,0,14009,0,15,625,722,231,309,4,344,693,0,0,0,2022-01-04 07:00:00
2022-01-04,17,33591,34203,31638,2477,6527,0,14009,0,12,484,457,401,250,8,467,693,0,0,0,2022-01-04 08:00:00
2022-01-04,19,35974,36591,33818,2480,6527,387,14009,0,17,612,504,639,30,6,837,693,0,0,0,2022-01-04 09:00:00
2022-01-04,21,36659,37370,34332,2593,6527,1249,14009,0,11,743,593,25,-100,0,958,693,0,0,0,2022-01-04 10:00:00
2022-01-04,23,36727,37550,34183,2869,6527,2156,14009,0,7,802,739,-2,-214,0,797,650,0,0,0,2022-01-04 11:00:00
2022-01-04,25,36766,37917,34141,3144,6527,2891,14009,0,11,804,702,-282,-258,0,849,567,0,0,0,2022-01-04 12:00:00
2022-01-04,27,36591,37574,33947,3257,6527,3243,14009,0,11,804,818,-247,-125,0,940,476,0,0,0,2022-01-04 13:00:00
2022-01-04,29,36714,37373,34210,3195,6527,2205,14009,0,7,804,768,332,-52,0,855,373,0,0,0,2022-01-04 14:00:00
2022-01-04,31,37723,38643,35158,3201,6527,588,14009,0,11,590,519,2,-230,-79,703,305,0,0,0,2022-01-04 15:00:00
2022-01-04,33,40309,41489,37539,3282,6527,0,14009,0,4,989,961,151,-411,-165,884,652,0,0,0,2022-01-04 16:00:00
2022-01-04,35,42965,44327,39853,3436,6527,0,14009,0,2,1007,991,299,-430,-330,857,693,0,0,0,2022-01-04 17:00:00
2022-01-04,37,42118,43490,39201,3620,6527,0,14009,0,2,548,671,499,-456,-314,559,693,0,0,0,2022-01-04 18:00:00
2022-01-04,39,40155,41496,37497,3710,6527,0,14009,0,13,988,970,684,-406,-322,633,693,0,0,0,2022-01-04 19:00:00
2022-01-04,41,36763,38234,34373,3853,6527,0,14009,0,5,1007,991,751,-456,-410,909,289,0,0,0,2022-01-04 20:00:00
2022-01-04,43,33338,34608,31262,3949,6527,0,14009,0,12,959,815,1050,-455,-203,820,291,0,0,0,2022-01-04 21:00:00
2022-01-04,45,29252,30668,27440,3940,6527,0,14009,0,20,488,635,617,-343,-342,589,-111,0,0,0,2022-01-04 22:00:00
2022-01-04,47,25919,28209,24331,3989,6527,0,14009,0,752,436,301,941,-456,-482,983,250,0,0,0,2022-01-04 23:00:00
2022-01-05,1,24303,27309,22895,3964,6527,0,14012,0,1499,600,236,900,-456,-451,908,329,0,0,0,2022-01-05 00:00:00
2022-01-05,3,24614,27724,23103,3844,6527,0,14012,0,1606,780,735,834,-456,-373,901,-75,0,0,0,2022-01-05 01:00:00
2022-01-05,5,23545,27272,22220,3732,6527,0,14012,0,1593,699,539,1051,-456,-531,845,-547,0,0,0,2022-01-05 02:00:00
2022-01-05,7,22948,26563,21592,3591,6527,0,14012,0,1499,325,406,915,-456,-530,994,-530,0,0,0,2022-01-05 03:00:00
2022-01-05,9,22613,26283,21224,3458,6527,0,14012,0,1542,-177,-265,988,-456,-531,904,-99,0,0,0,2022-01-05 04:00:00
2022-01-05,11,23579,26451,22001,3278,6527,0,14012,0,1307,-236,-19,888,-334,-376,973,356,0,0,0,2022-01-05 05:00:00
2022-01-05,13,27451,28893,25536,3150,6527,0,14012,0,59,-59,-72,839,-456,-196,975,662,0,0,0,2022-01-05 06:00:00
2022-01-05,15,33041,34481,30648,3032,6527,0,14012,0,6,-376,8,627,-450,-8,913,693,0,0,0,2022-01-05 07:00:00
2022-01-05,17,37138,38490,34350,2795,6527,9,14012,0,8,-63,52,632,-451,-230,796,693,0,0,0,2022-01-05 08:00:00
2022-01-05,19,38813,39883,35701,2606,6527,1235,14012,0,7,716,576,406,-456,-7,859,693,0,0,0,2022-01-05 09:00:00
2022-01-05,21,38293,39436,34991,2537,6527,3124,14012,0,4,901,758,320,-456,-83,677,693,0,0,0,2022-01-05 10:00:00
2022-01-05,23,37716,39027,34265,2534,6527,4141,14012,0,3,643,602,474,-456,-252,807,693,0,0,0,2022-01-05 11:00:00
2022-01-05,25,37848,39187,34250,2406,6527,4632,14012,0,3,892,898,742,-456,-280,708,693,0,0,0,2022-01-05 12:00:00
2022-01-05,27,37817,39145,34167,2153,6527,4031,14012,0,3,1005,942,789,-457,-268,623,693,0,0,0,2022-01-05 13:00:00
2022-01-05,29,38422,39585,34767,1848,6527,2492,14012,0,3,1008,988,874,-455,-105,768,693,0,0,0,2022-01-05 14:00:00
2022-01-05,31,39780,41160,35976,1465,6527,715,14012,0,3,1008,991,638,-455,-322,551,693,0,0,0,2022-01-05 15:00:00
2022-01-05,33,42264,43511,38221,1213,6527,0,14012,0,11,1009,991,227,-439,-197,480,693,0,0,0,2022-01-05 16:00:00
2022-01-05,35,44173,45465,40168,1067,6527,0,14012,0,3,1007,991,694,-432,-257,962,693,0,0,0,2022-01-05 17:00:00
2022-01-05,37,43719,44824,39786,913,6527,0,14012,0,0,1007,991,705,-297,-208,1012,693,0,0,0,2022-01-05 18:00:00
2022-01-05,39,42343,43002,38527,777,6527,0,14012,0,9,1008,992,1050,-50,38,969,693,0,0,0,2022-01-05 19:00:00
2022-01-05,41,40370,40981,36703,670,6527,0,14012,0,11,1008,992,1051,70,38,895,693,0,0,0,2022-01-05 20:00:00
2022-01-05,43,37252,37858,33915,604,6527,0,14012,0,6,1008,991,1052,37,0,766,693,0,0,0,2022-01-05 21:00:00
2022-01-05,45,33884,34491,30884,563,6527,0,14012,0,7,1008,991,1052,82,67,775,693,0,0,0,2022-01-05 22:00:00
2022-01-05,47,29911,30527,27185,557,6527,0,14012,0,12,1004,988,862,72,-4,768,693,0,0,0,2022-01-05 23:00:00
2022-01-06,1,28289,28906,25785,587,6527,0,14012,0,17,1008,990,1029,148,39,724,693,0,0,0,2022-01-06 00:00:00
2022-01-06,3,28557,29487,26185,728,6527,0,14012,0,330,1008,991,1022,400,208,818,693,0,0,0,2022-01-06 01:00:00
2022-01-06,5,27288,29014,25149,939,6527,0,14012,0,1126,1009,991,865,402,260,802,693,0,0,0,2022-01-06 02:00:00
2022-01-06,7,26702,28772,24629,1244,6527,0,14012,0,1470,1009,968,689,383,481,502,693,0,0,0,2022-01-06 03:00:00
2022-01-06,9,26243,28424,24131,1568,6527,0,14012,0,1581,977,892,689,383,504,635,693,0,0,0,2022-01-06 04:00:00
2022-01-06,11,26567,27977,24636,1810,6527,0,14012,0,778,367,-32,264,383,504,423,693,0,0,0,2022-01-06 05:00:00
2022-01-06,13,29845,30623,27826,2023,6527,0,14012,0,82,687,394,-96,383,504,150,693,0,0,0,2022-01-06 06:00:00
2022-01-06,15,35429,36203,33117,2264,6527,0,14012,0,10,877,807,-104,273,504,-60,693,0,0,0,2022-01-06 07:00:00
2022-01-06,17,38151,39105,35655,2571,6527,9,14012,0,17,994,913,-337,273,504,137,693,0,0,0,2022-01-06 08:00:00
2022-01-06,19,39682,40435,37075,2941,6527,799,14012,0,16,1007,979,-137,273,504,539,693,0,0,0,2022-01-06 09:00:00
2022-01-06,21,40083,40691,37381,3311,6527,1462,14012,0,8,459,753,322,273,329,476,693,0,0,0,2022-01-06 10:00:00
2022-01-06,23,40442,41052,37745,3660,6527,1040,14012,0,10,679,856,332,273,302,356,693,0,0,0,2022-01-06 11:00:00
2022-01-06,25,41628,42235,38940,3925,6527,694,14012,0,7,180,745,645,273,155,923,692,0,0,0,2022-01-06 12:00:00
2022-01-06,27,41516,42123,38815,4103,6527,517,14012,0,7,319,612,570,272,3,890,598,0,0,0,2022-01-06 13:00:00
2022-01-06,29,40679,41286,38038,4173,6527,466,14012,0,7,367,483,439,215,0,881,488,0,0,0,2022-01-06 14:00:00
2022-01-06,31,40239,40846,37511,4052,6527,105,14012,0,7,562,554,289,265,0,711,454,0,0,0,2022-01-06 15:00:00
2022-01-06,33,42312,42919,39396,3896,6527,0,14012,0,7,569,608,432,279,138,795,667,0,0,0,2022-01-06 16:00:00
2022-01-06,35,43425,44027,40287,3931,6527,0,14012,0,2,321,297,948,136,23,659,693,0,0,0,2022-01-06 17:00:00
2022-01-06,37,42346,43023,39311,3898,6527,0,14012,0,3,-74,68,1051,115,0,934,693,0,0,0,2022-01-06 18:00:00
2022-01-06,39,40623,41235,37704,3667,6527,0,14012,0,12,502,324,1050,44,0,1017,693,0,0,0,2022-01-06 19:00:00
2022-01-06,41,37531,38159,34823,3574,6527,0,14012,0,7,818,560,1052,-21,0,1020,693,0,0,0,2022-01-06 20:00:00
2022-01-06,43,33885,34492,31588,3471,6527,0,14012,0,7,735,456,861,151,130,918,693,0,0,0,2022-01-06 21:00:00
2022-01-06,45,30041,31127,28027,3329,6527,0,14012,0,13,-243,-230,1037,266,195,997,693,0,0,0,2022-01-06 22:00:00
2022-01-06,47,26199,27346,24517,3308,6527,0,14012,0,14,-324,-209,1052,310,94,956,693,0,0,0,2022-01-06 23:00:00
2022-01-07,1,24747,25924,23070,3285,6527,0,14013,0,501,-62,-14,1052,267,106,998,693,0,0,0,2022-01-07 00:00:00
2022-01-07,3,25273,26997,23553,3312,6527,0,14013,0,1124,590,474,1051,312,326,1000,693,0,0,0,2022-01-07 01:00:00
2022-01-07,5,24348,26478,22725,3212,6527,0,14013,0,1530,444,183,1051,312,388,999,693,0,0,0,2022-01-07 02:00:00
2022-01-07,7,24070,26259,22396,3131,6527,0,14013,0,1589,544,262,1052,341,448,999,693,0,0,0,2022-01-07 03:00:00
2022-01-07,9,23443,25637,21790,3176,6527,0,14013,0,1531,246,-63,1052,347,416,999,693,0,0,0,2022-01-07 04:00:00
2022-01-07,11,24229,25811,22497,3236,6527,0,14013,0,677,-4,-301,1052,347,392,999,693,0,0,0,2022-01-07 05:00:00
2022-01-07,13,27693,28793,25652,3206,6527,0,14013,0,52,-207,-241,1051,314,266,1000,693,0,0,0,2022-01-07 06:00:00
2022-01-07,15,33609,35400,30946,3091,6527,0,14013,0,11,-660,-520,940,309,18,999,693,0,0,0,2022-01-07 07:00:00
2022-01-07,17,37411,38551,34273,3017,6527,6,14013,0,8,-532,191,666,104,0,928,693,0,0,0,2022-01-07 08:00:00
2022-01-07,19,39318,39959,35954,3047,6527,875,14013,0,6,693,875,689,-35,5,940,693,0,0,0,2022-01-07 09:00:00
2022-01-07,21,39190,39870,35744,3101,6527,2259,14013,0,5,976,985,809,-75,0,968,693,0,0,0,2022-01-07 10:00:00
2022-01-07,23,38965,39738,35546,3172,6527,2763,14013,0,7,1006,991,874,-166,0,903,693,0,0,0,2022-01-07 11:00:00
2022-01-07,25,39473,40122,36061,3093,6527,2183,14013,0,3,1007,991,1050,-46,0,765,693,0,0,0,2022-01-07 12:00:00
2022-01-07,27,39731,40497,36280,2747,6527,1736,14013,0,6,1007,992,754,-160,0,777,693,0,0,0,2022-01-07 13:00:00
2022-01-07,29,39931,40620,36659,2425,6527,612,14013,0,7,959,992,709,-82,0,977,693,0,0,0,2022-01-07 14:00:00
2022-01-07,31,40235,41153,36834,2253,6527,199,14013,0,8,1005,992,1050,-268,-42,999,693,0,0,0,2022-01-07 15:00:00
2022-01-07,33,42322,43240,38728,2123,6527,0,14013,0,5,1007,991,1047,-313,0,1019,693,0,0,0,2022-01-07 16:00:00
2022-01-07,35,43562,44676,39757,1953,6527,0,14013,0,0,1007,991,1052,-413,-101,1019,693,0,0,0,2022-01-07 17:00:00
2022-01-07,37,42911,43880,39132,1887,6527,0,14013,0,0,1007,992,1051,-369,0,1005,693,0,0,0,2022-01-07 18:00:00
2022-01-07,39,41064,41869,37449,1759,6527,0,14013,0,5,1008,991,1051,-200,0,718,693,0,0,0,2022-01-07 19:00:00
2022-01-07,41,38756,39364,35366,1660,6527,0,14013,0,8,943,992,1052,17,55,421,693,0,0,0,2022-01-07 20:00:00
2022-01-07,43,35805,36412,32692,1639,6527,0,14013,0,7,1006,991,918,266,44,491,693,0,0,0,2022-01-07 21:00:00
2022-01-07,45,32223,32834,29373,1492,6527,0,14013,0,11,782,877,677,381,344,275,693,0,0,0,2022-01-07 22:00:00
2022-01-07,47,29311,29958,26694,1447,6527,0,14013,0,47,999,983,1049,335,437,567,693,0,0,0,2022-01-07 23:00:00
2022-01-08,1,27774,28401,25392,1506,6527,0,14013,0,27,637,992,1052,325,320,767,693,0,0,0,2022-01-08 00:00:00
2022-01-08,3,27703,28320,25426,1604,6527,0,14013,0,17,906,992,1051,402,504,791,693,0,0,0,2022-01-08 01:00:00
2022-01-08,5,26034,26651,24040,1852,6527,0,14013,0,17,909,992,1052,402,504,801,693,0,0,0,2022-01-08 02:00:00
2022-01-08,7,24749,26336,22835,2221,6527,0,14013,0,987,882,963,1052,282,504,921,693,0,0,0,2022-01-08 03:00:00
2022-01-08,9,23201,25193,21504,2627,6527,0,14013,0,1392,158,708,1051,282,504,519,693,0,0,0,2022-01-08 04:00:00
2022-01-08,11,22834,25151,21281,3017,6527,0,14013,0,1338,-379,382,971,282,504,236,693,0,0,0,2022-01-08 05:00:00
2022-01-08,13,23980,26033,22390,3367,6527,0,14013,0,1113,-289,-51,635,282,504,343,693,0,0,0,2022-01-08 06:00:00
2022-01-08,15,26275,27672,24552,3634,6527,0,14013,0,243,-40,-514,371,311,504,53,693,0,0,0,2022-01-08 07:00:00
2022-01-08,17,28958,30649,26969,3669,6527,0,14013,0,6,-331,-754,674,297,290,375,693,0,0,0,2022-01-08 08:00:00
2022-01-08,19,32264,32875,29763,3451,6527,52,14013,0,11,545,240,1025,316,224,847,693,0,0,0,2022-01-08 09:00:00
2022-01-08,21,34316,34920,31441,3443,6527,215,14013,0,4,145,383,898,269,115,914,693,0,0,0,2022-01-08 10:00:00
2022-01-08,23,35444,36051,32568,3378,6527,307,14013,0,7,865,840,1050,300,72,996,693,0,0,0,2022-01-08 11:00:00
2022-01-08,25,36322,36930,33301,3049,6527,323,14013,0,8,902,916,1051,299,19,1000,693,0,0,0,2022-01-08 12:00:00
2022-01-08,27,36452,37059,33425,2856,6527,595,14013,0,7,1003,987,1051,267,0,1000,693,0,0,0,2022-01-08 13:00:00
2022-01-08,29,35737,36341,32827,2743,6527,382,14013,0,4,1007,991,1051,298,147,1000,693,0,0,0,2022-01-08 14:00:00
2022-01-08,31,35798,36401,32831,2626,6527,127,14013,0,3,1007,991,1051,278,75,1000,693,0,0,0,2022-01-08 15:00:00
2022-01-08,33,37206,37819,34143,2697,6527,0,14013,0,13,1007,992,1051,278,175,1019,693,0,0,0,2022-01-08 16:00:00
2022-01-08,35,39170,39775,35902,2973,6527,0,14013,0,5,1007,991,1052,134,92,1019,693,0,0,0,2022-01-08 17:00:00
2022-01-08,37,38995,39600,35760,3075,6527,0,14013,0,5,1007,991,1052,172,0,1020,693,0,0,0,2022-01-08 18:00:00
2022-01-08,39,36701,37308,33631,3084,6527,0,14013,0,7,1007,991,1005,197,71,1019,693,0,0,0,2022-01-08 19:00:00
2022-01-08,41,33891,34498,31050,3133,6527,0,14013,0,7,1007,991,1052,248,0,1019,693,0,0,0,2022-01-08 20:00:00
2022-01-08,43,31338,31944,28721,3136,6527,0,14013,0,6,1007,991,1051,245,225,1000,693,0,0,0,2022-01-08 21:00:00
2022-01-08,45,28763,29375,26428,3044,6527,0,14013,0,12,927,968,829,214,110,999,693,0,0,0,2022-01-08 22:00:00
2022-01-08,47,26233,26990,23971,2939,6527,0,14013,0,157,724,990,850,180,68,1000,693,0,0,0,2022-01-08 23:00:00
2022-01-09,1,24924,26235,22784,2810,6527,0,14013,0,711,642,991,924,302,330,1000,693,0,0,0,2022-01-09 00:00:00
2022-01-09,3,24929,26540,22839,2804,6527,0,14013,0,1011,661,968,924,303,466,1000,693,0,0,0,2022-01-09 01:00:00
2022-01-09,5,23788,25800,21779,2768,6527,0,14013,0,1412,539,859,789,303,412,1000,693,0,0,0,2022-01-09 02:00:00
2022-01-09,7,22878,24953,20874,2573,6527,0,14013,0,1475,748,938,414,317,443,999,511,0,0,0,2022-01-09 03:00:00
2022-01-09,9,22137,24287,20220,2510,6527,0,14013,0,1550,734,921,187,318,453,952,266,0,0,0,2022-01-09 04:00:00
2022-01-09,11,22147,24155,20152,2443,6527,0,14013,0,1408,370,768,715,318,407,997,377,0,0,0,2022-01-09 05:00:00
2022-01-09,13,23464,25522,21352,2288,6527,0,14013,0,1458,434,977,926,318,445,999,353,0,0,0,2022-01-09 06:00:00
