SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2024-01-01,1,21783,23466,19539,2804,6488,0,16793,0,808,-71,417,-4,666,-179,-92,905,62,998,572,0,2024-01-01 00:00:00
2024-01-01,3,22194,24754,20070,2868,6488,0,16793,0,1441,466,834,-4,661,-118,-1,807,-396,997,422,0,2024-01-01 01:00:00
2024-01-01,5,20619,23977,18674,2933,6488,0,16793,0,1454,595,53,-5,661,-340,-103,537,-856,998,28,0,2024-01-01 02:00:00
2024-01-01,7,19345,23815,17561,2987,6488,0,16793,0,1530,988,361,-5,546,-340,-326,414,-1328,995,-341,0,2024-01-01 03:00:00
2024-01-01,9,18365,23164,16612,3000,6488,0,16793,0,1526,1087,225,-5,271,-340,-452,596,-1444,994,-432,0,2024-01-01 04:00:00
2024-01-01,11,18079,22998,16430,2929,6488,0,16793,0,1491,1290,1057,-5,293,-340,-528,584,-1452,113,-503,0,2024-01-01 05:00:00
2024-01-01,13,18847,23724,17203,2769,6488,0,16793,0,1464,1280,1404,-5,129,-340,-529,796,-1453,169,-486,0,2024-01-01 06:00:00
2024-01-01,15,19917,24451,18213,2603,6488,0,16793,0,1035,1619,1602,-4,103,-340,-529,691,-1453,394,-573,0,2024-01-01 07:00:00
2024-01-01,17,21582,24982,19824,2448,6488,0,16793,0,407,1145,1892,-4,151,-450,-529,988,-1218,686,-192,0,2024-01-01 08:00:00
2024-01-01,19,23168,25578,21239,2248,6488,741,16793,0,58,1257,1995,-4,417,-450,-529,999,-769,525,449,0,2024-01-01 09:00:00
2024-01-01,21,24471,26631,22359,2030,6488,2280,16793,0,330,929,1999,-4,975,-388,-530,999,-308,969,761,0,2024-01-01 10:00:00
2024-01-01,23,25947,27435,23632,1844,6488,2892,16793,0,17,634,2000,-4,1003,-337,-530,999,33,998,780,0,2024-01-01 11:00:00
2024-01-01,25,27852,29324,25408,1643,6488,2172,16793,0,13,897,2001,-4,1003,-325,-530,999,469,998,780,0,2024-01-01 12:00:00
2024-01-01,27,29377,30790,26831,1408,6488,1532,16793,0,7,541,2001,-4,1003,-271,-531,999,919,998,780,0,2024-01-01 13:00:00
2024-01-01,29,30374,31735,27668,1242,6488,545,16793,0,8,216,2000,-4,1003,-235,-514,999,1353,998,780,0,2024-01-01 14:00:00
2024-01-01,31,31758,32988,28907,1231,6488,41,16793,0,11,300,2001,-4,1003,-235,-380,999,1399,998,780,0,2024-01-01 15:00:00
2024-01-01,33,33787,34542,30682,1365,6488,0,16793,0,5,466,2000,-4,544,-64,-82,1018,1399,998,780,0,2024-01-01 16:00:00
2024-01-01,35,34845,35637,31786,1590,6488,0,16793,0,4,900,2000,-4,950,-184,0,1019,1399,998,780,0,2024-01-01 17:00:00
2024-01-01,37,33608,34319,30891,1924,6488,0,16793,0,5,1512,2000,-4,530,-102,25,1019,1399,997,780,0,2024-01-01 18:00:00
2024-01-01,39,31674,32416,29302,2338,6488,0,16793,0,11,2355,1999,-4,697,-118,-9,1019,995,997,780,0,2024-01-01 19:00:00
2024-01-01,41,28786,29550,26661,2764,6488,0,16793,0,11,3450,1999,-4,569,-149,0,1019,545,997,251,0,2024-01-01 20:00:00
2024-01-01,43,26182,27632,24362,3126,6488,0,16793,0,283,4545,1921,-4,-415,-148,0,948,96,997,5,0,2024-01-01 21:00:00
2024-01-01,45,23495,25494,22053,3384,6488,0,16793,0,219,4980,1244,-4,112,-67,-4,589,-358,864,-747,0,2024-01-01 22:00:00
2024-01-01,47,20807,25128,19640,3668,6488,0,16793,0,740,5284,1090,-4,-532,-206,-64,-617,-820,822,-738,0,2024-01-01 23:00:00
2024-01-02,1,20056,24530,18924,3781,6488,0,16794,0,977,4651,316,-4,-628,-322,-166,137,-1292,913,-485,0,2024-01-02 00:00:00
2024-01-02,3,20055,25169,19000,3630,6488,0,16794,0,699,4718,490,-4,-732,-330,-144,-397,-1440,994,-768,0,2024-01-02 01:00:00
2024-01-02,5,19219,24634,18219,3420,6488,0,16794,0,1212,4158,799,-4,-580,-328,-446,79,-1451,923,-794,0,2024-01-02 02:00:00
2024-01-02,7,18649,23793,17505,3110,6488,0,16794,0,919,3252,892,-4,-550,-330,-495,96,-1452,918,-794,0,2024-01-02 03:00:00
2024-01-02,9,18450,23893,17226,2753,6488,0,16794,0,1189,3374,722,-5,-512,-330,-530,-31,-1452,994,-794,0,2024-01-02 04:00:00
2024-01-02,11,18986,23529,17625,2438,6488,0,16794,0,1178,3250,802,-5,-547,-330,-530,15,-1027,791,-326,0,2024-01-02 05:00:00
2024-01-02,13,21950,25351,20389,2185,6488,0,16794,0,405,3469,1552,-4,-837,-330,-530,0,-560,985,-135,0,2024-01-02 06:00:00
2024-01-02,15,26131,28582,24449,2012,6488,0,16794,0,21,3525,1959,-4,-762,-431,-530,580,-103,998,261,0,2024-01-02 07:00:00
2024-01-02,17,29817,31589,28033,1877,6488,0,16794,0,188,3745,2001,-4,399,-450,-530,928,349,998,744,0,2024-01-02 08:00:00
2024-01-02,19,33278,34876,31316,1786,6488,14,16794,0,14,3632,2001,-4,481,-450,-530,901,797,998,759,0,2024-01-02 09:00:00
2024-01-02,21,34541,36142,32324,1756,6488,126,16794,0,16,3083,2001,-4,418,-450,-531,967,938,998,749,0,2024-01-02 10:00:00
2024-01-02,23,34943,36539,32503,1766,6488,302,16794,0,12,2318,1198,-4,928,-450,-530,998,1352,999,773,0,2024-01-02 11:00:00
2024-01-02,25,36134,37622,33577,1841,6488,439,16794,0,13,2333,2000,-4,601,-450,-421,999,1398,997,773,0,2024-01-02 12:00:00
2024-01-02,27,36082,37278,33379,1965,6488,523,16794,0,11,1941,2000,-4,473,-449,-132,999,1399,997,773,0,2024-01-02 13:00:00
2024-01-02,29,35320,36347,32669,2086,6488,543,16794,0,13,1505,2000,-4,131,-401,-9,999,1398,998,615,0,2024-01-02 14:00:00
2024-01-02,31,35716,36783,32983,2201,6488,206,16794,0,11,1051,2002,-4,670,-332,-120,999,1361,998,627,0,2024-01-02 15:00:00
2024-01-02,33,36546,37911,33601,2330,6488,0,16794,0,6,720,2001,-4,327,-444,-311,1016,1393,998,742,0,2024-01-02 16:00:00
2024-01-02,35,38382,39946,35312,2417,6488,0,16794,0,4,616,2000,-4,967,-449,-507,1019,1397,997,0,0,2024-01-02 17:00:00
2024-01-02,37,37716,39306,34775,2426,6488,0,16794,0,6,775,2001,-4,945,-450,-530,1019,1393,998,0,0,2024-01-02 18:00:00
2024-01-02,39,35256,36854,32489,2412,6488,0,16794,0,14,1194,2000,-4,1001,-450,-530,1019,1390,998,0,0,2024-01-02 19:00:00
2024-01-02,41,32805,34401,30315,2395,6488,0,16794,0,11,1337,2000,-4,735,-450,-531,1014,1113,997,0,0,2024-01-02 20:00:00
2024-01-02,43,30514,32107,28281,2367,6488,0,16794,0,10,1679,2000,-4,728,-450,-529,1000,678,997,0,0,2024-01-02 21:00:00
2024-01-02,45,27828,29424,25717,2345,6488,0,16794,0,11,1621,2000,-4,712,-450,-531,999,228,997,645,0,2024-01-02 22:00:00
2024-01-02,47,24093,26209,22276,2305,6488,0,16794,0,588,1806,1746,-4,478,-450,-474,905,138,997,777,0,2024-01-02 23:00:00
2024-01-03,1,23097,25678,21471,2250,6488,0,16796,0,1122,1611,1769,-4,544,-339,-516,901,534,997,777,0,2024-01-03 00:00:00
2024-01-03,3,23085,25665,21522,2210,6488,0,16796,0,1250,1846,1844,-4,758,-330,-396,906,641,985,777,0,2024-01-03 01:00:00
2024-01-03,5,22296,24908,20869,2140,6488,0,16796,0,1147,2132,1898,-4,381,-330,-531,906,244,997,576,0,2024-01-03 02:00:00
2024-01-03,7,21820,24513,20414,2085,6488,0,16796,0,1227,2177,1900,-4,321,-331,-531,906,17,997,325,0,2024-01-03 03:00:00
2024-01-03,9,21363,23954,19953,2050,6488,0,16796,0,1125,2341,1713,-4,291,-331,-531,902,339,997,154,0,2024-01-03 04:00:00
2024-01-03,11,21865,24312,20415,1992,6488,0,16796,0,980,2506,1447,-5,317,-331,-531,807,780,998,437,0,2024-01-03 05:00:00
2024-01-03,13,25087,26769,23392,1899,6488,0,16796,0,175,2425,1824,-4,610,-372,-531,757,1229,944,531,0,2024-01-03 06:00:00
2024-01-03,15,29473,30854,27504,1800,6488,0,16796,0,19,2458,1898,-4,301,-343,-415,839,1386,994,766,0,2024-01-03 07:00:00
2024-01-03,17,32399,33995,30253,1721,6488,3,16796,0,12,1982,1994,-4,825,-450,-530,933,1398,998,780,0,2024-01-03 08:00:00
2024-01-03,19,33798,35392,31380,1679,6488,539,16796,0,9,2514,2000,-4,948,-450,-531,959,1397,998,780,0,2024-01-03 09:00:00
2024-01-03,21,33965,35559,31434,1685,6488,1336,16796,0,9,2533,2000,-4,1001,-450,-531,998,1398,997,780,0,2024-01-03 10:00:00
2024-01-03,23,34057,35467,31433,1699,6488,1783,16796,0,12,2106,2000,-4,1003,-409,-385,999,1399,996,780,0,2024-01-03 11:00:00
2024-01-03,25,34751,36021,32051,1704,6488,2149,16796,0,9,2029,2000,-4,1003,-447,-210,999,1399,997,780,0,2024-01-03 12:00:00
2024-01-03,27,34955,36010,32255,1697,6488,1883,16796,0,8,1987,2000,-4,1003,-370,-73,999,1399,997,780,0,2024-01-03 13:00:00
2024-01-03,29,35488,36347,32855,1704,6488,1074,16796,0,6,2514,2000,-4,451,-249,0,999,1399,998,780,0,2024-01-03 14:00:00
2024-01-03,31,35789,36978,33150,1776,6488,257,16796,0,12,2496,2000,-4,-400,-173,0,999,1398,997,780,0,2024-01-03 15:00:00
2024-01-03,33,37642,39240,34768,1856,6488,0,16796,0,6,2997,2001,-4,-988,32,56,1018,1397,997,780,0,2024-01-03 16:00:00
2024-01-03,35,39360,40561,36147,1899,6488,0,16796,0,6,2733,2000,-4,-591,29,0,1019,1397,997,780,0,2024-01-03 17:00:00
2024-01-03,37,39380,40526,36257,1935,6488,0,16796,0,8,3008,1999,-4,-534,155,0,934,1397,997,780,0,2024-01-03 18:00:00
2024-01-03,39,37641,38277,34727,1961,6488,0,16796,0,16,2696,1999,-4,448,-16,0,1016,1397,997,780,0,2024-01-03 19:00:00
2024-01-03,41,35027,36006,32383,1989,6488,0,16796,0,13,2596,1999,-4,981,-298,-64,1019,1397,997,780,0,2024-01-03 20:00:00
2024-01-03,43,32094,33359,29732,2013,6488,0,16796,0,11,2697,2000,-4,1003,-451,-199,1000,1397,997,780,0,2024-01-03 21:00:00
2024-01-03,45,28309,29677,26200,2014,6488,0,16796,0,10,2810,1583,-4,813,-451,-303,953,1398,997,658,0,2024-01-03 22:00:00
2024-01-03,47,25182,26270,23277,1962,6488,0,16796,0,14,2949,927,-4,285,-437,-33,290,1398,998,649,0,2024-01-03 23:00:00
2024-01-04,1,23915,25600,22122,1896,6488,0,16798,0,747,3063,874,-4,157,-334,0,255,1399,997,649,0,2024-01-04 00:00:00
2024-01-04,3,24144,26186,22383,1854,6488,0,16798,0,1196,2873,1288,-4,2,-242,0,441,1399,997,582,0,2024-01-04 01:00:00
2024-01-04,5,23318,26024,21596,1811,6488,0,16798,0,1515,2341,1330,-4,-98,-450,-39,975,1399,997,510,0,2024-01-04 02:00:00
2024-01-04,7,22456,25149,20736,1766,6488,0,16798,0,1486,2365,1282,-5,-104,-450,-48,953,1251,997,572,0,2024-01-04 03:00:00
2024-01-04,9,21733,24393,20034,1708,6488,0,16798,0,1463,2334,1167,-5,95,-450,-142,903,912,998,577,0,2024-01-04 04:00:00
2024-01-04,11,22201,25033,20500,1612,6488,0,16798,0,1452,2498,1361,-5,-185,-450,-140,787,1022,796,577,0,2024-01-04 05:00:00
2024-01-04,13,25595,27473,23637,1469,6488,0,16798,0,530,2879,1376,-4,-474,-270,0,642,1219,754,544,0,2024-01-04 06:00:00
2024-01-04,15,30670,32731,28381,1325,6488,0,16798,0,35,2314,678,-4,-989,-320,0,-57,837,544,-56,0,2024-01-04 07:00:00
2024-01-04,17,34051,36546,31431,1207,6488,3,16798,0,16,1828,1355,-4,-1014,-435,-125,-301,1193,487,0,0,2024-01-04 08:00:00
2024-01-04,19,35773,38078,32920,1102,6488,921,16798,0,10,1771,1197,-4,-835,-428,-428,649,1381,620,162,0,2024-01-04 09:00:00
2024-01-04,21,35808,37399,32815,1002,6488,1893,16798,0,6,1376,1443,-4,-3,-450,-528,693,1131,624,214,0,2024-01-04 10:00:00
2024-01-04,23,35986,37573,32969,906,6488,2141,16798,0,4,932,1970,-4,0,-450,-529,698,1300,831,349,0,2024-01-04 11:00:00
2024-01-04,25,36775,38364,33666,819,6488,1846,16798,0,6,767,2000,-4,111,-450,-529,902,1390,842,316,0,2024-01-04 12:00:00
2024-01-04,27,37632,39220,34517,737,6488,1228,16798,0,5,836,1952,-4,409,-450,-529,942,1399,965,289,0,2024-01-04 13:00:00
2024-01-04,29,37784,39379,34642,683,6488,541,16798,0,12,1024,1998,-4,239,-450,-529,883,1333,957,287,0,2024-01-04 14:00:00
2024-01-04,31,38282,40035,35069,682,6488,121,16798,0,5,1288,2000,-4,212,-450,-529,994,960,995,-165,0,2024-01-04 15:00:00
2024-01-04,33,38978,41477,35624,714,6488,0,16798,0,5,1621,1999,-4,-803,-450,-529,1018,1320,997,-108,0,2024-01-04 16:00:00
2024-01-04,35,40434,42520,36895,759,6488,0,16798,0,4,1761,1999,-4,-398,-451,-529,1019,1394,997,0,0,2024-01-04 17:00:00
2024-01-04,37,40394,42903,36898,791,6488,0,16798,0,5,1536,1998,-4,-210,-451,-529,1019,1237,997,-710,0,2024-01-04 18:00:00
2024-01-04,39,39368,41146,36049,804,6488,0,16798,0,13,1274,1998,-4,791,-451,-529,1019,1033,997,-181,0,2024-01-04 19:00:00
2024-01-04,41,36300,38033,33186,828,6488,0,16798,0,12,1253,1998,-4,600,-452,-530,1019,907,893,-135,0,2024-01-04 20:00:00
2024-01-04,43,33630,35161,30750,863,6488,0,16798,0,12,1473,1940,-4,734,-374,-530,1000,925,768,-11,0,2024-01-04 21:00:00
2024-01-04,45,30025,31419,27477,896,6488,0,16798,0,8,1602,1775,-4,820,-252,-530,975,594,678,0,0,2024-01-04 22:00:00
2024-01-04,47,26754,28164,24470,910,6488,0,16798,0,10,922,1732,-4,766,-307,-489,809,957,978,0,0,2024-01-04 23:00:00
2024-01-05,1,25277,27062,23138,915,6488,0,16801,0,505,657,1609,-4,700,-442,-234,921,1358,997,130,0,2024-01-05 00:00:00
2024-01-05,3,25208,27166,23103,954,6488,0,16801,0,908,708,1418,-4,220,-411,-35,899,1399,997,164,0,2024-01-05 01:00:00
2024-01-05,5,24113,26706,22149,1002,6488,0,16801,0,1505,894,1244,-4,239,-414,-70,768,995,997,102,0,2024-01-05 02:00:00
2024-01-05,7,23208,25723,21231,1071,6488,0,16801,0,1492,820,1264,-4,169,-408,-11,780,564,997,97,0,2024-01-05 03:00:00
2024-01-05,9,22149,24560,20213,1137,6488,0,16801,0,1476,955,1437,-4,135,-185,-19,841,118,997,-127,0,2024-01-05 04:00:00
2024-01-05,11,21895,23810,19984,1153,6488,0,16801,0,874,1206,1496,-4,154,0,0,756,3,691,-437,0,2024-01-05 05:00:00
2024-01-05,13,26376,27096,24229,1124,6488,0,16801,0,15,872,1268,-4,130,-15,40,-53,-5,834,-28,0,2024-01-05 06:00:00
2024-01-05,15,31158,32668,28676,1092,6488,0,16801,0,52,324,690,-4,117,-290,-16,140,-368,435,-180,0,2024-01-05 07:00:00
2024-01-05,17,34615,35789,31858,1093,6488,0,16801,0,14,-81,1415,-4,128,-433,-76,478,-47,565,57,0,2024-01-05 08:00:00
2024-01-05,19,36629,37861,33657,1118,6488,343,16801,0,13,-39,1463,-4,178,-450,-160,845,-5,896,186,0,2024-01-05 09:00:00
2024-01-05,21,36748,38098,33691,1138,6488,1012,16801,0,12,-346,1684,-4,-96,-450,-183,685,-5,935,439,0,2024-01-05 10:00:00
2024-01-05,23,37130,38321,34022,1149,6488,1816,16801,0,12,-222,1957,-4,127,-394,-176,921,-5,944,476,0,2024-01-05 11:00:00
2024-01-05,25,37173,38520,34000,1182,6488,2225,16801,0,9,-147,1971,-4,-244,-387,-103,955,136,902,477,0,2024-01-05 12:00:00
2024-01-05,27,36996,38619,33856,1198,6488,1826,16801,0,8,-72,1808,-4,-548,-407,-56,825,300,945,232,0,2024-01-05 13:00:00
2024-01-05,29,36333,37442,33230,1179,6488,1084,16801,0,7,319,1169,-4,-198,-278,-22,475,277,909,13,0,2024-01-05 14:00:00
2024-01-05,31,37043,38096,33937,1175,6488,267,16801,0,12,430,1833,-4,480,-332,-105,961,25,885,59,0,2024-01-05 15:00:00
2024-01-05,33,38136,39310,34883,1176,6488,0,16801,0,10,557,1499,-4,325,-278,-282,970,266,968,531,0,2024-01-05 16:00:00
2024-01-05,35,40025,41457,36467,1156,6488,0,16801,0,4,45,1628,-4,660,-403,-421,779,640,996,560,0,2024-01-05 17:00:00
2024-01-05,37,39352,40836,35900,1131,6488,0,16801,0,5,178,1818,-4,981,-399,-476,868,457,997,583,0,2024-01-05 18:00:00
2024-01-05,39,38048,39428,34765,1103,6488,0,16801,0,15,480,1991,-4,1003,-325,-436,1014,833,953,742,0,2024-01-05 19:00:00
2024-01-05,41,35475,36754,32374,1073,6488,0,16801,0,11,299,2000,-4,631,-398,-266,1019,952,862,367,0,2024-01-05 20:00:00
2024-01-05,43,32909,34089,30014,1039,6488,0,16801,0,10,434,1996,-4,902,-450,-116,799,1243,952,338,0,2024-01-05 21:00:00
2024-01-05,45,29858,31138,27273,1014,6488,0,16801,0,6,587,1958,-4,689,-450,-220,835,872,960,183,0,2024-01-05 22:00:00
2024-01-05,47,27017,28473,24635,995,6488,0,16801,0,6,492,1997,-4,990,-428,-418,994,1229,994,745,0,2024-01-05 23:00:00
2024-01-06,1,25543,26532,23364,970,6488,0,16801,0,2,910,1999,-4,1003,-233,-150,999,1386,997,785,0,2024-01-06 00:00:00
2024-01-06,3,25517,26337,23433,947,6488,0,16801,0,2,882,1975,-4,1003,-214,0,999,1399,996,786,0,2024-01-06 01:00:00
2024-01-06,5,24197,25825,22198,928,6488,0,16801,0,725,901,1998,-4,953,-260,-39,999,1399,996,785,0,2024-01-06 02:00:00
2024-01-06,7,23400,25487,21451,939,6488,0,16801,0,1156,916,1956,-4,912,-260,-67,999,1399,996,786,0,2024-01-06 03:00:00
2024-01-06,9,22479,24534,20592,960,6488,0,16801,0,1158,1013,1998,-4,507,-260,-33,999,1399,996,785,0,2024-01-06 04:00:00
2024-01-06,11,22448,24174,20563,954,6488,0,16801,0,835,1015,1726,-4,492,-260,-27,956,1036,997,664,0,2024-01-06 05:00:00
2024-01-06,13,23815,24891,21811,918,6488,0,16801,0,133,1172,1860,-4,455,-339,0,913,1059,996,599,0,2024-01-06 06:00:00
2024-01-06,15,25876,26937,23677,884,6488,0,16801,0,7,1438,1501,-4,373,-450,0,809,663,935,124,0,2024-01-06 07:00:00
2024-01-06,17,28475,30070,26059,878,6488,1,16801,0,5,1718,1636,-4,-381,-435,-170,623,693,892,0,0,2024-01-06 08:00:00
2024-01-06,19,30820,32608,28156,888,6488,811,16801,0,6,1313,1418,-4,-392,-428,-358,746,1103,991,137,0,2024-01-06 09:00:00
2024-01-06,21,31296,32999,28447,891,6488,2669,16801,0,6,1057,1328,-4,-214,-450,-429,674,1372,998,144,0,2024-01-06 10:00:00
2024-01-06,23,30992,32575,28050,890,6488,3529,16801,0,8,685,995,-4,289,-450,-521,484,1398,998,12,0,2024-01-06 11:00:00
2024-01-06,25,31187,32777,28175,905,6488,3734,16801,0,5,784,674,-4,446,-450,-531,558,1183,998,136,0,2024-01-06 12:00:00
2024-01-06,27,31657,33250,28668,904,6488,3114,16801,0,8,630,1499,-4,511,-450,-531,713,1226,997,8,0,2024-01-06 13:00:00
2024-01-06,29,32000,33656,29002,877,6488,1957,16801,0,10,566,1498,-4,394,-450,-531,960,854,996,-61,0,2024-01-06 14:00:00
2024-01-06,31,33011,34589,29967,879,6488,611,16801,0,16,573,1499,-4,504,-450,-508,949,935,998,0,0,2024-01-06 15:00:00
2024-01-06,33,35685,37280,32392,914,6488,0,16801,0,10,475,1498,-4,939,-450,-531,992,1352,997,624,0,2024-01-06 16:00:00
2024-01-06,35,38215,39806,34691,940,6488,0,16801,0,6,816,1498,-4,956,-450,-531,1018,1399,997,775,0,2024-01-06 17:00:00
2024-01-06,37,38188,39778,34724,945,6488,0,16801,0,5,929,1499,-4,958,-450,-531,980,1399,998,741,0,2024-01-06 18:00:00
2024-01-06,39,36264,37861,32895,927,6488,0,16801,0,12,252,1495,-4,991,-450,-531,1018,1399,997,625,0,2024-01-06 19:00:00
2024-01-06,41,34511,36104,31372,910,6488,0,16801,0,8,332,1487,-4,921,-450,-531,1019,1085,997,439,0,2024-01-06 20:00:00
2024-01-06,43,31761,33175,28902,893,6488,0,16801,0,5,471,1499,-4,574,-319,-486,1000,1140,907,458,0,2024-01-06 21:00:00
2024-01-06,45,29526,30988,26825,874,6488,0,16801,0,2,283,1499,-4,691,-438,-418,904,748,747,250,0,2024-01-06 22:00:00
2024-01-06,47,26801,28387,24311,832,6488,0,16801,0,2,216,1498,-4,839,-449,-531,921,924,968,597,0,2024-01-06 23:00:00
2024-01-07,1,25833,27420,23457,785,6488,0,16802,0,2,-278,1498,-4,982,-450,-531,997,1352,995,577,0,2024-01-07 00:00:00
2024-01-07,3,25654,27689,23385,783,6488,0,16802,0,562,-606,1498,-4,1003,-450,-419,952,1399,996,704,0,2024-01-07 01:00:00
2024-01-07,5,24404,26843,22246,790,6488,0,16802,0,854,-635,1498,-4,882,-450,-531,926,1360,997,694,0,2024-01-07 02:00:00
2024-01-07,7,23565,26322,21392,828,6488,0,16802,0,1172,-530,1498,-4,702,-450,-531,877,1060,996,669,0,2024-01-07 03:00:00
2024-01-07,9,22808,25862,20615,874,6488,0,16802,0,1469,-679,1498,-4,865,-450,-531,947,878,997,756,0,2024-01-07 04:00:00
2024-01-07,11,22764,25630,20489,881,6488,0,16802,0,1281,-762,1498,-4,817,-450,-531,938,857,996,520,0,2024-01-07 05:00:00
2024-01-07,13,23540,26206,21253,844,6488,0,16802,0,1151,-362,1498,-4,887,-450,-461,937,762,996,435,0,2024-01-07 06:00:00
2024-01-07,15,25018,26849,22606,800,6488,0,16802,0,348,186,1499,-4,779,-450,-429,738,348,932,160,0,2024-01-07 07:00:00
2024-01-07,17,27411,28764,24795,780,6488,1,16802,0,10,26,1497,-4,721,-441,-298,950,402,992,388,0,2024-01-07 08:00:00
2024-01-07,19,29973,31416,27137,774,6488,709,16802,0,7,-211,1497,-4,949,-441,-391,998,490,997,582,0,2024-01-07 09:00:00
2024-01-07,21,31644,33217,28573,784,6488,2141,16802,0,7,-162,1498,-4,822,-450,-512,999,902,997,661,0,2024-01-07 10:00:00
2024-01-07,23,32237,33829,29013,795,6488,3006,16802,0,7,-533,1497,-4,915,-450,-531,931,1351,997,736,0,2024-01-07 11:00:00
2024-01-07,25,33096,34691,29745,802,6488,3139,16802,0,10,-690,1497,-4,1000,-450,-531,997,1399,997,782,0,2024-01-07 12:00:00
2024-01-07,27,33617,35211,30271,797,6488,2317,16802,0,9,-196,481,-4,1003,-450,-531,999,1399,998,786,0,2024-01-07 13:00:00
2024-01-07,29,34205,35800,30887,765,6488,1501,16802,0,10,-170,1946,-4,983,-450,-531,999,1098,996,630,0,2024-01-07 14:00:00
2024-01-07,31,35839,37435,32397,727,6488,413,16802,0,11,-330,1999,-4,1003,-450,-531,999,1128,996,261,0,2024-01-07 15:00:00
2024-01-07,33,38233,39833,34526,719,6488,0,16802,0,14,-592,1999,-4,1003,-451,-531,876,1370,997,437,0,2024-01-07 16:00:00
2024-01-07,35,41102,42699,37187,733,6488,0,16802,0,10,-173,1999,-4,1003,-452,-531,1014,1398,997,754,0,2024-01-07 17:00:00
2024-01-07,37,40475,42073,36694,744,6488,0,16802,0,11,22,1998,-4,1004,-452,-531,1019,1397,997,783,0,2024-01-07 18:00:00
2024-01-07,39,38676,40274,35034,737,6488,0,16802,0,11,-730,1998,-4,1003,-452,-531,1018,1398,997,773,0,2024-01-07 19:00:00
2024-01-07,41,36166,37759,32732,731,6488,0,16802,0,7,-563,1998,-4,1003,-451,-531,1019,1302,997,763,0,2024-01-07 20:00:00
2024-01-07,43,33126,34553,29978,733,6488,0,16802,0,3,-310,1951,-4,740,-443,-377,819,890,936,585,0,2024-01-07 21:00:00
2024-01-07,45,30206,31558,27303,741,6488,0,16802,0,2,-131,1795,-4,821,-451,-295,872,440,771,528,0,2024-01-07 22:00:00
2024-01-07,47,26741,28132,24150,757,6488,0,16802,0,2,-29,1905,-4,872,-406,-379,995,797,967,681,0,2024-01-07 23:00:00
2024-01-08,1,25765,27690,23345,770,6488,0,16804,0,615,214,1975,-4,1002,-371,-335,977,1246,970,735,0,2024-01-08 00:00:00
2024-01-08,3,25999,28246,23619,782,6488,0,16804,0,968,314,1929,-4,1003,-371,-304,998,1388,911,719,0,2024-01-08 01:00:00
2024-01-08,5,24984,27616,22700,811,6488,0,16804,0,1479,73,1995,-4,1002,-371,-178,999,1393,958,716,0,2024-01-08 02:00:00
2024-01-08,7,24507,27053,22138,875,6488,0,16804,0,1463,-216,1987,-4,1004,-371,-108,999,1005,905,716,0,2024-01-08 03:00:00
2024-01-08,9,24109,26526,21744,956,6488,0,16804,0,1440,78,1488,-4,640,-315,-58,945,557,859,400,0,2024-01-08 04:00:00
2024-01-08,11,24475,25547,22150,1031,6488,0,16804,0,302,687,18,-4,-96,-46,-24,32,423,329,24,0,2024-01-08 05:00:00
2024-01-08,13,28529,31484,25860,1086,6488,0,16804,0,8,644,-982,-4,-630,37,56,-438,7,67,-293,0,2024-01-08 06:00:00
2024-01-08,15,34909,37932,31683,1143,6488,0,16804,0,7,235,-880,-4,-287,-169,-52,-399,-9,-369,-247,0,2024-01-08 07:00:00
2024-01-08,17,38617,40200,35031,1219,6488,1,16804,0,7,-214,-150,-4,95,-428,-49,-205,400,-125,-15,0,2024-01-08 08:00:00
2024-01-08,19,40581,41831,36855,1335,6488,326,16804,0,8,-357,678,-4,332,-450,-188,501,294,329,0,0,2024-01-08 09:00:00
2024-01-08,21,40859,42171,37072,1512,6488,970,16804,0,8,-517,329,-4,355,-451,-249,316,25,198,0,0,2024-01-08 10:00:00
2024-01-08,23,41092,42530,37208,1707,6488,1210,16804,0,7,-528,297,-4,683,-451,-347,-29,8,240,0,0,2024-01-08 11:00:00
2024-01-08,25,41508,43194,37610,1840,6488,1217,16804,0,8,-865,873,-4,992,-451,-297,-231,-3,31,-92,0,2024-01-08 12:00:00
2024-01-08,27,41996,43347,38094,1855,6488,917,16804,0,7,-793,591,-4,1004,-450,-122,136,-5,19,-163,0,2024-01-08 13:00:00
2024-01-08,29,41501,43398,37734,1783,6488,571,16804,0,7,-504,-776,-4,1004,-428,-1,-52,-5,-24,581,0,2024-01-08 14:00:00
2024-01-08,31,41318,43648,37571,1714,6488,108,16804,0,10,18,-995,-4,1003,-286,12,-315,223,-27,-93,0,2024-01-08 15:00:00
2024-01-08,33,43397,45190,39534,1737,6488,0,16804,0,10,333,-129,-4,855,-432,-59,-75,304,-114,-370,0,2024-01-08 16:00:00
