SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2023-01-02,7,19895,21647,18104,1130,6545,0,15038,0,1083,0,1005,991,1003,-69,0,999,1361,998,0,0,2023-01-02 03:00:00
2023-01-02,9,19180,20954,17410,1193,6545,0,15038,0,932,0,993,970,1003,-242,0,964,1055,999,0,0,2023-01-02 04:00:00
2023-01-02,11,19251,20612,17498,1182,6545,0,15038,0,545,0,555,561,563,-216,0,843,722,1000,0,0,2023-01-02 05:00:00
2023-01-02,13,20794,21653,18869,1118,6545,0,15038,0,146,0,358,340,483,-113,0,670,475,999,0,0,2023-01-02 06:00:00
2023-01-02,15,22774,23718,20705,1037,6545,0,15038,0,11,0,165,234,816,-296,-37,872,51,983,0,0,2023-01-02 07:00:00
2023-01-02,17,24661,25797,22382,989,6545,0,15038,0,8,0,70,266,568,-416,-112,652,380,985,0,0,2023-01-02 08:00:00
2023-01-02,19,26657,27845,24176,967,6545,791,15038,0,6,0,138,394,935,-451,-131,663,827,999,0,0,2023-01-02 09:00:00
2023-01-02,21,27535,28762,24850,982,6545,2489,15038,0,6,0,468,760,1003,-451,-170,976,1215,999,0,0,2023-01-02 10:00:00
2023-01-02,23,27278,28605,24538,1023,6545,3640,15038,0,6,0,666,540,859,-451,-270,556,1362,1000,0,0,2023-01-02 11:00:00
2023-01-02,25,27529,28700,24735,1046,6545,3932,15038,0,5,0,546,749,997,-451,-115,966,1364,999,0,0,2023-01-02 12:00:00
2023-01-02,27,27980,29047,25185,1027,6545,3542,15038,0,2,0,467,510,892,-451,-14,775,1374,1000,0,0,2023-01-02 13:00:00
2023-01-02,29,28777,29685,26044,973,6545,2516,15038,0,5,0,783,793,829,-303,0,760,1372,1000,0,0,2023-01-02 14:00:00
2023-01-02,31,30868,31722,27991,944,6545,724,15038,0,6,0,313,596,881,-168,-80,950,1065,1000,0,0,2023-01-02 15:00:00
2023-01-02,33,34409,35013,31310,981,6545,0,15038,0,4,0,947,955,674,63,60,1013,1333,999,0,0,2023-01-02 16:00:00
2023-01-02,35,37631,38233,34318,1038,6545,0,15038,0,2,0,1005,991,979,357,307,1019,1375,999,0,0,2023-01-02 17:00:00
2023-01-02,37,37371,37973,34176,1103,6545,0,15038,0,2,0,1005,992,1004,400,431,1019,1375,999,0,0,2023-01-02 18:00:00
2023-01-02,39,35292,35897,32259,1186,6545,0,15038,0,5,0,1005,992,1003,350,310,1019,1272,999,0,0,2023-01-02 19:00:00
2023-01-02,41,33000,33606,30201,1290,6545,0,15038,0,6,0,1005,992,1003,354,199,1019,1257,999,0,0,2023-01-02 20:00:00
2023-01-02,43,30373,30979,27919,1408,6545,0,15038,0,6,0,1005,992,1003,366,368,1001,1257,999,0,0,2023-01-02 21:00:00
2023-01-02,45,27635,28241,25247,1518,6545,0,15038,0,6,0,1005,992,973,399,329,972,1257,954,0,0,2023-01-02 22:00:00
2023-01-02,47,24530,25135,22360,1585,6545,0,15038,0,5,0,622,818,635,400,504,831,1257,994,0,0,2023-01-02 23:00:00
2023-01-03,1,23232,23896,21236,1683,6545,0,15041,0,64,0,653,771,645,400,504,758,1257,998,0,0,2023-01-03 00:00:00
2023-01-03,3,23224,24234,21406,1849,6545,0,15041,0,410,0,575,667,588,400,496,725,939,998,0,0,2023-01-03 01:00:00
2023-01-03,5,21919,23402,20371,2054,6545,0,15041,0,883,0,458,605,539,400,272,634,501,854,0,0,2023-01-03 02:00:00
2023-01-03,7,20919,22705,19494,2285,6545,0,15041,0,1186,0,365,495,668,367,152,253,51,493,0,0,2023-01-03 03:00:00
2023-01-03,9,19704,21923,18417,2495,6545,0,15041,0,1159,0,226,104,351,246,0,412,-404,-56,0,0,2023-01-03 04:00:00
2023-01-03,11,19967,23246,18656,2704,6545,0,15041,0,946,0,-519,-388,470,242,146,487,-624,-202,0,0,2023-01-03 05:00:00
2023-01-03,13,22776,24501,21452,2860,6545,0,15041,0,76,0,-423,-156,614,66,6,447,-470,31,0,0,2023-01-03 06:00:00
2023-01-03,15,27136,28961,25752,2946,6545,0,15041,0,10,0,300,-207,661,-57,-49,385,-572,-330,0,0,2023-01-03 07:00:00
2023-01-03,17,30720,31846,29126,3040,6545,1,15041,0,5,0,106,135,8,-163,-106,26,-252,330,0,0,2023-01-03 08:00:00
2023-01-03,19,33328,34101,31487,3110,6545,145,15041,0,5,0,372,344,342,-144,0,618,-24,571,0,0,2023-01-03 09:00:00
2023-01-03,21,34544,35263,32379,3111,6545,364,15041,0,6,0,514,612,654,-113,0,580,397,720,0,0,2023-01-03 10:00:00
2023-01-03,23,35410,36369,33135,3069,6545,456,15041,0,4,0,753,541,864,-297,-58,924,517,692,0,0,2023-01-03 11:00:00
2023-01-03,25,35912,37328,33404,3036,6545,594,15041,0,5,0,894,754,995,-450,-361,991,606,703,0,0,2023-01-03 12:00:00
2023-01-03,27,36163,37546,33457,3017,6545,393,15041,0,5,0,865,763,928,-450,-328,802,646,951,0,0,2023-01-03 13:00:00
2023-01-03,29,35651,36743,32882,2993,6545,198,15041,0,4,0,995,644,662,-338,-150,783,471,739,0,0,2023-01-03 14:00:00
2023-01-03,31,35606,36800,32847,2980,6545,21,15041,0,5,0,655,426,927,-451,-138,678,51,976,0,0,2023-01-03 15:00:00
2023-01-03,33,36794,37963,33973,3038,6545,0,15041,0,10,0,940,786,890,-434,-125,870,269,962,0,0,2023-01-03 16:00:00
2023-01-03,35,38090,39167,35094,3168,6545,0,15041,0,6,0,819,775,938,-427,-44,863,661,928,0,0,2023-01-03 17:00:00
2023-01-03,37,36955,37866,34063,3236,6545,0,15041,0,3,0,514,378,966,-305,-3,777,809,745,0,0,2023-01-03 18:00:00
2023-01-03,39,34949,35560,32221,3260,6545,0,15041,0,7,0,965,937,1001,-4,12,1002,1062,976,0,0,2023-01-03 19:00:00
2023-01-03,41,32185,32794,29614,3283,6545,0,15041,0,9,0,915,992,820,295,47,926,1095,998,0,0,2023-01-03 20:00:00
2023-01-03,43,29251,29858,27010,3353,6545,0,15041,0,7,0,508,510,458,380,117,357,702,999,0,0,2023-01-03 21:00:00
2023-01-03,45,25763,26966,23665,3517,6545,0,15041,0,22,0,133,-354,321,365,67,-227,253,706,0,0,2023-01-03 22:00:00
2023-01-03,47,22280,25720,20511,3656,6545,0,15041,0,1038,0,-724,-34,-339,389,66,-505,-200,456,0,0,2023-01-03 23:00:00
2023-01-04,1,20779,25119,19367,3799,6545,0,15043,0,1263,0,-737,-154,-521,395,366,-406,-659,338,0,0,2023-01-04 00:00:00
2023-01-04,3,20778,25573,19512,3920,6545,0,15043,0,1299,0,-425,-526,-497,374,367,-444,-1004,235,0,0,2023-01-04 01:00:00
2023-01-04,5,19761,25210,18591,3993,6545,0,15043,0,1239,0,-884,-445,-800,87,403,-437,-1044,327,0,0,2023-01-04 02:00:00
2023-01-04,7,19065,24701,17976,4057,6545,0,15043,0,1303,0,-958,-590,-737,-118,499,-286,-1044,239,0,0,2023-01-04 03:00:00
2023-01-04,9,18277,24514,17383,4071,6545,0,15043,0,1246,0,-1003,-990,-503,6,380,-514,-1044,-337,0,0,2023-01-04 04:00:00
2023-01-04,11,18887,25204,18040,4106,6545,0,15043,0,1272,0,-1024,-1024,-398,238,368,-621,-734,-644,0,0,2023-01-04 05:00:00
2023-01-04,13,21802,25147,20686,4097,6545,0,15043,0,862,0,-921,-371,-112,400,234,321,-288,-191,0,0,2023-01-04 06:00:00
2023-01-04,15,26560,27498,25073,4022,6545,0,15043,0,143,0,405,318,310,212,56,468,166,-195,0,0,2023-01-04 07:00:00
2023-01-04,17,29874,30810,28018,3970,6545,0,15043,0,234,0,912,867,837,-54,-48,457,614,892,0,0,2023-01-04 08:00:00
2023-01-04,19,31367,32181,29295,3956,6545,341,15043,0,102,0,1000,985,990,-112,0,916,1043,998,0,0,2023-01-04 09:00:00
2023-01-04,21,31498,32331,29309,3976,6545,1076,15043,0,12,0,1016,992,668,-221,0,996,1095,998,0,0,2023-01-04 10:00:00
2023-01-04,23,31300,32224,29038,3976,6545,1625,15043,0,12,0,1026,961,403,-312,0,987,1095,997,0,0,2023-01-04 11:00:00
2023-01-04,25,31742,32452,29342,3934,6545,1520,15043,0,7,0,1007,989,555,-103,0,998,1095,998,0,0,2023-01-04 12:00:00
2023-01-04,27,31479,32265,28935,3868,6545,2090,15043,0,6,0,1017,991,136,-180,0,999,1095,998,0,0,2023-01-04 13:00:00
2023-01-04,29,31566,32227,28898,3785,6545,1182,15043,0,4,0,1040,991,516,-57,0,999,1095,998,0,0,2023-01-04 14:00:00
2023-01-04,31,32500,33109,29684,3684,6545,354,15043,0,9,0,990,991,815,0,0,997,1095,998,0,0,2023-01-04 15:00:00
2023-01-04,33,34862,35513,31838,3580,6545,0,15043,0,6,0,986,974,847,0,-45,1003,1095,998,0,0,2023-01-04 16:00:00
2023-01-04,35,36808,37471,33521,3481,6545,0,15043,0,0,0,1000,824,987,-26,-37,1018,1095,998,0,0,2023-01-04 17:00:00
2023-01-04,37,36322,37267,33142,3353,6545,0,15043,0,0,0,1004,976,1002,-299,-46,1019,1095,998,0,0,2023-01-04 18:00:00
2023-01-04,39,34588,35797,31594,3219,6545,0,15043,0,8,0,1005,992,1003,-392,-209,1019,1095,998,0,0,2023-01-04 19:00:00
2023-01-04,41,32276,33706,29482,3095,6545,0,15043,0,7,0,1005,992,1003,-450,-373,1019,1095,998,0,0,2023-01-04 20:00:00
2023-01-04,43,29374,30790,26801,2970,6545,0,15043,0,10,0,1005,991,1003,-358,-448,1001,1095,998,0,0,2023-01-04 21:00:00
2023-01-04,45,26490,27984,24188,2841,6545,0,15043,0,9,0,1005,987,703,-358,-527,954,702,996,0,0,2023-01-04 22:00:00
2023-01-04,47,23331,25822,21139,2637,6545,0,15043,0,858,0,785,-55,883,-451,-527,281,301,939,0,0,2023-01-04 23:00:00
2023-01-05,1,22173,25276,20104,2413,6545,0,15046,0,1251,0,989,-102,752,-451,-527,161,-172,994,0,0,2023-01-05 00:00:00
2023-01-05,3,22418,25568,20445,2205,6545,0,15046,0,1245,0,1005,-95,723,-451,-528,624,-231,999,0,0,2023-01-05 01:00:00
2023-01-05,5,21697,25042,19789,2023,6545,0,15046,0,1247,0,1005,204,898,-451,-527,365,-520,999,0,0,2023-01-05 02:00:00
2023-01-05,7,21016,23944,19104,1913,6545,0,15046,0,1145,0,1005,71,904,-451,-528,94,-204,998,0,0,2023-01-05 03:00:00
2023-01-05,9,20679,23143,18776,1772,6545,0,15046,0,920,0,1006,-64,604,-451,-429,21,156,999,0,0,2023-01-05 04:00:00
2023-01-05,11,21513,22932,19519,1560,6545,0,15046,0,262,0,1006,-35,752,-309,-196,680,592,-17,0,0,2023-01-05 05:00:00
2023-01-05,13,24955,25597,22685,1410,6545,0,15046,0,11,0,1005,711,945,-27,-4,981,1040,437,0,0,2023-01-05 06:00:00
2023-01-05,15,29860,30669,27191,1363,6545,0,15046,0,7,0,1005,793,856,-202,0,942,1237,911,0,0,2023-01-05 07:00:00
2023-01-05,17,33115,33880,30266,1377,6545,1,15046,0,8,0,1005,975,885,-157,0,995,1257,993,0,0,2023-01-05 08:00:00
2023-01-05,19,34417,35024,31408,1514,6545,283,15046,0,7,0,1005,929,651,63,0,952,1257,999,0,0,2023-01-05 09:00:00
2023-01-05,21,34478,35084,31385,1743,6545,682,15046,0,6,0,1006,955,873,319,0,512,1257,998,0,0,2023-01-05 10:00:00
2023-01-05,23,34659,35267,31500,2012,6545,1184,15046,0,8,0,1006,154,758,395,65,705,1257,998,0,0,2023-01-05 11:00:00
2023-01-05,25,34293,34900,31195,2309,6545,1200,15046,0,7,0,1004,36,467,400,226,678,1257,953,0,0,2023-01-05 12:00:00
2023-01-05,27,34114,35301,31154,2550,6545,1186,15046,0,6,0,917,-410,-171,399,290,593,1006,533,0,0,2023-01-05 13:00:00
2023-01-05,29,33692,35302,31042,2751,6545,640,15046,0,12,0,285,-484,-444,399,298,-70,577,281,0,0,2023-01-05 14:00:00
2023-01-05,31,33152,34999,30761,2960,6545,245,15046,0,11,0,-152,-456,-401,399,148,-227,129,123,0,0,2023-01-05 15:00:00
2023-01-05,33,35293,37507,32878,3196,6545,0,15046,0,3,0,-264,-318,-622,336,190,400,6,-407,0,0,2023-01-05 16:00:00
2023-01-05,35,36840,38924,34266,3420,6545,0,15046,0,0,0,-405,-269,-463,173,1,247,-5,-342,0,0,2023-01-05 17:00:00
2023-01-05,37,35961,38139,33681,3562,6545,0,15046,0,2,0,-408,-487,86,-7,-1,-168,-151,-354,0,0,2023-01-05 18:00:00
2023-01-05,39,34003,34612,31929,3627,6545,0,15046,0,9,0,16,66,338,129,5,466,114,121,0,0,2023-01-05 19:00:00
2023-01-05,41,31308,31994,29419,3685,6545,0,15046,0,8,0,607,453,641,-37,-41,389,502,331,0,0,2023-01-05 20:00:00
2023-01-05,43,28556,29257,26927,3719,6545,0,15046,0,14,0,419,413,169,-49,-38,327,249,273,0,0,2023-01-05 21:00:00
2023-01-05,45,25255,26667,23886,3694,6545,0,15046,0,15,0,-364,-164,159,-42,0,22,-192,-35,0,0,2023-01-05 22:00:00
2023-01-05,47,22319,26323,21170,3633,6545,0,15046,0,815,0,-937,35,404,-16,56,-224,-650,-762,0,0,2023-01-05 23:00:00
2023-01-06,1,21067,26052,20057,3594,6545,0,15049,0,1067,0,-972,-489,429,63,0,-36,-1002,-819,0,0,2023-01-06 00:00:00
2023-01-06,3,21177,26188,20279,3538,6545,0,15049,0,1341,0,-1010,74,111,94,0,-303,-1044,-713,0,0,2023-01-06 01:00:00
2023-01-06,5,20179,25356,19441,3495,6545,0,15049,0,1248,0,-1009,-32,226,-63,0,-231,-1044,-950,0,0,2023-01-06 02:00:00
2023-01-06,7,19641,25637,18911,3528,6545,0,15049,0,1285,0,-1014,-192,-465,-195,0,-324,-1044,-877,0,0,2023-01-06 03:00:00
2023-01-06,9,18865,24880,18211,3533,6545,0,15049,0,1316,0,-1023,-133,-611,-349,0,-147,-919,-917,0,0,2023-01-06 04:00:00
2023-01-06,11,19373,24098,18690,3519,6545,0,15049,0,1290,0,-687,225,165,-350,-48,-406,-494,-850,0,0,2023-01-06 05:00:00
2023-01-06,13,22760,25815,21867,3487,6545,0,15049,0,664,0,-961,315,346,-347,0,208,-37,-446,0,0,2023-01-06 06:00:00
2023-01-06,15,27715,28943,26429,3432,6545,0,15049,0,14,0,224,287,849,-382,-232,345,413,738,0,0,2023-01-06 07:00:00
2023-01-06,17,31003,32581,29418,3386,6545,8,15049,0,15,0,956,673,372,-450,-513,707,860,896,0,0,2023-01-06 08:00:00
2023-01-06,19,32327,33917,30524,3309,6545,904,15049,0,12,0,998,963,9,-450,-528,962,1073,990,0,0,2023-01-06 09:00:00
2023-01-06,21,32346,33932,30416,3217,6545,1886,15049,0,8,0,1000,889,624,-450,-528,979,1095,963,0,0,2023-01-06 10:00:00
2023-01-06,23,31994,33435,30035,3143,6545,2373,15049,0,7,0,1000,540,960,-450,-384,998,1095,996,0,0,2023-01-06 11:00:00
2023-01-06,25,32502,33569,30393,3012,6545,2650,15049,0,6,0,1000,951,959,-309,-152,999,1095,998,0,0,2023-01-06 12:00:00
2023-01-06,27,32522,33369,30207,2763,6545,1953,15049,0,4,0,1001,893,493,-199,-44,822,1095,999,0,0,2023-01-06 13:00:00
2023-01-06,29,32587,33194,30100,2470,6545,1023,15049,0,7,0,1000,983,630,63,57,849,1095,999,0,0,2023-01-06 14:00:00
2023-01-06,31,33410,34012,30638,2288,6545,255,15049,0,2,0,908,748,763,117,0,882,703,999,0,0,2023-01-06 15:00:00
2023-01-06,33,35686,36288,32535,2291,6545,0,15049,0,2,0,985,967,954,218,0,1006,1040,999,0,0,2023-01-06 16:00:00
2023-01-06,35,37247,37849,33927,2379,6545,0,15049,0,2,0,769,947,1000,103,0,1019,1095,998,0,0,2023-01-06 17:00:00
2023-01-06,37,36464,37065,33341,2485,6545,0,15049,0,1,0,408,804,943,121,0,954,1095,806,0,0,2023-01-06 18:00:00
2023-01-06,39,34542,35149,31655,2661,6545,0,15049,0,7,0,418,824,970,129,0,886,1095,958,0,0,2023-01-06 19:00:00
2023-01-06,41,31428,32053,28800,2881,6545,0,15049,0,7,0,402,929,1001,-18,0,986,1095,951,0,0,2023-01-06 20:00:00
2023-01-06,43,28359,29323,26040,3119,6545,0,15049,0,125,0,759,345,873,-239,0,319,1095,847,0,0,2023-01-06 21:00:00
2023-01-06,45,25120,27036,23168,3368,6545,0,15049,0,41,0,600,-488,8,-358,-209,-220,723,565,0,0,2023-01-06 22:00:00
2023-01-06,47,21779,26115,20257,3563,6545,0,15049,0,755,0,246,-717,-629,-450,-500,-685,277,339,0,0,2023-01-06 23:00:00
2023-01-07,1,20474,25961,19237,3702,6545,0,15050,0,1218,0,-34,-998,-815,-451,-527,-844,17,344,0,0,2023-01-07 00:00:00
2023-01-07,3,20765,26842,19563,3787,6545,0,15050,0,1152,0,-25,-1018,-1001,-451,-527,-1010,-293,475,0,0,2023-01-07 01:00:00
2023-01-07,5,19397,26021,18361,3818,6545,0,15050,0,1252,0,109,-1025,-1011,-451,-527,-1021,-737,486,0,0,2023-01-07 02:00:00
2023-01-07,7,18476,25144,17432,3802,6545,0,15050,0,1246,0,61,-1025,-910,-351,-527,-996,-1013,346,0,0,2023-01-07 03:00:00
2023-01-07,9,17775,24549,16489,3698,6545,0,15050,0,1229,0,-108,-1025,-921,-351,-485,-1011,-1044,332,0,0,2023-01-07 04:00:00
2023-01-07,11,18020,23659,16598,3504,6545,0,15050,0,1141,0,-4,-901,-654,-362,-214,-399,-756,-608,0,0,2023-01-07 05:00:00
2023-01-07,13,19481,23286,17824,3293,6545,0,15050,0,1149,0,232,-360,-615,-164,-81,6,-312,-524,0,0,2023-01-07 06:00:00
2023-01-07,15,21835,23788,19946,3097,6545,0,15050,0,315,0,749,-385,-519,-62,-29,557,142,-43,0,0,2023-01-07 07:00:00
2023-01-07,17,24573,25285,22271,2924,6545,0,15050,0,112,0,988,438,268,50,6,972,592,355,0,0,2023-01-07 08:00:00
2023-01-07,19,27076,27688,24610,2815,6545,62,15050,0,12,0,1005,951,949,185,11,999,1040,948,0,0,2023-01-07 09:00:00
2023-01-07,21,28467,29069,25866,2827,6545,336,15050,0,2,0,1005,991,1002,334,0,999,1095,998,0,0,2023-01-07 10:00:00
2023-01-07,23,29125,29731,26583,2919,6545,784,15050,0,6,0,1005,991,1002,399,128,999,1095,997,0,0,2023-01-07 11:00:00
2023-01-07,25,29371,29983,27013,3013,6545,1554,15050,0,12,0,1005,991,1002,399,426,999,1095,997,0,0,2023-01-07 12:00:00
2023-01-07,27,28770,29532,26745,3073,6545,1796,15050,0,162,0,1005,992,1002,400,495,999,1095,997,0,0,2023-01-07 13:00:00
2023-01-07,29,28445,29177,26462,3098,6545,1038,15050,0,132,0,1005,956,878,400,469,999,1095,998,0,0,2023-01-07 14:00:00
2023-01-07,31,28823,29437,26929,3112,6545,323,15050,0,14,0,1005,988,970,400,425,994,1095,997,0,0,2023-01-07 15:00:00
2023-01-07,33,30457,31061,28530,3239,6545,0,15050,0,4,0,1005,858,829,400,342,979,1095,997,0,0,2023-01-07 16:00:00
2023-01-07,35,33260,33860,31035,3489,6545,0,15050,0,0,0,1006,979,996,399,276,1016,1095,997,0,0,2023-01-07 17:00:00
2023-01-07,37,32887,33488,30957,3690,6545,0,15050,0,1,0,999,969,1003,399,120,1019,1095,997,0,0,2023-01-07 18:00:00
2023-01-07,39,30686,31297,29027,3788,6545,0,15050,0,11,0,1255,901,932,172,16,1019,900,864,0,0,2023-01-07 19:00:00
2023-01-07,41,28002,28619,26550,3843,6545,0,15050,0,17,0,273,401,524,305,47,736,478,680,0,0,2023-01-07 20:00:00
2023-01-07,43,25836,27994,24411,3903,6545,0,15050,0,11,0,-843,-111,-544,334,30,-49,27,536,0,0,2023-01-07 21:00:00
2023-01-07,45,23294,27583,22130,3943,6545,0,15050,0,194,0,-1258,-436,-798,371,216,-576,-427,324,0,0,2023-01-07 22:00:00
2023-01-07,47,21286,27305,20336,3978,6545,0,15050,0,1257,0,-1130,-855,-296,337,314,-492,-890,-499,0,0,2023-01-07 23:00:00
2023-01-08,1,20573,26574,19745,3980,6545,0,15050,0,1332,0,-1073,-822,-243,195,20,-428,-932,-571,0,0,2023-01-08 00:00:00
2023-01-08,3,20932,27028,20018,3891,6545,0,15050,0,1268,0,-1275,-766,-110,319,3,-475,-1030,-572,0,0,2023-01-08 01:00:00
2023-01-08,5,19959,27076,19093,3735,6545,0,15050,0,1317,0,-1450,-773,-328,381,-172,-597,-1044,-836,0,0,2023-01-08 02:00:00
2023-01-08,7,18964,26172,18218,3538,6545,0,15050,0,1246,0,-1186,-893,-733,399,-211,-588,-1044,-707,0,0,2023-01-08 03:00:00
2023-01-08,9,18243,25691,17485,3322,6545,0,15050,0,1223,0,-1222,-857,-779,400,-233,-796,-1044,-694,0,0,2023-01-08 04:00:00
2023-01-08,11,18396,25274,17621,3197,6545,0,15050,0,1206,0,-1240,-894,-453,400,-265,-392,-1044,-784,0,0,2023-01-08 05:00:00
2023-01-08,13,19362,26712,18542,3182,6545,0,15050,0,1153,0,-1375,-1015,-748,303,-200,-300,-1044,-915,0,0,2023-01-08 06:00:00
2023-01-08,15,20816,25654,19979,3191,6545,0,15050,0,765,0,-932,-356,-766,348,0,-211,-1044,-164,0,0,2023-01-08 07:00:00
2023-01-08,17,22726,25041,21774,3222,6545,6,15050,0,551,0,-393,125,85,162,30,257,-771,184,0,0,2023-01-08 08:00:00
2023-01-08,19,25236,26218,24038,3273,6545,823,15050,0,53,0,297,395,427,119,27,373,-329,663,0,0,2023-01-08 09:00:00
2023-01-08,21,27079,27806,25661,3374,6545,1574,15050,0,16,0,966,553,413,-63,-48,597,126,884,0,0,2023-01-08 10:00:00
2023-01-08,23,28528,29598,26924,3490,6545,1627,15050,0,11,0,786,764,559,-352,-107,542,575,990,0,0,2023-01-08 11:00:00
2023-01-08,25,29889,31246,28046,3570,6545,1461,15050,0,10,0,936,879,903,-409,-338,624,1023,998,0,0,2023-01-08 12:00:00
2023-01-08,27,30480,31888,28546,3544,6545,1205,15050,0,63,0,1458,983,1000,-383,-362,974,1094,997,0,0,2023-01-08 13:00:00
2023-01-08,29,31023,32321,28969,3334,6545,899,15050,0,4,0,1502,992,1002,-424,-270,999,1095,997,0,0,2023-01-08 14:00:00
2023-01-08,31,31939,33190,29659,3029,6545,303,15050,0,6,0,1502,992,1002,-322,-323,999,1095,997,0,0,2023-01-08 15:00:00
2023-01-08,33,34457,35681,31868,2789,6545,0,15050,0,3,0,1502,992,1002,-391,-230,1018,1095,997,0,0,2023-01-08 16:00:00
