SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW,datetime
2025-01-01,39,32273,33867,29570,1882,6606,0,19270,0,13,3810,1511,992,0,-450,-531,999,1397,0,985,0,2025-01-01 19:00:00
2025-01-01,41,31110,32704,28445,1730,6606,0,19270,0,16,3777,1510,992,1,-450,-528,999,1397,0,985,0,2025-01-01 20:00:00
2025-01-01,43,28916,30510,26484,1631,6606,0,19270,0,16,3728,1511,992,1,-450,-528,999,1397,0,985,0,2025-01-01 21:00:00
2025-01-01,45,26773,28361,24526,1526,6606,0,19270,0,9,3934,1510,992,1,-450,-529,999,1397,0,985,0,2025-01-01 22:00:00
2025-01-01,47,24513,25957,22276,1460,6606,0,19270,0,9,4138,1511,992,1,-364,-471,999,1397,0,985,0,2025-01-01 23:00:00
2025-01-02,1,23560,24740,21449,1512,6606,0,19272,0,5,4278,1511,991,1,-231,-344,999,1397,0,985,0,2025-01-02 00:00:00
2025-01-02,3,23892,24943,21806,1595,6606,0,19272,0,8,4091,1511,992,0,-274,-169,999,1397,0,985,0,2025-01-02 01:00:00
2025-01-02,5,22879,24317,20877,1638,6606,0,19272,0,57,3997,1512,992,1,-351,-430,999,1397,0,985,0,2025-01-02 02:00:00
2025-01-02,7,22024,23942,20043,1665,6606,0,19272,0,473,3941,1512,992,0,-316,-529,999,1397,0,985,0,2025-01-02 03:00:00
2025-01-02,9,21955,23958,19995,1643,6606,0,19272,0,574,3845,1513,992,0,-300,-529,980,1397,0,1210,0,2025-01-02 04:00:00
2025-01-02,11,22329,24630,20405,1675,6606,0,19272,0,867,3774,1484,917,0,-303,-531,875,1397,0,1409,0,2025-01-02 05:00:00
2025-01-02,13,24594,26028,22627,1742,6606,0,19272,0,115,4087,1465,986,0,-344,-375,32,1397,0,1377,0,2025-01-02 06:00:00
2025-01-02,15,28122,30168,26011,1758,6606,0,19272,0,15,4207,918,478,0,-409,-185,-837,1397,0,1329,0,2025-01-02 07:00:00
2025-01-02,17,32523,34049,30220,1739,6606,1,19272,0,15,4180,1458,770,0,-442,-458,-11,1397,0,1417,0,2025-01-02 08:00:00
2025-01-02,19,34501,36093,31981,1658,6606,1272,19272,0,17,3751,1510,979,0,-450,-525,893,1397,0,1426,0,2025-01-02 09:00:00
2025-01-02,21,34278,35870,31546,1516,6606,3524,19272,0,11,3429,1513,992,0,-450,-531,442,1397,0,1426,0,2025-01-02 10:00:00
2025-01-02,23,33334,35001,30514,1403,6606,5093,19272,0,12,3430,1376,992,0,-450,-531,-74,1397,0,1426,0,2025-01-02 11:00:00
2025-01-02,25,33732,35328,30769,1420,6606,5590,19272,0,15,3295,1389,992,0,-450,-531,667,1397,0,1426,0,2025-01-02 12:00:00
2025-01-02,27,33726,35320,30758,1431,6606,5066,19272,0,13,3184,1238,807,0,-450,-531,624,1397,0,1426,0,2025-01-02 13:00:00
2025-01-02,29,34305,35901,31344,1406,6606,3455,19272,0,14,3185,1240,746,0,-451,-531,184,1397,0,1080,0,2025-01-02 14:00:00
2025-01-02,31,36920,38504,33850,1451,6606,984,19272,0,3,2936,1209,632,0,-450,-531,702,1397,0,1164,0,2025-01-02 15:00:00
2025-01-02,33,39309,40894,36045,1610,6606,0,19272,0,4,3348,1425,946,0,-450,-531,986,1397,0,1199,0,2025-01-02 16:00:00
2025-01-02,35,41103,42690,37714,1697,6606,0,19272,0,6,3044,1497,990,0,-450,-531,999,1397,0,1407,0,2025-01-02 17:00:00
2025-01-02,37,41707,43293,38123,1655,6606,0,19272,0,5,3907,1500,991,0,-450,-531,990,1397,0,1421,0,2025-01-02 18:00:00
2025-01-02,39,40726,42313,37470,1630,6606,0,19272,0,6,3721,1500,991,0,-450,-531,999,1397,0,1421,0,2025-01-02 19:00:00
2025-01-02,41,37688,39278,34646,1719,6606,0,19272,0,9,3918,1500,991,0,-450,-531,999,1397,0,1421,0,2025-01-02 20:00:00
2025-01-02,43,34665,36255,31988,1886,6606,0,19272,0,9,4041,1500,974,0,-450,-531,996,1397,0,1421,0,2025-01-02 21:00:00
2025-01-02,45,31220,32810,28968,2081,6606,0,19272,0,9,4060,1429,973,0,-450,-531,578,1397,0,1421,0,2025-01-02 22:00:00
2025-01-02,47,28245,29777,26285,2361,6606,0,19272,0,13,4711,919,620,0,-450,-469,933,1397,0,1421,0,2025-01-02 23:00:00
2025-01-03,1,27266,28874,25564,2611,6606,0,19274,0,27,5117,825,620,0,-450,-531,986,1397,0,1421,0,2025-01-03 00:00:00
2025-01-03,3,26927,29029,25355,2756,6606,0,19274,0,521,5297,1428,739,1,-450,-531,944,1397,0,1421,0,2025-01-03 01:00:00
2025-01-03,5,25800,27927,24312,2763,6606,0,19274,0,628,5608,982,649,0,-368,-531,935,1397,0,1421,0,2025-01-03 02:00:00
2025-01-03,7,25295,27492,23683,2685,6606,0,19274,0,698,5360,1200,551,1,-368,-531,308,1397,0,1421,0,2025-01-03 03:00:00
2025-01-03,9,24209,26661,22563,2629,6606,0,19274,0,885,4914,593,263,1,-368,-531,-68,1397,0,1421,0,2025-01-03 04:00:00
2025-01-03,11,24309,26543,22554,2469,6606,0,19274,0,693,4448,-56,123,1,-327,-387,-171,1397,0,1421,0,2025-01-03 05:00:00
2025-01-03,13,27099,29143,25150,2262,6606,0,19274,0,300,4105,-262,-110,1,-254,-182,-336,1397,0,1421,0,2025-01-03 06:00:00
2025-01-03,15,31418,33025,29027,2105,6606,0,19274,0,15,3619,73,83,1,-428,-411,-153,1397,0,1421,0,2025-01-03 07:00:00
2025-01-03,17,35563,37319,32728,1966,6606,2,19274,0,14,3619,811,506,1,-450,-531,-161,1397,0,1421,0,2025-01-03 08:00:00
2025-01-03,19,37768,39362,34591,1808,6606,1225,19274,0,13,3224,1392,963,0,-450,-531,859,1397,0,1421,0,2025-01-03 09:00:00
2025-01-03,21,37434,39029,34104,1571,6606,3512,19274,0,13,2918,1497,918,1,-451,-531,1009,1397,0,1421,0,2025-01-03 10:00:00
2025-01-03,23,36200,37795,32860,1393,6606,4926,19274,0,13,2783,1500,852,1,-451,-531,1009,1397,0,1421,0,2025-01-03 11:00:00
2025-01-03,25,35986,37578,32537,1319,6606,5211,19274,0,10,2361,1500,983,0,-451,-531,1018,1397,0,1421,0,2025-01-03 12:00:00
2025-01-03,27,35739,37331,32307,1161,6606,4628,19274,0,10,2118,1501,992,1,-451,-531,1014,1398,0,1421,0,2025-01-03 13:00:00
2025-01-03,29,36394,37989,32956,949,6606,3115,19274,0,13,1895,1429,992,0,-451,-531,967,1397,0,1421,0,2025-01-03 14:00:00
2025-01-03,31,38831,40427,35278,804,6606,867,19274,0,14,1790,1497,992,0,-451,-531,949,1397,0,1421,0,2025-01-03 15:00:00
2025-01-03,33,40286,41884,36541,661,6606,0,19274,0,16,960,1501,992,0,-451,-531,984,1397,0,1421,0,2025-01-03 16:00:00
2025-01-03,35,42419,44006,38382,544,6606,0,19274,0,5,1114,1501,992,1,-451,-531,999,1398,0,1422,0,2025-01-03 17:00:00
2025-01-03,37,41300,42888,37466,468,6606,0,19274,0,6,990,1501,991,0,-451,-531,997,1397,0,1421,0,2025-01-03 18:00:00
2025-01-03,39,40127,41715,36439,433,6606,0,19274,0,6,1241,1501,992,1,-451,-531,990,1397,0,1422,0,2025-01-03 19:00:00
2025-01-03,41,37960,39553,34425,438,6606,0,19274,0,11,1105,1501,992,1,-451,-531,999,1397,0,1421,0,2025-01-03 20:00:00
2025-01-03,43,35577,37174,32283,446,6606,0,19274,0,15,988,1436,991,0,-451,-531,845,1397,0,1421,0,2025-01-03 21:00:00
2025-01-03,45,32521,34113,29554,454,6606,0,19274,0,10,1486,1452,990,1,-451,-531,467,1398,0,1418,0,2025-01-03 22:00:00
2025-01-03,47,29307,30898,26563,464,6606,0,19274,0,9,1253,1497,991,0,-451,-531,964,1397,0,1419,0,2025-01-03 23:00:00
2025-01-04,1,28400,29925,25787,512,6606,0,19274,0,12,1256,1501,991,1,-383,-530,999,1398,0,1421,0,2025-01-04 00:00:00
2025-01-04,3,28079,29349,25646,563,6606,0,19274,0,10,1999,1501,991,1,-129,-531,997,1397,0,1276,0,2025-01-04 01:00:00
2025-01-04,5,26624,27891,24371,629,6606,0,19274,0,12,1765,1501,991,0,-124,-531,999,1397,0,1006,0,2025-01-04 02:00:00
2025-01-04,7,26216,27830,23971,727,6606,0,19274,0,359,1770,1501,972,0,-124,-531,999,1397,0,987,0,2025-01-04 03:00:00
2025-01-04,9,24721,26603,22518,734,6606,0,19274,0,627,1959,1272,576,1,-124,-531,743,1397,0,960,0,2025-01-04 04:00:00
2025-01-04,11,24419,26302,22271,699,6606,0,19274,0,628,2637,946,226,1,-124,-531,335,1397,0,438,0,2025-01-04 05:00:00
2025-01-04,13,25909,27187,23640,710,6606,0,19274,0,106,2766,747,221,1,-124,-448,344,1397,0,253,0,2025-01-04 06:00:00
2025-01-04,15,27857,28966,25424,722,6606,0,19274,0,9,2491,693,382,1,-220,-280,13,1397,0,233,0,2025-01-04 07:00:00
2025-01-04,17,30317,31955,27681,756,6606,0,19274,0,63,2449,354,258,1,-450,-525,413,1397,0,215,0,2025-01-04 08:00:00
2025-01-04,19,33487,35075,30576,789,6606,225,19274,0,6,2048,962,532,0,-451,-531,649,1397,0,509,0,2025-01-04 09:00:00
2025-01-04,21,35075,36663,31953,733,6606,824,19274,0,6,2287,874,774,1,-451,-531,920,1397,0,666,0,2025-01-04 10:00:00
2025-01-04,23,35500,37088,32297,673,6606,1349,19274,0,6,2364,256,806,0,-451,-531,901,1398,0,880,0,2025-01-04 11:00:00
2025-01-04,25,36515,38103,33121,680,6606,1546,19274,0,6,2602,1048,960,0,-451,-531,923,1397,0,1366,0,2025-01-04 12:00:00
2025-01-04,27,36626,38217,33265,731,6606,1073,19274,0,9,2472,1269,889,0,-451,-531,955,1397,0,995,0,2025-01-04 13:00:00
2025-01-04,29,36866,38459,33446,840,6606,594,19274,0,11,2659,1492,928,0,-451,-531,931,1397,0,968,0,2025-01-04 14:00:00
2025-01-04,31,37036,38622,33615,971,6606,109,19274,0,4,2354,1502,987,1,-451,-531,965,1398,0,985,0,2025-01-04 15:00:00
2025-01-04,33,37943,39484,34370,1140,6606,0,19274,0,4,2016,1434,873,0,-451,-486,984,1397,0,986,0,2025-01-04 16:00:00
2025-01-04,35,40032,41618,36321,1291,6606,0,19274,0,4,1981,1497,983,0,-451,-531,999,1397,0,986,0,2025-01-04 17:00:00
2025-01-04,37,39901,41456,36243,1454,6606,0,19274,0,5,1622,1500,992,1,-451,-499,992,1397,0,986,0,2025-01-04 18:00:00
2025-01-04,39,38285,39541,34699,1633,6606,0,19274,0,10,1212,1404,921,0,-387,-259,975,1397,0,900,0,2025-01-04 19:00:00
2025-01-04,41,35920,36906,32486,1728,6606,0,19274,0,6,1165,1494,833,0,-377,-3,943,1397,0,888,0,2025-01-04 20:00:00
2025-01-04,43,33551,34402,30380,1776,6606,0,19274,0,8,1170,1326,872,1,-243,0,988,1397,0,924,0,2025-01-04 21:00:00
2025-01-04,45,30801,31753,27864,1789,6606,0,19274,0,8,1176,1490,984,0,-344,0,999,1397,0,918,0,2025-01-04 22:00:00
2025-01-04,47,27938,29048,25214,1864,6606,0,19274,0,9,1422,1500,991,0,-437,-64,999,1397,0,980,0,2025-01-04 23:00:00
2025-01-05,1,26809,27778,24135,2004,6606,0,19274,0,9,1366,1501,991,0,-325,-35,999,1397,0,1012,0,2025-01-05 00:00:00
2025-01-05,3,26608,27267,24133,2086,6606,0,19274,0,10,1881,1500,992,1,-49,0,999,1397,0,992,0,2025-01-05 01:00:00
2025-01-05,5,25272,26223,22897,2116,6606,0,19274,0,70,1198,1500,992,0,-173,-108,999,1397,0,990,0,2025-01-05 02:00:00
2025-01-05,7,24336,25621,21981,2135,6606,0,19274,0,385,72,1500,992,1,-300,0,999,1397,0,970,0,2025-01-05 03:00:00
2025-01-05,9,23436,25323,21100,2172,6606,0,19274,0,913,-294,1500,992,0,-300,-74,999,1397,0,981,0,2025-01-05 04:00:00
2025-01-05,11,22992,24594,20735,2308,6606,0,19274,0,675,-205,1501,992,1,-300,-27,912,1397,0,689,0,2025-01-05 05:00:00
2025-01-05,13,23592,25372,21345,2444,6606,0,19274,0,837,2,1501,992,1,-300,-43,996,1397,0,965,0,2025-01-05 06:00:00
2025-01-05,15,24744,25893,22356,2414,6606,0,19274,0,303,61,1501,992,0,-246,0,859,1397,0,985,0,2025-01-05 07:00:00
2025-01-05,17,26633,27371,24057,2496,6606,0,19274,0,18,355,1502,992,0,-120,0,47,1397,0,1281,0,2025-01-05 08:00:00
2025-01-05,19,30076,31158,27250,2585,6606,15,19274,0,81,498,1503,992,0,-244,-8,-149,1397,0,1412,0,2025-01-05 09:00:00
2025-01-05,21,32760,33788,29662,2463,6606,186,19274,0,9,731,1502,992,1,-344,0,-75,1397,0,1421,0,2025-01-05 10:00:00
2025-01-05,23,34819,36023,31682,2241,6606,430,19274,0,7,496,1500,992,1,-450,-147,949,1397,0,1421,0,2025-01-05 11:00:00
2025-01-05,25,36109,37438,32766,2094,6606,597,19274,0,5,277,1500,992,0,-450,-274,1019,1397,0,1421,0,2025-01-05 12:00:00
2025-01-05,27,36789,37981,33344,2140,6606,587,19274,0,10,683,1500,992,1,-450,-132,1019,1397,0,1421,0,2025-01-05 13:00:00
2025-01-05,29,36768,37901,33232,2279,6606,351,19274,0,6,908,1500,992,1,-450,-77,1000,1397,0,1421,0,2025-01-05 14:00:00
2025-01-05,31,37149,38321,33503,2421,6606,83,19274,0,7,1058,1501,992,1,-450,-115,1000,1398,0,1419,0,2025-01-05 15:00:00
2025-01-05,33,38152,39187,34290,2513,6606,0,19274,0,5,1319,1500,992,1,-305,-125,999,1397,0,1420,0,2025-01-05 16:00:00
2025-01-05,35,39049,40405,34962,2687,6606,0,19274,0,0,1373,1500,992,1,-328,-428,999,1397,0,1422,0,2025-01-05 17:00:00
2025-01-05,37,38107,39460,34099,2796,6606,0,19274,0,5,1253,1500,992,1,-218,-530,999,1397,0,1424,0,2025-01-05 18:00:00
2025-01-05,39,36394,37759,32561,2765,6606,0,19274,0,4,1380,1500,992,0,-230,-531,999,1397,0,1421,0,2025-01-05 19:00:00
2025-01-05,41,34069,35437,30415,2831,6606,0,19274,0,13,1580,1500,992,0,-224,-531,999,1397,0,1424,0,2025-01-05 20:00:00
2025-01-05,43,31137,32308,27755,2935,6606,0,19274,0,11,1859,1500,992,0,-64,-496,999,1397,0,1420,0,2025-01-05 21:00:00
2025-01-05,45,27863,29077,24812,2952,6606,0,19274,0,16,1947,1500,992,1,-67,-531,1000,1398,0,1420,0,2025-01-05 22:00:00
2025-01-05,47,24959,26953,22100,2880,6606,0,19274,0,634,2025,1500,992,0,-241,-519,999,1397,0,560,0,2025-01-05 23:00:00
2025-01-06,1,23870,25850,21061,2816,6606,0,19278,0,549,2096,1500,992,0,-300,-531,999,1397,0,226,0,2025-01-06 00:00:00
2025-01-06,3,23901,25351,21111,3073,6606,0,19278,0,19,2134,1500,992,0,-300,-531,999,1397,0,13,0,2025-01-06 01:00:00
2025-01-06,5,23437,26139,20651,3460,6606,0,19278,0,808,2298,1500,992,0,-300,-531,999,1291,0,-463,0,2025-01-06 02:00:00
2025-01-06,7,22784,25935,19983,3675,6606,0,19278,0,907,2383,1350,992,0,-300,-531,999,876,0,-813,0,2025-01-06 03:00:00
2025-01-06,9,22393,25156,19532,3879,6606,0,19278,0,491,2261,784,947,0,-300,-531,999,533,0,-841,0,2025-01-06 04:00:00
2025-01-06,11,22811,25865,19894,4009,6606,0,19278,0,893,2334,936,939,0,-300,-531,999,902,0,-730,0,2025-01-06 05:00:00
2025-01-06,13,26044,28200,23034,3928,6606,0,19278,0,880,2140,1469,989,0,-300,-376,999,1351,0,1061,0,2025-01-06 06:00:00
2025-01-06,15,31450,33086,28543,3824,6606,0,19278,0,294,2912,1501,992,0,-425,-317,999,1397,0,1412,0,2025-01-06 07:00:00
2025-01-06,17,35114,36590,31851,3842,6606,0,19278,0,52,3043,1500,992,0,-450,-374,999,1397,0,127,0,2025-01-06 08:00:00
2025-01-06,19,37649,39242,34177,3890,6606,244,19278,0,14,3347,1500,992,0,-450,-529,995,1397,0,631,0,2025-01-06 09:00:00
2025-01-06,21,38435,40029,35075,3906,6606,1040,19278,0,13,3607,1501,992,0,-450,-531,1018,1397,0,672,0,2025-01-06 10:00:00
2025-01-06,23,38263,39716,35107,3924,6606,1505,19278,0,8,3313,1501,991,0,-382,-463,1019,1397,0,672,0,2025-01-06 11:00:00
2025-01-06,25,38608,39854,35331,3909,6606,1981,19278,0,9,3549,1500,991,0,-144,-491,1019,1397,0,672,-2,2025-01-06 12:00:00
2025-01-06,27,38642,39741,35145,3871,6606,2088,19278,0,11,3336,1501,992,0,-67,-402,1019,1397,0,672,-19,2025-01-06 13:00:00
2025-01-06,29,38220,39373,34750,3830,6606,1670,19278,0,13,3360,1501,991,0,-251,-238,1000,1397,0,672,-51,2025-01-06 14:00:00
2025-01-06,31,39120,40396,35623,3676,6606,649,19278,0,5,3116,1501,992,1,-368,-242,999,1397,0,672,-61,2025-01-06 15:00:00
2025-01-06,33,41071,42460,37471,3497,6606,0,19278,0,7,2885,1500,992,1,-450,-317,999,1397,0,672,-15,2025-01-06 16:00:00
2025-01-06,35,42615,44188,38895,3378,6606,0,19278,0,0,2712,1500,992,0,-450,-508,995,1397,0,673,-15,2025-01-06 17:00:00
2025-01-06,37,42317,43900,38679,3279,6606,0,19278,0,2,2861,1501,992,0,-450,-531,974,1398,0,673,0,2025-01-06 18:00:00
2025-01-06,39,40749,42185,37331,3274,6606,0,19278,0,9,2860,1501,992,0,-417,-410,879,1397,0,673,0,2025-01-06 19:00:00
2025-01-06,41,38117,39568,34859,3345,6606,0,19278,0,8,2873,1500,992,0,-312,-531,689,1397,0,673,0,2025-01-06 20:00:00
2025-01-06,43,34638,35693,31557,3312,6606,0,19278,0,11,3381,1501,992,0,-57,-387,734,1397,0,673,0,2025-01-06 21:00:00
2025-01-06,45,30760,31567,28034,3156,6606,0,19278,0,11,3564,1501,992,0,-43,-153,847,1397,0,673,0,2025-01-06 22:00:00
2025-01-06,47,27242,28413,24941,3097,6606,0,19278,0,147,3300,1501,992,0,-98,-326,995,1397,0,673,0,2025-01-06 23:00:00
2025-01-07,1,26135,27607,23916,3147,6606,0,19280,0,298,3477,1501,991,1,-256,-318,999,1397,0,670,0,2025-01-07 00:00:00
2025-01-07,3,26512,27976,24304,3106,6606,0,19280,0,330,3740,1501,991,0,-256,-257,999,1397,0,673,-21,2025-01-07 01:00:00
2025-01-07,5,25730,27309,23676,2981,6606,0,19280,0,325,3548,1501,991,0,-255,-399,999,1397,0,673,0,2025-01-07 02:00:00
2025-01-07,7,25358,27091,23318,2876,6606,0,19280,0,353,3749,1501,991,0,-250,-530,999,1397,0,673,0,2025-01-07 03:00:00
2025-01-07,9,25410,27694,23442,2773,6606,0,19280,0,898,3875,1500,991,0,-256,-530,999,1397,0,673,0,2025-01-07 04:00:00
2025-01-07,11,26300,28572,24142,2712,6606,0,19280,0,886,3746,1501,991,0,-256,-530,999,1397,0,673,0,2025-01-07 05:00:00
2025-01-07,13,29256,30998,26904,2660,6606,0,19280,0,380,3786,1501,991,0,-347,-415,999,1397,0,673,0,2025-01-07 06:00:00
2025-01-07,15,35440,36934,32551,2558,6606,0,19280,0,10,3972,1500,991,0,-451,-433,999,1397,0,673,0,2025-01-07 07:00:00
2025-01-07,17,38699,40292,35618,2576,6606,4,19280,0,12,3983,1500,992,0,-450,-531,999,1397,0,673,0,2025-01-07 08:00:00
2025-01-07,19,40002,41605,36750,2585,6606,1222,19280,0,7,4150,1500,991,0,-450,-531,1018,1397,0,673,-15,2025-01-07 09:00:00
2025-01-07,21,39418,41300,36171,2519,6606,3136,19280,0,12,3892,1501,992,0,-450,-531,1020,1397,0,673,-289,2025-01-07 10:00:00
2025-01-07,23,38593,40693,35371,2600,6606,4674,19280,2,7,3825,1501,992,1,-450,-531,1019,1397,0,673,-514,2025-01-07 11:00:00
2025-01-07,25,38358,40461,35094,2786,6606,5073,19280,0,8,3781,1501,992,0,-450,-531,1019,1397,0,673,-514,2025-01-07 12:00:00
2025-01-07,27,38632,40734,35352,2876,6606,4307,19280,0,8,3607,1501,991,0,-450,-531,1019,1397,0,673,-513,2025-01-07 13:00:00
2025-01-07,29,38521,40628,35400,2802,6606,2665,19280,0,11,3536,1501,992,0,-451,-531,1000,1397,0,673,-514,2025-01-07 14:00:00
2025-01-07,31,39877,41980,36736,2779,6606,929,19280,0,8,3245,1500,992,0,-450,-531,999,1397,0,673,-514,2025-01-07 15:00:00
2025-01-07,33,42027,44137,38773,2817,6606,1,19280,0,15,3222,1500,992,0,-450,-531,999,1397,0,673,-514,2025-01-07 16:00:00
2025-01-07,35,44559,46661,40976,2867,6606,0,19280,0,7,3359,1500,991,0,-450,-531,999,1397,0,673,-514,2025-01-07 17:00:00
2025-01-07,37,44067,46173,40618,2940,6606,0,19280,0,11,3724,1500,992,0,-450,-531,999,1398,0,673,-514,2025-01-07 18:00:00
2025-01-07,39,42803,44845,39542,2863,6606,0,19280,0,12,3734,1500,992,0,-450,-531,914,1397,0,673,-449,2025-01-07 19:00:00
2025-01-07,41,40457,42201,37339,2854,6606,0,19280,0,12,3837,1499,992,0,-450,-531,996,1397,0,673,-151,2025-01-07 20:00:00
2025-01-07,43,36978,38570,34215,2878,6606,0,19280,0,11,3866,1500,991,0,-450,-531,999,1397,0,673,0,2025-01-07 21:00:00
2025-01-07,45,32968,34560,30440,2793,6606,0,19280,0,11,4030,1500,991,0,-450,-531,1000,1398,0,673,0,2025-01-07 22:00:00
2025-01-07,47,29570,31702,27408,2762,6606,0,19280,0,551,3687,1461,892,0,-450,-531,999,1397,0,673,0,2025-01-07 23:00:00
2025-01-08,1,28547,30985,26460,2692,6606,0,19283,0,895,3647,1396,817,0,-412,-531,999,1397,0,673,0,2025-01-08 00:00:00
2025-01-08,3,28616,31044,26552,2549,6606,0,19283,0,896,3649,1398,846,0,-400,-531,999,1397,0,673,-1,2025-01-08 01:00:00
2025-01-08,5,27911,30325,25841,2400,6606,0,19283,0,883,3526,1293,765,0,-400,-531,999,1397,0,673,0,2025-01-08 02:00:00
2025-01-08,7,27159,29565,25131,2233,6606,0,19283,0,875,3249,1485,936,0,-400,-531,999,1397,0,673,0,2025-01-08 03:00:00
2025-01-08,9,26574,28966,24568,2112,6606,0,19283,0,861,3000,1277,649,1,-400,-531,999,1397,0,673,0,2025-01-08 04:00:00
2025-01-08,11,27150,29283,24853,1929,6606,0,19283,0,614,2635,1208,657,0,-400,-519,999,1397,0,673,0,2025-01-08 05:00:00
2025-01-08,13,31202,32692,28564,1637,6606,0,19283,0,18,2391,57,382,0,-450,-422,541,1397,0,673,0,2025-01-08 06:00:00
2025-01-08,15,37530,39109,34323,1435,6606,0,19283,0,10,2337,740,518,0,-450,-519,123,1397,0,673,0,2025-01-08 07:00:00
2025-01-08,17,41247,42836,37797,1308,6606,3,19283,0,8,1935,1450,952,0,-450,-531,502,1397,0,673,0,2025-01-08 08:00:00
2025-01-08,19,42895,44490,38909,1164,6606,431,19283,0,13,1737,1502,991,0,-451,-531,803,1397,0,673,0,2025-01-08 09:00:00
2025-01-08,21,42930,44518,38989,1040,6606,1056,19283,0,6,1439,1501,991,1,-451,-531,969,1397,0,673,0,2025-01-08 10:00:00
2025-01-08,23,43008,44601,39089,951,6606,1373,19283,0,1,1497,1501,991,0,-452,-531,998,1397,0,673,-9,2025-01-08 11:00:00
2025-01-08,25,43279,44875,39402,836,6606,1444,19283,0,3,1986,1502,991,0,-452,-531,1018,1398,0,673,-10,2025-01-08 12:00:00
2025-01-08,27,43129,44613,39208,756,6606,1209,19283,0,0,2114,1502,991,0,-452,-423,1019,1398,0,673,-1,2025-01-08 13:00:00
